bankable acteur,moyenne,cluster
Milla Jovovich,778222.0,1
Jon Voight,1023670.0,0
Natalie Portman,1348049.0,0
Winona Ryder,580454.0,1
Vince Vaughn,524166.0,1
Cuba Gooding Jr.,624628.0,1
François-Xavier Demaison,819033.0,1
Jonathan Cohen,694715.0,1
Camille Cottin,372997.0,1
Rosamund Pike,578277.0,1
Gilles Lellouche,898194.0,0
Louise Bourgoin,501330.0,1
François Cluzet,936250.0,0
Oliver Gourmet,462258.0,1
Kirsten Dunst,1043456.0,0
Rebel Wilson,358169.0,1
Simon Pegg,842401.0,1
Michael Douglas,1018055.0,0
Annette Bening,548003.0,1
Vincent Cassel,940708.0,0
José Garcia,1089952.0,0
Claude Brasseur,1158423.0,0
Drew Barrymore,753467.0,1
Ben Stiller,639733.0,1
Jeremy Irons,727417.0,1
Johnny Depp,1284078.0,0
Robert De Niro,704796.0,1
Cuba Gooding Jr.,624628.0,1
Charlize Theron,654280.0,1
Helen Mirren,579047.0,1
Ryan Reynolds,855619.0,0
Viola Davis,823176.0,1
Vincent Lindon,602467.0,1
Romain Duris,659140.0,1
Vincent Cassel,940708.0,0
Sergi Lopez,262656.0,1
Steve Carell,382115.0,1
Paul Dano,597291.0,1
Greg Kinnear,257394.0,1
Toni Collette,623989.0,1
Bryan Cranston,715346.0,1
Jessica Alba,594956.0,1
Robert De Niro,704796.0,1
Steven Seagal,411018.0,1
François Damiens,909456.0,0
Jean-Claude Van Damme,713095.0,1
François-Xavier Demaison,819033.0,1
Mathieu Kassovitz,1128188.0,0
Sylvie Testud,453379.0,1
Philippe Torreton,360439.0,1
Tim Allen,175467.0,1
Keira Knightley,1170296.0,0
Angelina Jolie,970947.0,0
Jean-Marc Barr,538378.0,1
Bernard Giraudeau,1142120.0,0
Gérard Lanvin,1086148.0,0
Karin Viard,684440.0,1
Alain Chabat,1587428.0,2
Gérard Depardieu,1310040.0,0
Edouard Baer,765735.0,1
Jean Dujardin,1376846.0,0
Marina Foïs,775638.0,1
Michel Galabru,1773396.0,2
Jacques Gamblin,531381.0,1
Gérard Lanvin,1086148.0,0
Jean Rochefort,915380.0,0
Elie Semoun,1189006.0,0
Patrick Timsit,1003005.0,0
Michael Youn,928795.0,0
Roschdy Zem,464103.0,1
Guillaume Canet,868224.0,0
Jamel Debbouze,2206954.0,2
Linda Fiorentino,755710.0,1
Kevin Spacey,639966.0,1
Colin Farrell,647831.0,1
Christoph Waltz,1411275.0,0
Bérénice Bejo,439699.0,1
Romain Duris,659140.0,1
Idris Elba,1031062.0,0
Hilary Swank,414409.0,1
Miou-Miou,1116193.0,0
Mathieu Kassovitz,1128188.0,0
Diane Kruger,700049.0,1
André Dussollier,799227.0,1
Sophie Marceau,1103195.0,0
Charlotte Rampling,592872.0,1
Jason Statham,954392.0,0
Jeff Bridges,405986.0,1
Tim Robbins,476231.0,1
Laure Calamy,374240.0,1
- Artus,994468.0,0
Elsa Zylberstein,352459.0,1
Reda Kateb,402472.0,1
Matthias Schoenaerts,257126.0,1
Sophie Marceau,1103195.0,0
Guillaume Canet,868224.0,0
Yvan Attal,495954.0,1
Emmanuelle Devos,250375.0,1
Manu Payet,812396.0,1
Camille Cottin,372997.0,1
Tom Hardy,1110186.0,0
Nick Nolte,368545.0,1
Cameron Diaz,991389.0,0
Holly Hunter,504425.0,1
Ewan McGregor,841258.0,1
Vincent Lindon,602467.0,1
Emmanuelle Seigner,729917.0,1
Paul Newman,799345.0,1
Tim Robbins,476231.0,1
Adam Driver,1402233.0,0
Romain Duris,659140.0,1
Vincent Elbaz,647227.0,1
Elodie Bouchez,480544.0,1
Catherine Deneuve,804295.0,1
Jérémy Renier,391891.0,1
Marion Cotillard,1384256.0,0
Mélanie Laurent,737378.0,1
Karin Viard,684440.0,1
Catherine Frot,769713.0,1
Sergi Lopez,262656.0,1
Rowan Atkinson,1647573.0,2
Kristin Scott Thomas,744904.0,1
Patrick Swayze,693813.0,1
Romain Duris,659140.0,1
Brendan Gleeson,1178490.0,0
Ray Liotta,296794.0,1
Michèle Laroque,892896.0,0
Albert Dupontel,692283.0,1
Mélanie Thierry,433945.0,1
Ralph Fiennes,1840748.0,2
Keira Knightley,1170296.0,0
Charlotte Rampling,592872.0,1
Jonathan Cohen,694715.0,1
Manu Payet,812396.0,1
Mike Myers,849060.0,0
Will Ferrell,441872.0,1
Christian Slater,531912.0,1
Robert De Niro,704796.0,1
Katherine Heigl,321258.0,1
Diane Keaton,583909.0,1
Susan Sarandon,309901.0,1
Robin Williams,949237.0,0
Jean Reno,1397999.0,0
Colin Farrell,647831.0,1
Brendan Gleeson,1178490.0,0
Mila Kunis,628630.0,1
Kev Adams,1422375.0,0
Jake Gyllenhaal,685892.0,1
Mélanie Laurent,737378.0,1
Valérie Bonneton,839651.0,1
Mathieu Amalric,468160.0,1
Emmanuelle Devos,250375.0,1
Vincent Lindon,602467.0,1
Mark Ruffalo,1113523.0,0
Paul Dano,597291.0,1
Forest Whitaker,681539.0,1
Hugh Jackman,1204170.0,0
Cate Blanchett,1298132.0,0
Michael J. Fox,848496.0,0
Sandra Bullock,612196.0,1
Yvan Attal,495954.0,1
Valérie Bonneton,839651.0,1
Dany Boon,2401746.0,2
François Damiens,909456.0,0
Charlotte Gainsbourg,601736.0,1
Gilles Lellouche,898194.0,0
Denis Podalydès,489932.0,1
Benoît Poelvoorde,839930.0,1
Pierre Richard,1233933.0,0
Lambert Wilson,844391.0,0
Ben Affleck,764532.0,1
Gary Sinise,1138994.0,0
Charlize Theron,654280.0,1
Samuel Le Bihan,645480.0,1
Andie MacDowell,591118.0,1
Pierre Arditi,528709.0,1
Mathieu Amalric,468160.0,1
Jean-Pierre Bacri,1041883.0,0
Vincent Lacoste,603666.0,1
Jackie Chan,726018.0,1
Jennifer Aniston,398030.0,1
Jason Bateman,524359.0,1
Jeff Goldblum,984799.0,0
Elie Semoun,1189006.0,0
Pascal Elbé,391253.0,1
Franck Dubosc,1206610.0,0
Harvey Keitel,415409.0,1
- Madonna,713576.0,1
Mira Sorvino,202226.0,1
Michèle Laroque,892896.0,0
Kad Merad,1302807.0,0
Marion Cotillard,1384256.0,0
Adam Driver,1402233.0,0
Mel Gibson,1222652.0,0
Isabelle Adjani,848811.0,0
Michel Blanc,1188272.0,0
Fabrice Luchini,783947.0,1
Roschdy Zem,464103.0,1
Pierre Arditi,528709.0,1
Carole Bouquet,569013.0,1
Mélanie Thierry,433945.0,1
Brendan Gleeson,1178490.0,0
Sandrine Kiberlain,633654.0,1
Miou-Miou,1116193.0,0
Thierry Lhermitte,983587.0,0
Sylvester Stallone,1184352.0,0
Jason Momoa,1485698.0,0
Christian Slater,531912.0,1
Jet Li,863290.0,0
Robin Williams,949237.0,0
Cuba Gooding Jr.,624628.0,1
Eddie Redmayne,1231262.0,0
Emily Watson,322618.0,1
Aaron Eckhart,612496.0,1
William H. Macy,348926.0,1
Carole Bouquet,569013.0,1
Jean-Pierre Darroussin,561478.0,1
Robert Downey Jr,1143031.0,0
Anthony Hopkins,871117.0,0
Milla Jovovich,778222.0,1
Diane Lane,580745.0,1
Robert De Niro,704796.0,1
Kevin Hart,706823.0,1
Sylvester Stallone,1184352.0,0
Kim Basinger,676802.0,1
Manu Payet,812396.0,1
Elsa Zylberstein,352459.0,1
Kiefer Sutherland,416340.0,1
Melvil Poupaud,388416.0,1
Elodie Bouchez,480544.0,1
Arnold Schwarzenegger,1278200.0,0
Yolande Moreau,869413.0,0
Margot Robbie,1286424.0,0
Ben Stiller,639733.0,1
Eddie Murphy,816763.0,1
Casey Affleck,933787.0,0
Matthew Broderick,363568.0,1
Tea Leoni,570118.0,1
Joseph Gordon-Levitt,835723.0,1
Sharon Stone,705446.0,1
Virginie Ledoyen,537066.0,1
Ethan Hawke,600844.0,1
Uma Thurman,529455.0,1
Jude Law,746466.0,1
Paul Giamatti,537639.0,1
John Goodman,555852.0,1
Sylvester Stallone,1184352.0,0
Thierry Lhermitte,983587.0,0
François-Xavier Demaison,819033.0,1
Gérard Jugnot,1106164.0,0
Charlotte Gainsbourg,601736.0,1
Kate Hudson,181372.0,1
Matthew McConaughey,559265.0,1
Kiefer Sutherland,416340.0,1
Reese Witherspoon,232971.0,1
Robert De Niro,704796.0,1
Wesley Snipes,543111.0,1
Benicio Del Toro,786290.0,1
Eric Judor,1024553.0,0
Cécile De France,644071.0,1
Ludivine Sagnier,722404.0,1
Marlon Wayans,762024.0,1
Pascal Legitimus,966372.0,0
François Berléand,718144.0,1
Zabou Breitman,575630.0,1
Vincent Lindon,602467.0,1
Louise Bourgoin,501330.0,1
Reda Kateb,402472.0,1
Sophie Marceau,1103195.0,0
Annie Girardot,1269024.0,0
Michel Piccoli,954409.0,0
Frances McDormand,427092.0,1
Kate Beckinsale,525197.0,1
Mark Wahlberg,662645.0,1
Benoît Magimel,593227.0,1
Michèle Laroque,892896.0,0
Albert Dupontel,692283.0,1
Marina Foïs,775638.0,1
Jean-Paul Rouve,1449556.0,0
Benoît Poelvoorde,839930.0,1
Gene Hackman,541242.0,1
Sam Rockwell,408805.0,1
Ben Affleck,764532.0,1
Matt Damon,1033919.0,0
Linda Fiorentino,755710.0,1
Alan Rickman,2368829.0,2
Salma Hayek,414951.0,1
Chris Rock,492374.0,1
Jason Statham,954392.0,0
Pascal Elbé,391253.0,1
Jason Statham,954392.0,0
Virginie Efira,546961.0,1
Idris Elba,1031062.0,0
Gérard Lanvin,1086148.0,0
Karin Viard,684440.0,1
Chris Evans,1737423.0,2
Anna Faris,853912.0,0
Chris Pratt,1973562.0,2
Scarlett Johansson,1254402.0,0
Kevin Hart,706823.0,1
Leslie Nielsen,683590.0,1
Ethan Hawke,600844.0,1
Isabelle Huppert,444111.0,1
Diane Kruger,700049.0,1
François Damiens,909456.0,0
Richard Gere,541835.0,1
Dakota Fanning,1011257.0,0
Cillian Murphy,1146354.0,0
Brendan Gleeson,1178490.0,0
Karin Viard,684440.0,1
Sabine Azéma,829894.0,1
Agnès Jaoui,665349.0,1
Manu Payet,812396.0,1
Denis Podalydès,489932.0,1
Roschdy Zem,464103.0,1
Oliver Gourmet,462258.0,1
Tahar Rahim,520372.0,1
Léa Seydoux,875598.0,0
Karim Leklou,261790.0,1
Didier Bourdon,1125223.0,0
Pierre Arditi,528709.0,1
Halle Berry,970738.0,0
Bérénice Bejo,439699.0,1
Vincent Cassel,940708.0,0
François Damiens,909456.0,0
- Artus,994468.0,0
Yolande Moreau,869413.0,0
André Dussollier,799227.0,1
Richard Berry,667689.0,1
Robert Downey Jr,1143031.0,0
Edouard Baer,765735.0,1
André Dussollier,799227.0,1
Denis Podalydès,489932.0,1
Fanny Ardant,536818.0,1
Sophie Marceau,1103195.0,0
Jean Reno,1397999.0,0
Vincent Perez,581082.0,1
Jean Dujardin,1376846.0,0
Juliette Binoche,451561.0,1
Benoît Magimel,593227.0,1
Jonathan Cohen,694715.0,1
Catherine Deneuve,804295.0,1
Jean-Claude Van Damme,713095.0,1
Johnny Knoxville,542255.0,1
Sean William Scott,678771.0,1
Burt Reynolds,368335.0,1
Steve Buscemi,379073.0,1
John Cusack,489897.0,1
Christian Slater,531912.0,1
Nicole Kidman,659808.0,1
Christian Bale,690751.0,1
Viggo Mortensen,860544.0,0
Laurent Lafitte,1030443.0,0
Pio Marmaï,488178.0,1
Jennifer Garner,867874.0,0
Kirsten Dunst,1043456.0,0
Adam Sandler,160501.0,1
Henry Cavill,1079663.0,0
Denis Podalydès,489932.0,1
Laure Calamy,374240.0,1
Oliver Gourmet,462258.0,1
Mathieu Amalric,468160.0,1
Pierre Arditi,528709.0,1
Josiane Balasko,955503.0,0
Didier Bourdon,1125223.0,0
Bernard Campan,965339.0,0
Catherine Deneuve,804295.0,1
Julie Depardieu,521295.0,1
Emmanuelle Devos,250375.0,1
Vincent Elbaz,647227.0,1
Nicole Garcia,625202.0,1
Thierry Lhermitte,983587.0,0
Benoît Poelvoorde,839930.0,1
Elie Semoun,1189006.0,0
Henry Cavill,1079663.0,0
Sigourney Weaver,1349798.0,0
Bruce Willis,1133115.0,0
Roschdy Zem,464103.0,1
Fabrice Luchini,783947.0,1
Gad Elmaleh,1513226.0,0
Roschdy Zem,464103.0,1
Mathilde Seigner,761914.0,1
Cécile De France,644071.0,1
Lorant Deutsch,583503.0,1
Yolande Moreau,869413.0,0
Kevin Costner,1006499.0,0
Gal Gadot,1494217.0,0
Tommy Lee Jones,1040078.0,0
Gary Oldman,1667628.0,2
Ryan Reynolds,855619.0,0
Nicolas Cage,608203.0,1
Virginie Efira,546961.0,1
Nathalie Baye,738247.0,1
Alexandra Lamy,740247.0,1
Kurt Russell,993234.0,0
Brendan Gleeson,1178490.0,0
Denzel Washington,568910.0,1
Meg Ryan,518416.0,1
Matt Damon,1033919.0,0
Matt Dillon,446956.0,1
Liv Tyler,1353528.0,0
Helen Mirren,579047.0,1
Michel Blanc,1188272.0,0
Sophie Marceau,1103195.0,0
Jacques Gamblin,531381.0,1
Jean-Pierre Darroussin,561478.0,1
François Berléand,718144.0,1
Marlon Brando,1329311.0,0
Johnny Depp,1284078.0,0
Matt Dillon,446956.0,1
Joaquin Phoenix,776836.0,1
Casey Affleck,933787.0,0
Ian McKellen,1843143.0,2
Zac Efron,500826.0,1
Matthew McConaughey,559265.0,1
John Cusack,489897.0,1
Nicole Kidman,659808.0,1
Emilie Dequenne,399313.0,1
Roschdy Zem,464103.0,1
Penelope Cruz,555782.0,1
James McAvoy,1168856.0,0
Forest Whitaker,681539.0,1
François Berléand,718144.0,1
Lambert Wilson,844391.0,0
Lorant Deutsch,583503.0,1
Isabelle Huppert,444111.0,1
Vincent Lacoste,603666.0,1
Christophe Lambert,621632.0,1
Viola Davis,823176.0,1
Chris Hemsworth,1725937.0,2
Charles Berling,324520.0,1
Carole Bouquet,569013.0,1
Gérard Depardieu,1310040.0,0
Mélanie Laurent,737378.0,1
Colin Farrell,647831.0,1
Woody Harrelson,856816.0,0
Sam Rockwell,408805.0,1
Christopher Walken,506535.0,1
Mathieu Amalric,468160.0,1
Michael Fassbender,816691.0,1
Seth Rogen,231913.0,1
Kate Winslet,1529444.0,0
Jeff Daniels,664310.0,1
Monica Bellucci,1182197.0,0
Sophie Marceau,1103195.0,0
Michael Fassbender,816691.0,1
Antonio Banderas,650155.0,1
Mathieu Kassovitz,1128188.0,0
Ewan McGregor,841258.0,1
Bill Paxton,1284784.0,0
Channing Tatum,602867.0,1
Michael Douglas,1018055.0,0
Jon Voight,1023670.0,0
Andy Garcia,632133.0,1
Meg Ryan,518416.0,1
Philip Seymour Hoffman,633872.0,1
Milla Jovovich,778222.0,1
Jodie Foster,866368.0,0
Mel Gibson,1222652.0,0
Jennifer Lawrence,1148487.0,0
Clovis Cornillac,812260.0,1
Alice Pol,719517.0,1
Sylvie Testud,453379.0,1
Patrick Timsit,1003005.0,0
Romain Duris,659140.0,1
Mélanie Thierry,433945.0,1
Gaspard Ulliel,686245.0,1
François Damiens,909456.0,0
Michelle Pfeiffer,877204.0,0
Léa Seydoux,875598.0,0
Colin Farrell,647831.0,1
Rachel Weisz,500260.0,1
John C. Reilly,471670.0,1
Léa Seydoux,875598.0,0
Isabelle Adjani,848811.0,0
François Cluzet,936250.0,0
Pierre Niney,1213211.0,0
Charles Berling,324520.0,1
Emmanuelle Devos,250375.0,1
Christian Clavier,1940185.0,2
Christian Clavier,1940185.0,2
Michel Blanc,1188272.0,0
Nicole Kidman,659808.0,1
Daniel Craig,1176613.0,0
Will Smith,1839970.0,2
Hugh Grant,983845.0,0
Matt Damon,1033919.0,0
Famke Janssen,1127067.0,0
Edward Norton,668174.0,1
Franck Gastambide,955729.0,0
Charlotte Gainsbourg,601736.0,1
François Berléand,718144.0,1
Bérénice Bejo,439699.0,1
Alice Pol,719517.0,1
Sandrine Kiberlain,633654.0,1
Daniel Auteuil,1006810.0,0
Emmanuelle Devos,250375.0,1
Cécile De France,644071.0,1
Catherine Deneuve,804295.0,1
Benoît Magimel,593227.0,1
François Damiens,909456.0,0
Laurent Lafitte,1030443.0,0
Juliette Binoche,451561.0,1
Chloë Grace Moretz,434023.0,1
Kristen Stewart,1013591.0,0
Pierre Arditi,528709.0,1
Laure Calamy,374240.0,1
Yvan Attal,495954.0,1
Colin Firth,729197.0,1
Scarlett Johansson,1254402.0,0
Cillian Murphy,1146354.0,0
Gabriel Byrne,472596.0,1
Toni Collette,623989.0,1
Ben Affleck,764532.0,1
Kevin Costner,1006499.0,0
Tommy Lee Jones,1040078.0,0
Jessica Chastain,687033.0,1
Mathieu Amalric,468160.0,1
Emmanuelle Devos,250375.0,1
Catherine Deneuve,804295.0,1
Jean-Claude Van Damme,713095.0,1
Naomi Watts,473915.0,1
Drew Barrymore,753467.0,1
Matt Damon,1033919.0,0
Ron Perlman,911315.0,0
Jason Bateman,524359.0,1
Ryan Reynolds,855619.0,0
Joaquin Phoenix,776836.0,1
Penelope Cruz,555782.0,1
Gael Garcia Bernal,195117.0,1
Victoria Abril,808710.0,1
André Dussollier,799227.0,1
Michèle Laroque,892896.0,0
François Berléand,718144.0,1
Elsa Zylberstein,352459.0,1
Robert De Niro,704796.0,1
Joe Pesci,1386573.0,0
Elodie Bouchez,480544.0,1
Vincent Elbaz,647227.0,1
Léa Drucker,370308.0,1
Charlotte Gainsbourg,601736.0,1
Mathieu Kassovitz,1128188.0,0
Pierre Arditi,528709.0,1
Julia Roberts,1115041.0,0
Robert Downey Jr,1143031.0,0
Holly Hunter,504425.0,1
Sandra Bullock,612196.0,1
Sandrine Bonnaire,474840.0,1
Yvan Attal,495954.0,1
Vincent Lindon,602467.0,1
Kenneth Branagh,1144969.0,0
Michael Keaton,695972.0,1
Emma Thompson,990910.0,0
Kate Beckinsale,525197.0,1
Keanu Reeves,878836.0,0
Denzel Washington,568910.0,1
Arnold Schwarzenegger,1278200.0,0
Sam Worthington,1822292.0,2
Ethan Hawke,600844.0,1
Emma Watson,3449268.0,2
Charles Berling,324520.0,1
Pascal Elbé,391253.0,1
Jonathan Cohen,694715.0,1
Denis Podalydès,489932.0,1
José Garcia,1089952.0,0
Yolande Moreau,869413.0,0
Toni Collette,623989.0,1
Jane Fonda,577101.0,1
Emmanuelle Devos,250375.0,1
Pascal Elbé,391253.0,1
François Cluzet,936250.0,0
Julie Depardieu,521295.0,1
Judith Godrèche,668394.0,1
Gaspard Ulliel,686245.0,1
Benicio Del Toro,786290.0,1
Dennis Quaid,349308.0,1
Jessica Chastain,687033.0,1
Helen Mirren,579047.0,1
Sam Worthington,1822292.0,2
Harvey Keitel,415409.0,1
Famke Janssen,1127067.0,0
Robert De Niro,704796.0,1
Greg Kinnear,257394.0,1
Marion Cotillard,1384256.0,0
André Dussollier,799227.0,1
Steve Martin,179143.0,1
Jean Reno,1397999.0,0
Andy Garcia,632133.0,1
Jeremy Irons,727417.0,1
Judith Godrèche,668394.0,1
Johnny Hallyday,1112004.0,0
Sandra Bullock,612196.0,1
Nicole Garcia,625202.0,1
Sandrine Kiberlain,633654.0,1
Mathilde Seigner,761914.0,1
Edouard Baer,765735.0,1
Roschdy Zem,464103.0,1
Leïla Bekhti,630885.0,1
Isabelle Huppert,444111.0,1
Gaspard Ulliel,686245.0,1
Richard Berry,667689.0,1
Chris Evans,1737423.0,2
Sarah Michelle Gellar,958118.0,0
Jeremy Renner,1512114.0,0
Ralph Fiennes,1840748.0,2
Guy Pearce,762495.0,1
Liv Tyler,1353528.0,0
Jean Marais,2558944.0,2
Rachel Weisz,500260.0,1
Kad Merad,1302807.0,0
Charles Berling,324520.0,1
Benoît Magimel,593227.0,1
Drew Barrymore,753467.0,1
Julia Roberts,1115041.0,0
George Clooney,965655.0,0
Sam Rockwell,408805.0,1
Matt Damon,1033919.0,0
Brad Pitt,1326866.0,0
Jeff Bridges,405986.0,1
Chris Pine,489195.0,1
Vanessa Paradis,590762.0,1
Alice Pol,719517.0,1
Pierre Arditi,528709.0,1
Vincent Lacoste,603666.0,1
Gilles Lellouche,898194.0,0
Adèle Exarchopoulos,638867.0,1
Benoît Poelvoorde,839930.0,1
Alain Chabat,1587428.0,2
José Garcia,1089952.0,0
Elie Semoun,1189006.0,0
Zac Efron,500826.0,1
Matt Damon,1033919.0,0
Greg Kinnear,257394.0,1
Eva Mendes,565343.0,1
Renee Zellweger,575359.0,1
Adam Sandler,160501.0,1
Drew Barrymore,753467.0,1
Kevin James,392248.0,1
Gérard Depardieu,1310040.0,0
Virginie Efira,546961.0,1
Edouard Baer,765735.0,1
Michel Galabru,1773396.0,2
Pascal Elbé,391253.0,1
Rose Byrne,874493.0,0
Jamie Foxx,956348.0,0
Cameron Diaz,991389.0,0
Mila Kunis,628630.0,1
Drew Barrymore,753467.0,1
John C. Reilly,471670.0,1
Jessica Alba,594956.0,1
James Franco,813821.0,1
Jackie Chan,726018.0,1
Charlie Sheen,693558.0,1
Chris Tucker,1761562.0,2
Willem Dafoe,812428.0,1
Patrick Dempsey,934333.0,0
Reese Witherspoon,232971.0,1
Dakota Fanning,1011257.0,0
Gabriel Byrne,472596.0,1
Emmanuelle Devos,250375.0,1
Pierre Arditi,528709.0,1
Géraldine Nakache,773623.0,1
Michael Youn,928795.0,0
Isabelle Huppert,444111.0,1
Thierry Lhermitte,983587.0,0
Jackie Chan,726018.0,1
Matthew McConaughey,559265.0,1
Woody Harrelson,856816.0,0
Monica Bellucci,1182197.0,0
Clovis Cornillac,812260.0,1
Alice Pol,719517.0,1
Roschdy Zem,464103.0,1
Nathalie Baye,738247.0,1
Ludivine Sagnier,722404.0,1
Jake Gyllenhaal,685892.0,1
Reese Witherspoon,232971.0,1
Meryl Streep,724168.0,1
Yvan Attal,495954.0,1
Bérénice Bejo,439699.0,1
Robert De Niro,704796.0,1
Jessica Alba,594956.0,1
Antonio Banderas,650155.0,1
Mel Gibson,1222652.0,0
Cuba Gooding Jr.,624628.0,1
Charlie Sheen,693558.0,1
Ian McKellen,1843143.0,2
Viggo Mortensen,860544.0,0
Elijah Wood,1225316.0,0
Cate Blanchett,1298132.0,0
Orlando Bloom,2423195.0,2
Liv Tyler,1353528.0,0
Emmanuelle Devos,250375.0,1
Alban Ivanov,748878.0,1
Kate Hudson,181372.0,1
Alec Baldwin,683072.0,1
Jennifer Garner,867874.0,0
Gérard Depardieu,1310040.0,0
Whoopi Goldberg,531781.0,1
Alexandra Lamy,740247.0,1
Isabelle Adjani,848811.0,0
Samy Nacéri,1460289.0,0
Robert Carlyle,872328.0,0
Bryan Cranston,715346.0,1
Mélanie Laurent,737378.0,1
Gilles Lellouche,898194.0,0
Michael Youn,928795.0,0
François Berléand,718144.0,1
Liev Schreiber,599554.0,1
Naomi Watts,473915.0,1
Edward Norton,668174.0,1
Sharon Stone,705446.0,1
Richard Anconina,1803165.0,2
Frédéric Diefenthal,1476968.0,0
François Berléand,718144.0,1
Fanny Ardant,536818.0,1
Charlize Theron,654280.0,1
Adam Driver,1402233.0,0
Channing Tatum,602867.0,1
Daniel Craig,1176613.0,0
Hilary Swank,414409.0,1
Virginie Efira,546961.0,1
Virginie Efira,546961.0,1
Omar Sy,1790053.0,2
Ewan McGregor,841258.0,1
Renee Zellweger,575359.0,1
Jérémy Renier,391891.0,1
Oliver Gourmet,462258.0,1
Ralph Fiennes,1840748.0,2
Vincent Cassel,940708.0,0
Hugh Jackman,1204170.0,0
Rachel Weisz,500260.0,1
Josiane Balasko,955503.0,0
Léa Drucker,370308.0,1
Alice Pol,719517.0,1
Romain Duris,659140.0,1
Mathieu Amalric,468160.0,1
Nicole Kidman,659808.0,1
Anne Heche,392062.0,1
Isabelle Carré,448247.0,1
Colin Farrell,647831.0,1
Keira Knightley,1170296.0,0
Bruce Willis,1133115.0,0
Colin Farrell,647831.0,1
Sam Worthington,1822292.0,2
Liam Neeson,806132.0,1
Vincent Lacoste,603666.0,1
Jonathan Cohen,694715.0,1
Oliver Gourmet,462258.0,1
Jeremy Renner,1512114.0,0
Wesley Snipes,543111.0,1
Jeff Bridges,405986.0,1
Chris Hemsworth,1725937.0,2
Richard Berry,667689.0,1
Emmanuelle Devos,250375.0,1
Sandrine Kiberlain,633654.0,1
Rose Byrne,874493.0,0
Mark Wahlberg,662645.0,1
Catherine Deneuve,804295.0,1
Jonathan Cohen,694715.0,1
William H. Macy,348926.0,1
Owen Wilson,683014.0,1
Emma Stone,765010.0,1
Kiefer Sutherland,416340.0,1
Laure Calamy,374240.0,1
Romain Duris,659140.0,1
Nicolas Cage,608203.0,1
Tim Robbins,476231.0,1
Daniel Radcliffe,3679078.0,2
Emma Watson,3449268.0,2
Alan Rickman,2368829.0,2
Lorant Deutsch,583503.0,1
Philippe Torreton,360439.0,1
François Civil,1063617.0,0
Laurence Fishburne,1005574.0,0
Sharon Stone,705446.0,1
Anthony Hopkins,871117.0,0
Ashton Kutcher,381500.0,1
William H. Macy,348926.0,1
Demi Moore,622296.0,1
Christian Slater,531912.0,1
Heather Graham,526155.0,1
Helen Hunt,770377.0,1
Elijah Wood,1225316.0,0
Shia LaBeouf,860922.0,0
Simon Pegg,842401.0,1
Emilie Dequenne,399313.0,1
Léa Drucker,370308.0,1
Josiane Balasko,955503.0,0
Zabou Breitman,575630.0,1
Sylvie Testud,453379.0,1
François-Xavier Demaison,819033.0,1
Ashton Kutcher,381500.0,1
Jérôme Commandeur,2130424.0,2
Franck Dubosc,1206610.0,0
Denis Podalydès,489932.0,1
Sylvie Testud,453379.0,1
Béatrice Dalle,177059.0,1
Alain Delon,1646498.0,2
Lambert Wilson,844391.0,0
Rosamund Pike,578277.0,1
Jeremy Irons,727417.0,1
Nicolas Cage,608203.0,1
Elle Fanning,617697.0,1
Samuel L. Jackson,1248160.0,0
Donald Sutherland,909089.0,0
Charlize Theron,654280.0,1
Cécile De France,644071.0,1
Juliette Binoche,451561.0,1
Guillaume Canet,868224.0,0
Vincent Macaigne,200313.0,1
François Berléand,718144.0,1
Sandrine Kiberlain,633654.0,1
Sylvie Testud,453379.0,1
Roschdy Zem,464103.0,1
Vincent Lindon,602467.0,1
Emmanuelle Devos,250375.0,1
Denis Podalydès,489932.0,1
Vincent Perez,581082.0,1
Jackie Chan,726018.0,1
Donald Sutherland,909089.0,0
Cate Blanchett,1298132.0,0
Judi Dench,1242217.0,0
Cécile De France,644071.0,1
Joseph Gordon-Levitt,835723.0,1
Chloë Grace Moretz,434023.0,1
Jeremy Renner,1512114.0,0
Andy Garcia,632133.0,1
Ray Liotta,296794.0,1
Bill Murray,647588.0,1
Robin Williams,949237.0,0
Robert Downey Jr,1143031.0,0
Robert Duvall,588331.0,1
Billy Bob Thornton,402003.0,1
Minnie Driver,429424.0,1
Julia Roberts,1115041.0,0
Owen Wilson,683014.0,1
Chadwick Boseman,2444599.0,2
Viola Davis,823176.0,1
André Dussollier,799227.0,1
Jacques Gamblin,531381.0,1
Daniel Auteuil,1006810.0,0
Virginie Efira,546961.0,1
Géraldine Nakache,773623.0,1
Zabou Breitman,575630.0,1
Vincent Elbaz,647227.0,1
Camille Cottin,372997.0,1
Jean-Pierre Darroussin,561478.0,1
Guillaume Canet,868224.0,0
Gilles Lellouche,898194.0,0
Samuel L. Jackson,1248160.0,0
Channing Tatum,602867.0,1
Steve Carell,382115.0,1
Diane Kruger,700049.0,1
Mads Mikkelsen,1076825.0,0
Gael Garcia Bernal,195117.0,1
Gerard Butler,497458.0,1
Minnie Driver,429424.0,1
Jared Leto,751362.0,1
Diane Kruger,700049.0,1
Gérard Jugnot,1106164.0,0
Michelle Pfeiffer,877204.0,0
