bankable acteur,moyenne
Mathieu Kassovitz,1128188.0
Ben Affleck,764532.0
Justin Timberlake,497985.0
François Cluzet,936250.0
Emmanuelle Devos,250375.0
Gérard Depardieu,1310040.0
Gérard Depardieu,1310040.0
Clovis Cornillac,812260.0
Jacques Gamblin,531381.0
Jodie Foster,866368.0
John C. Reilly,471670.0
Christoph Waltz,1411275.0
Kate Winslet,1529444.0
,
Cameron Diaz,991389.0
Jason Bateman,524359.0
Richard Anconina,1803165.0
Patrick Timsit,1003005.0
Rose Byrne,874493.0
Anna Faris,853912.0
Tahar Rahim,520372.0
Emily Blunt,648342.0
Josh Brolin,980209.0
Benicio Del Toro,786290.0
Jim Carrey,1069940.0
Courteney Cox,895261.0
,
,
Leïla Bekhti,630885.0
Zabou Breitman,575630.0
Jonathan Cohen,694715.0
Sam Rockwell,408805.0
Cate Blanchett,1298132.0
Michael Fassbender,816691.0
Pierce Brosnan,942816.0
Emmanuelle Devos,250375.0
Vincent Perez,581082.0
Juliette Binoche,451561.0
Mathieu Amalric,468160.0
Roschdy Zem,464103.0
Gérard Depardieu,1310040.0
Uma Thurman,529455.0
José Garcia,1089952.0
Jean-Paul Rouve,1449556.0
Ludivine Sagnier,722404.0
Ramzy Bedia,961013.0
Daniel Radcliffe,3679078.0
Sandrine Kiberlain,633654.0
Jean Rochefort,915380.0
Sarah Jessica Parker,549429.0
Diane Keaton,583909.0
Sergi Lopez,262656.0
,
Emmanuelle Devos,250375.0
Karin Viard,684440.0
Roschdy Zem,464103.0
Jonathan Cohen,694715.0
Daniel Auteuil,1006810.0
Patrick Timsit,1003005.0
Michèle Laroque,892896.0
Yun-Fat Chow,787207.0
Samuel L. Jackson,1248160.0
Bruce Willis,1133115.0
Colin Farrell,647831.0
Kirsten Dunst,1043456.0
Elle Fanning,617697.0
Nicole Kidman,659808.0
,
Liam Neeson,806132.0
Alexandra Lamy,740247.0
Liev Schreiber,599554.0
Meryl Streep,724168.0
Denzel Washington,568910.0
Jon Voight,1023670.0
François Cluzet,936250.0
Christophe Lambert,621632.0
Sergi Lopez,262656.0
Valérie Bonneton,839651.0
,
John Travolta,784453.0
Dustin Hoffman,1081478.0
Ludivine Sagnier,722404.0
Kristin Scott Thomas,744904.0
Vincent Elbaz,647227.0
Diane Kruger,700049.0
Matthew McConaughey,559265.0
Penelope Cruz,555782.0
Lambert Wilson,844391.0
George Clooney,965655.0
Julia Roberts,1115041.0
Mark Wahlberg,662645.0
Joaquin Phoenix,776836.0
Charlize Theron,654280.0
Vincent Lindon,602467.0
Shia LaBeouf,860922.0
Billy Bob Thornton,402003.0
Chris Pratt,1973562.0
,
Mark Wahlberg,662645.0
Rachel Weisz,500260.0
Susan Sarandon,309901.0
Matthew McConaughey,559265.0
Bill Paxton,1284784.0
Harvey Keitel,415409.0
,
Jean-Claude Van Damme,713095.0
Edouard Baer,765735.0
Brendan Gleeson,1178490.0
Hugh Grant,983845.0
Salma Hayek,414951.0
Hugh Grant,983845.0
Milla Jovovich,778222.0
Forest Whitaker,681539.0
Gérard Lanvin,1086148.0
Michel Galabru,1773396.0
Jacques Gamblin,531381.0
Sabine Azéma,829894.0
Mathieu Kassovitz,1128188.0
Jean-Pierre Darroussin,561478.0
,
Michael Caine,620222.0
Morgan Freeman,1025955.0
Matt Dillon,446956.0
Christopher Lloyd,1101679.0
Jeff Daniels,664310.0
Clint Eastwood,1130535.0
,
Scarlett Johansson,1254402.0
Eva Mendes,565343.0
Samuel L. Jackson,1248160.0
,
Willem Dafoe,812428.0
Jessica Chastain,687033.0
Sergi Lopez,262656.0
Colin Firth,729197.0
Emma Thompson,990910.0
,
Laure Calamy,374240.0
Gene Hackman,541242.0
Dustin Hoffman,1081478.0
Naomi Watts,473915.0
Rachel Weisz,500260.0
Hugh Grant,983845.0
Emma Thompson,990910.0
Kate Winslet,1529444.0
Alan Rickman,2368829.0
Mark Wahlberg,662645.0
Kate Hudson,181372.0
John Malkovich,552689.0
Kurt Russell,993234.0
Mathieu Amalric,468160.0
Marion Cotillard,1384256.0
Charlotte Gainsbourg,601736.0
Mickey Rourke,486286.0
Nicolas Cage,608203.0
Ryan Phillippe,326153.0
Tim Robbins,476231.0
François Damiens,909456.0
Béatrice Dalle,177059.0
Benoît Magimel,593227.0
Jean-Pierre Bacri,1041883.0
Isabelle Carré,448247.0
Kristin Scott Thomas,744904.0
Ryan Reynolds,855619.0
Channing Tatum,602867.0
Chris Evans,1737423.0
Hugh Jackman,1204170.0
Dwayne Johnson,1246888.0
Chris Evans,1737423.0
Simon Pegg,842401.0
,
Gerard Butler,497458.0
Aaron Eckhart,612496.0
Angela Basset,945005.0
Morgan Freeman,1025955.0
Ashley Judd,424981.0
Kevin Spacey,639966.0
Paul Giamatti,537639.0
Mathieu Amalric,468160.0
Alban Ivanov,748878.0
Lambert Wilson,844391.0
Famke Janssen,1127067.0
,
Steven Seagal,411018.0
Eva Mendes,565343.0
Nicolas Cage,608203.0
Alison Lohman,264389.0
Sam Rockwell,408805.0
,
Jean Reno,1397999.0
Michael Youn,928795.0
Benoît Poelvoorde,839930.0
François Cluzet,936250.0
Isabelle Huppert,444111.0
Michel Serrault,1105357.0
Bruce Willis,1133115.0
Christopher Walken,506535.0
,
Jack Black,747587.0
Gwyneth Paltrow,1178753.0
Cécile De France,644071.0
Albert Dupontel,692283.0
Laure Calamy,374240.0
,
Kad Merad,1302807.0
Karin Viard,684440.0
Pascal Elbé,391253.0
Mathieu Amalric,468160.0
Karin Viard,684440.0
Denis Podalydès,489932.0
Gary Oldman,1667628.0
Fanny Ardant,536818.0
Josiane Balasko,955503.0
Harrison Ford,1550190.0
Liam Neeson,806132.0
Emma Watson,3449268.0
Franck Dubosc,1206610.0
Ben Stiller,639733.0
Vince Vaughn,524166.0
Jason Bateman,524359.0
François Civil,1063617.0
,
Juliette Binoche,451561.0
Edouard Baer,765735.0
François Berléand,718144.0
Yolande Moreau,869413.0
Michel Blanc,1188272.0
Zabou Breitman,575630.0
Oliver Gourmet,462258.0
Omar Sy,1790053.0
Vincent Lindon,602467.0
Thierry Lhermitte,983587.0
Philippe Noiret,917390.0
Carole Bouquet,569013.0
Judith Godrèche,668394.0
Michèle Laroque,892896.0
Miou-Miou,1116193.0
Jean Rochefort,915380.0
Elodie Bouchez,480544.0
Laure Calamy,374240.0
Kristin Scott Thomas,744904.0
Jean-Pierre Darroussin,561478.0
Ahmed Sylla,381997.0
Ben Affleck,764532.0
Sandra Bullock,612196.0
Pascal Elbé,391253.0
Mathilde Seigner,761914.0
Charlotte Rampling,592872.0
François-Xavier Demaison,819033.0
Philippe Lacheau,2058071.0
Daniel Auteuil,1006810.0
Juliette Binoche,451561.0
Annie Girardot,1269024.0
Denis Podalydès,489932.0
,
Kate Hudson,181372.0
,
François-Xavier Demaison,819033.0
Antonio Banderas,650155.0
Salma Hayek,414951.0
Steve Buscemi,379073.0
Anne Hathaway,934320.0
Robert De Niro,704796.0
Rene Russo,1330754.0
,
Kate Beckinsale,525197.0
Juliette Binoche,451561.0
Fanny Ardant,536818.0
Willem Dafoe,812428.0
Gérard Depardieu,1310040.0
Maggie Gyllenhaal,446486.0
Yolande Moreau,869413.0
Nick Nolte,368545.0
Leïla Bekhti,630885.0
Julie Depardieu,521295.0
Natalie Portman,1348049.0
Gaspard Ulliel,686245.0
Steve Buscemi,379073.0
Ludivine Sagnier,722404.0
Elijah Wood,1225316.0
Kevin Costner,1006499.0
Demi Moore,622296.0
Paul Giamatti,537639.0
William H. Macy,348926.0
Forest Whitaker,681539.0
Lambert Wilson,844391.0
Sandra Bullock,612196.0
Viggo Mortensen,860544.0
Steve Buscemi,379073.0
Michèle Laroque,892896.0
Michael Youn,928795.0
John Travolta,784453.0
Dwayne Johnson,1246888.0
Uma Thurman,529455.0
Harvey Keitel,415409.0
Vince Vaughn,524166.0
Jessica Chastain,687033.0
François Berléand,718144.0
Roberto Begnini,1343735.0
Jean Reno,1397999.0
,
Richard Anconina,1803165.0
Vincent Cassel,940708.0
Kristen Stewart,1013591.0
Juliette Binoche,451561.0
Benoît Magimel,593227.0
Denis Podalydès,489932.0
Isabelle Carré,448247.0
Karin Viard,684440.0
Ludivine Sagnier,722404.0
,
,
Philippe Noiret,917390.0
Gérard Jugnot,1106164.0
Manu Payet,812396.0
,
Rose Byrne,874493.0
Katherine Heigl,321258.0
Brendan Fraser,586366.0
Alban Ivanov,748878.0
Jeremy Irons,727417.0
Thierry Lhermitte,983587.0
Yvan Attal,495954.0
,
,
,
François Berléand,718144.0
Roschdy Zem,464103.0
Vincent Lindon,602467.0
Zabou Breitman,575630.0
Morgan Freeman,1025955.0
Jennifer Lopez,317439.0
Robert Redford,866004.0
Will Ferrell,441872.0
Josh Brolin,980209.0
Steve Carell,382115.0
Martin Lawrence,581671.0
Jean-Paul Rouve,1449556.0
Annie Girardot,1269024.0
Denis Podalydès,489932.0
Lorant Deutsch,583503.0
Catherine Frot,769713.0
Mathilde Seigner,761914.0
Franck Dubosc,1206610.0
Gérard Lanvin,1086148.0
Leïla Bekhti,630885.0
Vincent Cassel,940708.0
Monica Bellucci,1182197.0
,
,
Dakota Fanning,1011257.0
John Travolta,784453.0
Laure Calamy,374240.0
Vincent Elbaz,647227.0
Keira Knightley,1170296.0
Judi Dench,1242217.0
Rosamund Pike,578277.0
Clovis Cornillac,812260.0
Matt Damon,1033919.0
John Goodman,555852.0
Brad Pitt,1326866.0
Robin Williams,949237.0
Elijah Wood,1225316.0
Catherine Frot,769713.0
François Berléand,718144.0
Mathilde Seigner,761914.0
Ryan Phillippe,326153.0
Christian Bale,690751.0
Rosamund Pike,578277.0
Timothée Chalamet,1192156.0
Benoît Magimel,593227.0
,
,
Michèle Laroque,892896.0
Thierry Lhermitte,983587.0
Patrick Timsit,1003005.0
Jean-Hugues Anglade,647571.0
,
Oliver Gourmet,462258.0
Nathalie Baye,738247.0
Cate Blanchett,1298132.0
Rooney Mara,449892.0
Aaron Eckhart,612496.0
Samuel L. Jackson,1248160.0
Josiane Balasko,955503.0
Didier Bourdon,1125223.0
Arnold Schwarzenegger,1278200.0
Emma Stone,765010.0
Rachel Weisz,500260.0
Russell Crowe,745619.0
Renee Zellweger,575359.0
Paul Giamatti,537639.0
Charlie Sheen,693558.0
Kiefer Sutherland,416340.0
Chris O'Donnell,437884.0
,
John Malkovich,552689.0
Sylvie Testud,453379.0
Sandrine Kiberlain,633654.0
Vincent Lindon,602467.0
John Goodman,555852.0
Halle Berry,970738.0
Robert Carlyle,872328.0
Rose Byrne,874493.0
Jeremy Renner,1512114.0
Idris Elba,1031062.0
Gad Elmaleh,1513226.0
Thierry Lhermitte,983587.0
Elie Semoun,1189006.0
,
Clovis Cornillac,812260.0
Manu Payet,812396.0
Marion Cotillard,1384256.0
Clive Owen,636984.0
Mila Kunis,628630.0
Matthias Schoenaerts,257126.0
Joseph Gordon-Levitt,835723.0
Scarlett Johansson,1254402.0
Julianne Moore,577795.0
Nicole Kidman,659808.0
Matthew Broderick,363568.0
Christopher Walken,506535.0
Glenn Close,948225.0
,
Diane Kruger,700049.0
Virginie Ledoyen,537066.0
Léa Seydoux,875598.0
Jeff Bridges,405986.0
George Clooney,965655.0
Ewan McGregor,841258.0
Kevin Spacey,639966.0
,
John C. Reilly,471670.0
Ray Liotta,296794.0
Matt Damon,1033919.0
Robert De Niro,704796.0
Joe Pesci,1386573.0
Eddie Redmayne,1231262.0
,
,
Robert De Niro,704796.0
Charlize Theron,654280.0
Pascal Legitimus,966372.0
Sandrine Bonnaire,474840.0
Jim Carrey,1069940.0
Jeff Daniels,664310.0
,
Kristin Scott Thomas,744904.0
Helen Mirren,579047.0
Ryan Phillippe,326153.0
Emily Watson,322618.0
Clive Owen,636984.0
,
Kevin Bacon,609898.0
Meryl Streep,724168.0
John C. Reilly,471670.0
,
,
Michel Blanc,1188272.0
Romain Duris,659140.0
Patrick Dempsey,934333.0
Hilary Swank,414409.0
,
Juliette Binoche,451561.0
Catherine Deneuve,804295.0
Ethan Hawke,600844.0
Ludivine Sagnier,722404.0
Virginie Efira,546961.0
Jason Momoa,1485698.0
Ron Perlman,911315.0
,
Jeff Bridges,405986.0
Steve Buscemi,379073.0
Philip Seymour Hoffman,633872.0
Julianne Moore,577795.0
Casey Affleck,933787.0
Gal Gadot,1494217.0
Woody Harrelson,856816.0
Kate Winslet,1529444.0
Jacques Villeret,1030615.0
Valérie Bonneton,839651.0
Edouard Baer,765735.0
Julie Depardieu,521295.0
Audrey Tautou,1284086.0
Russell Crowe,745619.0
Valérie Bonneton,839651.0
Michael Youn,928795.0
François Berléand,718144.0
Bernard Giraudeau,1142120.0
Pierre Arditi,528709.0
Sara Giraudeau,482049.0
Lambert Wilson,844391.0
Liam Neeson,806132.0
Charlize Theron,654280.0
Jamie Foxx,956348.0
Christopher Lloyd,1101679.0
Ewan McGregor,841258.0
Ryan Reynolds,855619.0
Jean-Hugues Anglade,647571.0
Samuel L. Jackson,1248160.0
John Cusack,489897.0
Jack Nicholson,703636.0
Gérard Depardieu,1310040.0
Catherine Deneuve,804295.0
Jim Carrey,1069940.0
Adam Driver,1402233.0
Andrew Garfield,1197757.0
Liam Neeson,806132.0
Paul Walker,935181.0
Jessica Alba,594956.0
Josh Brolin,980209.0
Johnny Depp,1284078.0
Penelope Cruz,555782.0
Ray Liotta,296794.0
Daniel Auteuil,1006810.0
Sylvie Testud,453379.0
Kurt Russell,993234.0
Alain Chabat,1587428.0
Yvan Attal,495954.0
Jesse Eisenberg,792849.0
Kristen Stewart,1013591.0
Gilles Lellouche,898194.0
Marion Cotillard,1384256.0
Vincent Elbaz,647227.0
Emily Watson,322618.0
Michel Blanc,1188272.0
Pierre Niney,1213211.0
,
Michel Serrault,1105357.0
Reese Witherspoon,232971.0
Vince Vaughn,524166.0
Robert Duvall,588331.0
Jon Voight,1023670.0
Robert De Niro,704796.0
Clive Owen,636984.0
Jason Statham,954392.0
Philippe Noiret,917390.0
Luke Evans,1513360.0
Pierre Niney,1213211.0
Romain Duris,659140.0
John Malkovich,552689.0
Michelle Pfeiffer,877204.0
Bruce Willis,1133115.0
Leonardo DiCaprio,2167821.0
Meryl Streep,724168.0
Diane Keaton,583909.0
Robert De Niro,704796.0
Jean-Baptiste Lucien,348143.0
Cate Blanchett,1298132.0
Keanu Reeves,878836.0
Greg Kinnear,257394.0
Hilary Swank,414409.0
Juliette Binoche,451561.0
Judi Dench,1242217.0
Johnny Depp,1284078.0
Carrie-Anne Moss,1261796.0
Eric Bana,519486.0
Scarlett Johansson,1254402.0
Natalie Portman,1348049.0
Benedict Cumberbatch,1605997.0
Eddie Redmayne,1231262.0
Kristin Scott Thomas,744904.0
Andrew Garfield,1197757.0
,
Yvan Attal,495954.0
,
,
,
Dustin Hoffman,1081478.0
Emma Thompson,990910.0
Franck Dubosc,1206610.0
,
Charlotte Gainsbourg,601736.0
Benoît Poelvoorde,839930.0
Catherine Deneuve,804295.0
Andy Garcia,632133.0
Michael Keaton,695972.0
Jackie Chan,726018.0
Owen Wilson,683014.0
Denzel Washington,568910.0
Liev Schreiber,599554.0
Jérôme Commandeur,2130424.0
François Civil,1063617.0
,
Owen Wilson,683014.0
Vince Vaughn,524166.0
Christopher Walken,506535.0
Bradley Cooper,849694.0
Will Ferrell,441872.0
Danny Glover,930218.0
Kevin James,392248.0
Jean-Baptiste Lucien,348143.0
Courteney Cox,895261.0
Andie MacDowell,591118.0
Denzel Washington,568910.0
Vincent Elbaz,647227.0
Gerard Butler,497458.0
,
Colin Farrell,647831.0
Al Pacino,598263.0
Daniel Auteuil,1006810.0
Sandrine Kiberlain,633654.0
Denis Podalydès,489932.0
Jean Reno,1397999.0
Gaspard Ulliel,686245.0
Eddie Murphy,816763.0
Jacques Gamblin,531381.0
Isabelle Carré,448247.0
,
,
Vincent Elbaz,647227.0
Gérard Lanvin,1086148.0
Pascal Elbé,391253.0
Sandrine Kiberlain,633654.0
François Berléand,718144.0
Emmanuelle Devos,250375.0
Steve Buscemi,379073.0
Kurt Russell,993234.0
Denzel Washington,568910.0
Mark Wahlberg,662645.0
Bill Paxton,1284784.0
Kevin Spacey,639966.0
Jude Law,746466.0
Adam Sandler,160501.0
Drew Barrymore,753467.0
Steve Buscemi,379073.0
Russell Crowe,745619.0
Nicole Kidman,659808.0
Sandra Bullock,612196.0
Jim Carrey,1069940.0
Kirsten Dunst,1043456.0
Kate Winslet,1529444.0
Mark Ruffalo,1113523.0
Pierre Arditi,528709.0
Sabine Azéma,829894.0
Denis Podalydès,489932.0
Oliver Gourmet,462258.0
François Berléand,718144.0
,
,
Anne Hathaway,934320.0
Tim Robbins,476231.0
Mark Ruffalo,1113523.0
Bill Pullman,496256.0
Kad Merad,1302807.0
Laurent Lafitte,1030443.0
Omar Sy,1790053.0
Rebel Wilson,358169.0
Diane Kruger,700049.0
Isabelle Carré,448247.0
André Dussollier,799227.0
Karin Viard,684440.0
Sergi Lopez,262656.0
Gilles Lellouche,898194.0
Tahar Rahim,520372.0
Franck Gastambide,955729.0
Camille Cottin,372997.0
,
Danny Glover,930218.0
Christina Ricci,431949.0
Alban Ivanov,748878.0
Kad Merad,1302807.0
Laure Calamy,374240.0
Woody Harrelson,856816.0
Robert Downey Jr,1143031.0
Tommy Lee Jones,1040078.0
Antonio Banderas,650155.0
Sam Worthington,1822292.0
Ed Harris,756989.0
Amy Adams,756591.0
Rooney Mara,449892.0
Joaquin Phoenix,776836.0
Chris Pratt,1973562.0
Scarlett Johansson,1254402.0
Kristen Wiig,433762.0
Bérénice Bejo,439699.0
Alexandra Lamy,740247.0
Kad Merad,1302807.0
Luke Evans,1513360.0
Gérard Depardieu,1310040.0
Judith Godrèche,668394.0
Dany Boon,2401746.0
,
Juliette Binoche,451561.0
Arnold Schwarzenegger,1278200.0
Johnny Knoxville,542255.0
Jessica Chastain,687033.0
Judi Dench,1242217.0
Daniel Auteuil,1006810.0
François Damiens,909456.0
François Berléand,718144.0
Alain Chabat,1587428.0
Elie Semoun,1189006.0
Chloë Grace Moretz,434023.0
Charlize Theron,654280.0
Daniel Auteuil,1006810.0
Catherine Deneuve,804295.0
Roschdy Zem,464103.0
George Clooney,965655.0
Jeff Daniels,664310.0
Robert Downey Jr,1143031.0
Anthony Hopkins,871117.0
Cuba Gooding Jr.,624628.0
,
,
Christian Bale,690751.0
Willem Dafoe,812428.0
Jared Leto,751362.0
Reese Witherspoon,232971.0
,
Anne Hathaway,934320.0
Anthony Hopkins,871117.0
Camille Cottin,372997.0
Jean-Paul Rouve,1449556.0
Susan Sarandon,309901.0
Nicolas Cage,608203.0
Don Cheadle,1447575.0
Tea Leoni,570118.0
Philippe Torreton,360439.0
Charles Berling,324520.0
Bernard Campan,965339.0
Léa Drucker,370308.0
Adrien Brody,609366.0
Owen Wilson,683014.0
Bill Murray,647588.0
Natalie Portman,1348049.0
Chris Hemsworth,1725937.0
Michèle Laroque,892896.0
Thierry Lhermitte,983587.0
Vincent Cassel,940708.0
Monica Bellucci,1182197.0
Albert Dupontel,692283.0
Daniel Auteuil,1006810.0
Vanessa Paradis,590762.0
Isabelle Adjani,848811.0
Vincent Cassel,940708.0
Karim Leklou,261790.0
François Damiens,909456.0
Keanu Reeves,878836.0
Tom Hanks,1002550.0
Emma Watson,3449268.0
Bill Paxton,1284784.0
Richard Berry,667689.0
Judith Godrèche,668394.0
Jennifer Aniston,398030.0
Vincent Cassel,940708.0
Clive Owen,636984.0
Agnès Jaoui,665349.0
Laure Calamy,374240.0
Charlotte Rampling,592872.0
Richard Berry,667689.0
Jacques Gamblin,531381.0
Sylvester Stallone,1184352.0
Jason Statham,954392.0
Andy Garcia,632133.0
Gad Elmaleh,1513226.0
Elsa Zylberstein,352459.0
,
Robert Downey Jr,1143031.0
Val Kilmer,763045.0
Anthony Hopkins,871117.0
Emilie Dequenne,399313.0
Oliver Gourmet,462258.0
André Dussollier,799227.0
José Garcia,1089952.0
François-Xavier Demaison,819033.0
Pierre Niney,1213211.0
Mélanie Thierry,433945.0
Vince Vaughn,524166.0
Owen Wilson,683014.0
Rose Byrne,874493.0
Will Ferrell,441872.0
John Goodman,555852.0
Cate Blanchett,1298132.0
Kevin Hart,706823.0
Jamie Lee Curtis,524071.0
Jack Black,747587.0
,
Andrew Garfield,1197757.0
Miou-Miou,1116193.0
Lambert Wilson,844391.0
Pierre Arditi,528709.0
Angelina Jolie,970947.0
Bruce Willis,1133115.0
Melissa McCarthy,636423.0
Naomi Watts,473915.0
Marina Foïs,775638.0
Julie Depardieu,521295.0
Léa Drucker,370308.0
Antonio Banderas,650155.0
George Clooney,965655.0
Catherine Deneuve,804295.0
Vincent Macaigne,200313.0
Channing Tatum,602867.0
Sam Neill,847100.0
Milla Jovovich,778222.0
Gad Elmaleh,1513226.0
Roschdy Zem,464103.0
Yvan Attal,495954.0
Sandrine Kiberlain,633654.0
Jean-Paul Rouve,1449556.0
Marina Foïs,775638.0
Nicolas Cage,608203.0
Alexandra Lamy,740247.0
Julia Roberts,1115041.0
Meryl Streep,724168.0
Clovis Cornillac,812260.0
Lambert Wilson,844391.0
Sarah Michelle Gellar,958118.0
Mira Sorvino,202226.0
Josh Brolin,980209.0
Christophe Lambert,621632.0
,
Zabou Breitman,575630.0
Daniel Craig,1176613.0
Naomi Watts,473915.0
Rachel Weisz,500260.0
Nicole Kidman,659808.0
Jesse Eisenberg,792849.0
Woody Harrelson,856816.0
Emma Stone,765010.0
Bill Murray,647588.0
Cuba Gooding Jr.,624628.0
,
Fanny Ardant,536818.0
Cécile De France,644071.0
Melvil Poupaud,388416.0
,
Jean-Claude Van Damme,713095.0
,
Bernard Campan,965339.0
Chris Pine,489195.0
Sean Connery,1628324.0
Laurence Fishburne,1005574.0
Ed Harris,756989.0
Scarlett Johansson,1254402.0
Charles Berling,324520.0
Emmanuelle Béart,665732.0
Isabelle Huppert,444111.0
Valérie Bonneton,839651.0
Julie Depardieu,521295.0
Henry Cavill,1079663.0
Hugh Grant,983845.0
Steve Martin,179143.0
Ashton Kutcher,381500.0
Dany Boon,2401746.0
Alice Pol,719517.0
Laure Calamy,374240.0
Ahmed Sylla,381997.0
Steve Martin,179143.0
Eddie Murphy,816763.0
Heather Graham,526155.0
Robert Downey Jr,1143031.0
Justin Timberlake,497985.0
Kate Winslet,1529444.0
Sandra Bullock,612196.0
Melissa McCarthy,636423.0
Marlon Wayans,762024.0
,
,
Nick Nolte,368545.0
,
Samuel L. Jackson,1248160.0
Fanny Ardant,536818.0
Gilles Lellouche,898194.0
Thierry Lhermitte,983587.0
Gérard Jugnot,1106164.0
Alain Chabat,1587428.0
Jean-Paul Rouve,1449556.0
Marina Foïs,775638.0
James McAvoy,1168856.0
Keira Knightley,1170296.0
Benedict Cumberbatch,1605997.0
Jérémy Renier,391891.0
Pascal Legitimus,966372.0
Franck Dubosc,1206610.0
Jean-Pierre Darroussin,561478.0
Vincent Lindon,602467.0
Marina Foïs,775638.0
Jean-Marc Barr,538378.0
Sandra Bullock,612196.0
Michael Caine,620222.0
Charles Berling,324520.0
Juliette Binoche,451561.0
Jérémy Renier,391891.0
Valérie Bonneton,839651.0
Jason Bateman,524359.0
Jennifer Aniston,398030.0
Jamie Foxx,956348.0
Chris Pine,489195.0
Kevin Spacey,639966.0
Christoph Waltz,1411275.0
Jake Gyllenhaal,685892.0
Tobey Maguire,1529110.0
Natalie Portman,1348049.0
,
Edouard Baer,765735.0
Leïla Bekhti,630885.0
Ramzy Bedia,961013.0
Mila Kunis,628630.0
Nathalie Baye,738247.0
André Dussollier,799227.0
Jennifer Connelly,731433.0
Kiefer Sutherland,416340.0
,
Steve Carell,382115.0
Morgan Freeman,1025955.0
John Goodman,555852.0
Jonah Hill,519499.0
,
Antonio Banderas,650155.0
Tahar Rahim,520372.0
Guillaume Canet,868224.0
Mélanie Laurent,737378.0
Alexandra Lamy,740247.0
Kristen Stewart,1013591.0
Amy Adams,756591.0
Kirsten Dunst,1043456.0
Viggo Mortensen,860544.0
Edouard Baer,765735.0
Cécile De France,644071.0
Laure Calamy,374240.0
Virginie Ledoyen,537066.0
Jean-Pierre Darroussin,561478.0
Pierre Niney,1213211.0
Jamel Debbouze,2206954.0
Daniel Craig,1176613.0
Liev Schreiber,599554.0
,
Charles Berling,324520.0
Fanny Ardant,536818.0
Gérard Depardieu,1310040.0
Benoît Poelvoorde,839930.0
,
Bernard Campan,965339.0
Isabelle Carré,448247.0
Jude Law,746466.0
Natalie Portman,1348049.0
Rachel Weisz,500260.0
Chris Hemsworth,1725937.0
,
Morgan Freeman,1025955.0
Gene Hackman,541242.0
Monica Bellucci,1182197.0
Tom Holland,2643533.0
Robert Pattinson,1913382.0
,
Martin Lawrence,581671.0
William H. Macy,348926.0
John Travolta,784453.0
Tim Allen,175467.0
Ray Liotta,296794.0
,
,
,
,
Jeff Bridges,405986.0
Meryl Streep,724168.0
Michael Fassbender,816691.0
Keira Knightley,1170296.0
Viggo Mortensen,860544.0
Vincent Cassel,940708.0
Jennifer Aniston,398030.0
Gerard Butler,497458.0
Pierce Brosnan,942816.0
Woody Harrelson,856816.0
Salma Hayek,414951.0
Don Cheadle,1447575.0
Benoît Magimel,593227.0
Samy Nacéri,1460289.0
Benoît Magimel,593227.0
Leslie Nielsen,683590.0
Jessica Alba,594956.0
- Artus,994468.0
Gérard Jugnot,1106164.0
Jason Statham,954392.0
Josh Hartnett,756547.0
Jean-Paul Rouve,1449556.0
Pierre Arditi,528709.0
Jean-Pierre Darroussin,561478.0
Jodie Foster,866368.0
Christophe Lambert,621632.0
Christina Ricci,431949.0
Charlize Theron,654280.0
Tahar Rahim,520372.0
Benedict Cumberbatch,1605997.0
Jodie Foster,866368.0
Gael Garcia Bernal,195117.0
,
Ewan McGregor,841258.0
,
Alice Pol,719517.0
Pierre Richard,1233933.0
,
,
Gerard Butler,497458.0
Hilary Swank,414409.0
Jean-Pierre Darroussin,561478.0
Elijah Wood,1225316.0
,
Guillaume Canet,868224.0
Marion Cotillard,1384256.0
Gene Hackman,541242.0
Ben Stiller,639733.0
Bill Murray,647588.0
Gwyneth Paltrow,1178753.0
Owen Wilson,683014.0
Luke Wilson,318892.0
,
Samy Nacéri,1460289.0
Elsa Zylberstein,352459.0
,
John Travolta,784453.0
Danny DeVito,861486.0
Gene Hackman,541242.0
Rene Russo,1330754.0
Ed Harris,756989.0
Anthony Hopkins,871117.0
Nicole Kidman,659808.0
Gary Sinise,1138994.0
Kevin Costner,1006499.0
Gene Hackman,541242.0
Dennis Quaid,349308.0
Jim Caviezel,406370.0
,
,
Antonio Banderas,650155.0
Agnès Jaoui,665349.0
Sandrine Kiberlain,633654.0
Pierre Arditi,528709.0
Denis Podalydès,489932.0
Katherine Heigl,321258.0
Melissa McCarthy,636423.0
Helen Mirren,579047.0
Matt Damon,1033919.0
Adam Driver,1402233.0
Ben Affleck,764532.0
Jennifer Connelly,731433.0
John C. Reilly,471670.0
Jim Carrey,1069940.0
Jeff Daniels,664310.0
,
Jean-Paul Rouve,1449556.0
Roschdy Zem,464103.0
Diane Lane,580745.0
Wesley Snipes,543111.0
Arnold Schwarzenegger,1278200.0
Sigourney Weaver,1349798.0
,
,
Kirsten Dunst,1043456.0
,
Josiane Balasko,955503.0
Jérôme Commandeur,2130424.0
Mathilde Seigner,761914.0
Géraldine Nakache,773623.0
Michael Youn,928795.0
Jack Black,747587.0
Danny Glover,930218.0
Sigourney Weaver,1349798.0
Mathieu Amalric,468160.0
,
Richard Anconina,1803165.0
Nicolas Cage,608203.0
Cécile De France,644071.0
Vincent Macaigne,200313.0
Eddie Murphy,816763.0
,
,
Gilles Lellouche,898194.0
Charles Berling,324520.0
Gérard Depardieu,1310040.0
Gérard Lanvin,1086148.0
Michel Galabru,1773396.0
