bankable acteur,moyenne
Jean-Pierre Darroussin,561478.0
Judith Godrèche,668394.0
Julie Depardieu,521295.0
Kevin Bacon,609898.0
John Goodman,555852.0
,
Victoria Abril,808710.0
Fanny Ardant,536818.0
Penelope Cruz,555782.0
Javier Bardem,854792.0
Gael Garcia Bernal,195117.0
,
Keanu Reeves,878836.0
Kate Hudson,181372.0
Owen Wilson,683014.0
Matt Dillon,446956.0
Michael Douglas,1018055.0
Seth Rogen,231913.0
,
Oliver Gourmet,462258.0
Yolande Moreau,869413.0
,
,
,
Val Kilmer,763045.0
Kurt Russell,993234.0
Charlton Heston,1739324.0
Bill Paxton,1284784.0
Robert Mitchum,1172503.0
Frances McDormand,427092.0
Charlize Theron,654280.0
Woody Harrelson,856816.0
Jean Rochefort,915380.0
Edouard Baer,765735.0
Léa Drucker,370308.0
Benoît Poelvoorde,839930.0
,
Daniel Auteuil,1006810.0
Jean-Pierre Darroussin,561478.0
Benoît Magimel,593227.0
Gael Garcia Bernal,195117.0
,
,
,
Isabelle Carré,448247.0
Melvil Poupaud,388416.0
François Berléand,718144.0
Catherine Frot,769713.0
Melvil Poupaud,388416.0
Isabelle Carré,448247.0
Julie Depardieu,521295.0
Clovis Cornillac,812260.0
Rachel Weisz,500260.0
Mathieu Amalric,468160.0
,
,
,
Mila Kunis,628630.0
Jason Segel,224009.0
Jason Bateman,524359.0
Jonah Hill,519499.0
Paul Rudd,912182.0
Michael Fassbender,816691.0
Rachel Weisz,500260.0
Johnny Depp,1284078.0
Winona Ryder,580454.0
,
Julie Depardieu,521295.0
Yolande Moreau,869413.0
Ewan McGregor,841258.0
Emily Watson,322618.0
Renee Zellweger,575359.0
,
Kate Beckinsale,525197.0
Josiane Balasko,955503.0
Sylvie Testud,453379.0
Michel Blanc,1188272.0
Josiane Balasko,955503.0
Vin Diesel,1382126.0
John Malkovich,552689.0
Mélanie Laurent,737378.0
Géraldine Nakache,773623.0
,
Kev Adams,1422375.0
Virginie Efira,546961.0
Emmanuelle Devos,250375.0
Camille Cottin,372997.0
Fabrice Luchini,783947.0
,
,
Melissa McCarthy,636423.0
,
,
Paul Walker,935181.0
Lambert Wilson,844391.0
Gerard Butler,497458.0
Richard Berry,667689.0
Vincent Cassel,940708.0
Karin Viard,684440.0
Joseph Gordon-Levitt,835723.0
Nicolas Cage,608203.0
Zach Braff,727577.0
Kate Hudson,181372.0
,
,
Michel Serrault,1105357.0
Emmanuelle Devos,250375.0
,
Sandrine Bonnaire,474840.0
Pascal Elbé,391253.0
Marina Foïs,775638.0
Harvey Keitel,415409.0
- Madonna,713576.0
,
Anna Faris,853912.0
Emma Stone,765010.0
Pierce Brosnan,942816.0
Greg Kinnear,257394.0
Elodie Bouchez,480544.0
Catherine Deneuve,804295.0
Harvey Keitel,415409.0
Emmanuelle Béart,665732.0
Cate Blanchett,1298132.0
Christian Bale,690751.0
Richard Gere,541835.0
Heath Ledger,695948.0
Charlotte Gainsbourg,601736.0
Julianne Moore,577795.0
Charles Berling,324520.0
Sylvie Testud,453379.0
Sigourney Weaver,1349798.0
Scarlett Johansson,1254402.0
,
,
Romain Duris,659140.0
José Garcia,1089952.0
Isabelle Huppert,444111.0
,
,
,
Clovis Cornillac,812260.0
Philippe Noiret,917390.0
Charlotte Rampling,592872.0
,
,
Laure Calamy,374240.0
Morgan Freeman,1025955.0
Ashley Judd,424981.0
,
Anthony Hopkins,871117.0
Kev Adams,1422375.0
Gad Elmaleh,1513226.0
Steve Carell,382115.0
Emma Stone,765010.0
Bill Pullman,496256.0
Elisabeth Shue,585565.0
,
Eva Green,1335768.0
,
Johnny Knoxville,542255.0
Sergi Lopez,262656.0
Denis Podalydès,489932.0
,
,
Adrien Brody,609366.0
Mila Kunis,628630.0
Liam Neeson,806132.0
Kim Basinger,676802.0
Adrien Brody,609366.0
James Franco,813821.0
Jérémy Renier,391891.0
Vanessa Paradis,590762.0
Diane Kruger,700049.0
Vincent Perez,581082.0
Elsa Zylberstein,352459.0
Kevin Kline,749101.0
Kristin Scott Thomas,744904.0
,
Johnny Hallyday,1112004.0
,
,
,
,
Jean-Pierre Darroussin,561478.0
Yolande Moreau,869413.0
Vincent Lindon,602467.0
,
,
,
Emilie Dequenne,399313.0
Gabriel Byrne,472596.0
François Berléand,718144.0
Vincent Lindon,602467.0
Roschdy Zem,464103.0
Manu Payet,812396.0
Jérémy Renier,391891.0
Isabelle Huppert,444111.0
,
Susan Sarandon,309901.0
Kate Winslet,1529444.0
Sam Neill,847100.0
Emmanuelle Seigner,729917.0
Philippe Torreton,360439.0
Yolande Moreau,869413.0
,
,
Yun-Fat Chow,787207.0
Sean William Scott,678771.0
Sandrine Bonnaire,474840.0
,
,
Michael Caine,620222.0
,
Marina Foïs,775638.0
Danny Glover,930218.0
,
Josiane Balasko,955503.0
Marina Foïs,775638.0
Mélanie Thierry,433945.0
Carole Bouquet,569013.0
Yolande Moreau,869413.0
Jeff Daniels,664310.0
,
,
Mathilde Seigner,761914.0
Pierre Arditi,528709.0
,
Sergi Lopez,262656.0
Emmanuelle Devos,250375.0
Lambert Wilson,844391.0
Marion Cotillard,1384256.0
Gérard Lanvin,1086148.0
Ramzy Bedia,961013.0
Julie Depardieu,521295.0
Jean-Paul Rouve,1449556.0
Yolande Moreau,869413.0
François-Xavier Demaison,819033.0
Kad Merad,1302807.0
,
Wesley Snipes,543111.0
Robert Downey Jr,1143031.0
,
Isabelle Carré,448247.0
François Damiens,909456.0
Emma Thompson,990910.0
Diane Kruger,700049.0
Matthias Schoenaerts,257126.0
Dakota Fanning,1011257.0
Kristen Stewart,1013591.0
,
,
Zac Efron,500826.0
,
,
Heath Ledger,695948.0
Kristin Scott Thomas,744904.0
Kim Basinger,676802.0
Jennifer Lawrence,1148487.0
Charlize Theron,654280.0
Anne Hathaway,934320.0
Nathalie Baye,738247.0
Isabelle Carré,448247.0
Béatrice Dalle,177059.0
Nicole Garcia,625202.0
,
Christophe Lambert,621632.0
Fanny Ardant,536818.0
,
Ian McKellen,1843143.0
Viggo Mortensen,860544.0
Elijah Wood,1225316.0
Cate Blanchett,1298132.0
Orlando Bloom,2423195.0
Liv Tyler,1353528.0
Charlize Theron,654280.0
Fanny Ardant,536818.0
,
Paul Newman,799345.0
Linda Fiorentino,755710.0
Bérénice Bejo,439699.0
Marion Cotillard,1384256.0
Jérémy Renier,391891.0
,
Reda Kateb,402472.0
Viggo Mortensen,860544.0
Jonathan Rhys Meyers,387057.0
Robin Williams,949237.0
Johnny Depp,1284078.0
Charlize Theron,654280.0
Philippe Torreton,360439.0
Jeff Daniels,664310.0
Demi Moore,622296.0
Valérie Bonneton,839651.0
Oliver Gourmet,462258.0
Reda Kateb,402472.0
Jacques Gamblin,531381.0
Karin Viard,684440.0
Laure Calamy,374240.0
Frédéric Diefenthal,1476968.0
Charles Berling,324520.0
Vincent Macaigne,200313.0
Géraldine Nakache,773623.0
Clémence Poésy,1584167.0
Michael Keaton,695972.0
,
Ben Stiller,639733.0
Owen Wilson,683014.0
Penelope Cruz,555782.0
Benedict Cumberbatch,1605997.0
Will Ferrell,441872.0
Kristen Wiig,433762.0
Milla Jovovich,778222.0
John Malkovich,552689.0
Kiefer Sutherland,416340.0
Michel Serrault,1105357.0
,
,
Annette Bening,548003.0
Naomi Watts,473915.0
Samuel L. Jackson,1248160.0
,
,
Charlie Sheen,693558.0
,
Mathieu Amalric,468160.0
Emmanuelle Devos,250375.0
Denis Podalydès,489932.0
Marion Cotillard,1384256.0
,
Sergi Lopez,262656.0
Jean-Pierre Darroussin,561478.0
Oliver Gourmet,462258.0
,
,
Elodie Bouchez,480544.0
Gérard Depardieu,1310040.0
,
,
,
,
,
Didier Bourdon,1125223.0
- Artus,994468.0
Ludivine Sagnier,722404.0
,
Mark Wahlberg,662645.0
,
Uma Thurman,529455.0
Kate Beckinsale,525197.0
,
Jackie Chan,726018.0
,
,
,
,
Rami Malek,1708499.0
Richard Berry,667689.0
,
,
,
Matthew McConaughey,559265.0
Bryce Dallas Howard,1928550.0
Tom Hardy,1110186.0
Ron Perlman,911315.0
,
Dwayne Johnson,1246888.0
Johnny Knoxville,542255.0
Cécile De France,644071.0
,
,
Christian Bale,690751.0
Marina Foïs,775638.0
Gael Garcia Bernal,195117.0
Jennifer Connelly,731433.0
Jared Leto,751362.0
Marlon Wayans,762024.0
,
Benoît Magimel,593227.0
,
Halle Berry,970738.0
Daniel Craig,1176613.0
,
Gad Elmaleh,1513226.0
Colin Firth,729197.0
Jude Law,746466.0
Nicole Kidman,659808.0
Guy Pearce,762495.0
,
Steve Carell,382115.0
Timothée Chalamet,1192156.0
Bill Paxton,1284784.0
François Cluzet,936250.0
,
Miou-Miou,1116193.0
Willem Dafoe,812428.0
,
Isabelle Huppert,444111.0
Mathieu Kassovitz,1128188.0
,
François Damiens,909456.0
Isabelle Huppert,444111.0
Sandrine Kiberlain,633654.0
François Berléand,718144.0
Carole Bouquet,569013.0
Johnny Depp,1284078.0
Melvil Poupaud,388416.0
Pierre Richard,1233933.0
,
,
,
Dakota Fanning,1011257.0
Mike Myers,849060.0
Pierce Brosnan,942816.0
Gabriel Byrne,472596.0
Gary Oldman,1667628.0
Cécile De France,644071.0
,
Vincent Macaigne,200313.0
Mathieu Amalric,468160.0
Pascal Legitimus,966372.0
Miou-Miou,1116193.0
Mark Wahlberg,662645.0
,
,
,
François-Xavier Demaison,819033.0
Mathilde Seigner,761914.0
,
Juliette Binoche,451561.0
Roschdy Zem,464103.0
Fanny Ardant,536818.0
Kenneth Branagh,1144969.0
Jérémy Renier,391891.0
Jason Statham,954392.0
François Berléand,718144.0
Jonathan Cohen,694715.0
Julie Depardieu,521295.0
,
,
,
Ellen Page,1086331.0
,
Alexandra Lamy,740247.0
Naomi Watts,473915.0
,
Jeff Bridges,405986.0
Ryan Phillippe,326153.0
,
,
Zabou Breitman,575630.0
Alban Ivanov,748878.0
Charles Berling,324520.0
,
,
,
Agnès Jaoui,665349.0
Pio Marmaï,488178.0
Omar Sy,1790053.0
,
,
,
Johnny Depp,1284078.0
Rosamund Pike,578277.0
,
,
Nicolas Cage,608203.0
Meryl Streep,724168.0
Maggie Gyllenhaal,446486.0
Richard Berry,667689.0
Gary Oldman,1667628.0
Fabrice Eboue,711232.0
Jean-Paul Rouve,1449556.0
Sara Giraudeau,482049.0
,
,
,
,
,
,
Léa Drucker,370308.0
Denis Podalydès,489932.0
,
,
Sylvester Stallone,1184352.0
Michael Caine,620222.0
Mickey Rourke,486286.0
Drew Barrymore,753467.0
Jake Gyllenhaal,685892.0
Maggie Gyllenhaal,446486.0
Patrick Swayze,693813.0
Seth Rogen,231913.0
Béatrice Dalle,177059.0
Sergi Lopez,262656.0
Josiane Balasko,955503.0
Vincent Perez,581082.0
,
Johnny Depp,1284078.0
Nick Nolte,368545.0
Jennifer Connelly,731433.0
Matthew Broderick,363568.0
Heather Graham,526155.0
,
François Berléand,718144.0
Johnny Hallyday,1112004.0
Pascal Legitimus,966372.0
André Dussollier,799227.0
Clémence Poésy,1584167.0
Melvil Poupaud,388416.0
,
Pio Marmaï,488178.0
Thierry Lhermitte,983587.0
Marion Cotillard,1384256.0
Niels Arestrup,559184.0
Clovis Cornillac,812260.0
Frédéric Diefenthal,1476968.0
Jean-Pierre Darroussin,561478.0
Samuel Le Bihan,645480.0
Renee Zellweger,575359.0
Paul Walker,935181.0
Jacques Gamblin,531381.0
Kad Merad,1302807.0
Jean-Baptiste Lucien,348143.0
,
,
Drew Barrymore,753467.0
Toni Collette,623989.0
Jean-Claude Van Damme,713095.0
Emmanuelle Béart,665732.0
Karin Viard,684440.0
Carole Bouquet,569013.0
Jacques Gamblin,531381.0
Jean Rochefort,915380.0
Guillaume Canet,868224.0
,
Béatrice Dalle,177059.0
José Garcia,1089952.0
,
François Damiens,909456.0
Jacques Gamblin,531381.0
Benoît Magimel,593227.0
Eddie Murphy,816763.0
,
,
,
,
,
,
,
,
Carole Bouquet,569013.0
Kate Winslet,1529444.0
Laurence Fishburne,1005574.0
Salma Hayek,414951.0
,
,
,
,
Isabelle Adjani,848811.0
,
,
Catherine Zeta Jones,977380.0
Sandrine Bonnaire,474840.0
,
,
,
,
,
,
,
Annette Bening,548003.0
Julianne Moore,577795.0
Mark Ruffalo,1113523.0
Kad Merad,1302807.0
Sylvie Testud,453379.0
,
Ryan Gosling,843454.0
,
,
Pierre Richard,1233933.0
Clovis Cornillac,812260.0
Emilie Dequenne,399313.0
,
Tobey Maguire,1529110.0
Liev Schreiber,599554.0
Kenneth Branagh,1144969.0
Sylvester Stallone,1184352.0
,
,
,
,
Zabou Breitman,575630.0
Denis Podalydès,489932.0
Vincent Elbaz,647227.0
Bérénice Bejo,439699.0
,
Virginie Ledoyen,537066.0
Edouard Baer,765735.0
Ashton Kutcher,381500.0
,
,
Oliver Gourmet,462258.0
Jean-Hugues Anglade,647571.0
,
Famke Janssen,1127067.0
,
Ethan Hawke,600844.0
Pierce Brosnan,942816.0
Gerard Butler,497458.0
,
Sara Giraudeau,482049.0
Vincent Macaigne,200313.0
Pio Marmaï,488178.0
,
,
Sylvester Stallone,1184352.0
,
Fanny Ardant,536818.0
Gérard Depardieu,1310040.0
Jacques Gamblin,531381.0
Isabelle Carré,448247.0
Benedict Cumberbatch,1605997.0
Tom Holland,2643533.0
Willem Dafoe,812428.0
Jamie Foxx,956348.0
Andrew Garfield,1197757.0
Tobey Maguire,1529110.0
Mathieu Amalric,468160.0
Josiane Balasko,955503.0
Mélanie Thierry,433945.0
,
Denis Podalydès,489932.0
Léa Seydoux,875598.0
Emmanuelle Devos,250375.0
Miou-Miou,1116193.0
Alice Pol,719517.0
Zabou Breitman,575630.0
Jean-Baptiste Lucien,348143.0
,
,
Michelle Pfeiffer,877204.0
Christian Bale,690751.0
Sophie Marceau,1103195.0
Sam Rockwell,408805.0
Robin Wright,666646.0
Clovis Cornillac,812260.0
Sylvie Testud,453379.0
Jean-Paul Rouve,1449556.0
,
,
Jean-Paul Belmondo,2157146.0
Juliette Binoche,451561.0
François Civil,1063617.0
Catherine Deneuve,804295.0
Laure Calamy,374240.0
Tom Hanks,1002550.0
Robin Wright,666646.0
Chris Hemsworth,1725937.0
,
,
,
,
,
,
,
,
Edouard Baer,765735.0
Emmanuelle Béart,665732.0
Marina Foïs,775638.0
Daniel Auteuil,1006810.0
Michel Serrault,1105357.0
,
,
Don Cheadle,1447575.0
Sean Penn,327128.0
Naomi Watts,473915.0
,
,
Demi Moore,622296.0
Marion Cotillard,1384256.0
Michael Fassbender,816691.0
Pascal Elbé,391253.0
Glenn Close,948225.0
Brendan Gleeson,1178490.0
Jonathan Rhys Meyers,387057.0
,
Chloë Grace Moretz,434023.0
Charles Berling,324520.0
Isabelle Huppert,444111.0
Denis Podalydès,489932.0
Elsa Zylberstein,352459.0
Jérémy Renier,391891.0
,
,
Jean Rochefort,915380.0
,
,
Sara Giraudeau,482049.0
Jean-Pierre Darroussin,561478.0
Karim Leklou,261790.0
Alain Chabat,1587428.0
Elodie Bouchez,480544.0
,
Laurent Lafitte,1030443.0
,
Cate Blanchett,1298132.0
Johnny Depp,1284078.0
Christina Ricci,431949.0
Julie Depardieu,521295.0
Marion Cotillard,1384256.0
Oliver Gourmet,462258.0
,
,
,
Marina Foïs,775638.0
,
Dennis Quaid,349308.0
John Cusack,489897.0
Paul Dano,597291.0
Paul Giamatti,537639.0
,
,
Jean-Baptiste Lucien,348143.0
Zabou Breitman,575630.0
,
Jake Gyllenhaal,685892.0
,
,
,
,
,
,
Brendan Gleeson,1178490.0
Isabelle Huppert,444111.0
Greg Kinnear,257394.0
Jérémy Renier,391891.0
Virginie Ledoyen,537066.0
Léa Seydoux,875598.0
,
,
Gael Garcia Bernal,195117.0
Bill Murray,647588.0
Juliette Binoche,451561.0
Mélanie Thierry,433945.0
Christoph Waltz,1411275.0
Matt Damon,1033919.0
,
Danny Glover,930218.0
Dennis Quaid,349308.0
Jared Leto,751362.0
,
,
,
,
Ben Affleck,764532.0
Javier Bardem,854792.0
Michael Fassbender,816691.0
,
,
François Damiens,909456.0
Vincent Macaigne,200313.0
Léa Drucker,370308.0
Anthony Hopkins,871117.0
Julianne Moore,577795.0
Steve Buscemi,379073.0
,
,
Ed Harris,756989.0
Benicio Del Toro,786290.0
,
,
Juliette Binoche,451561.0
,
,
Zabou Breitman,575630.0
Adam Driver,1402233.0
Sergi Lopez,262656.0
,
,
Edouard Baer,765735.0
Charles Berling,324520.0
,
Yvan Attal,495954.0
Niels Arestrup,559184.0
,
,
,
,
,
Juliette Binoche,451561.0
Vincent Lacoste,603666.0
,
,
,
,
Idris Elba,1031062.0
Judi Dench,1242217.0
Ian McKellen,1843143.0
Rebel Wilson,358169.0
Virginie Ledoyen,537066.0
Lambert Wilson,844391.0
Franck Gastambide,955729.0
Melvil Poupaud,388416.0
Catherine Deneuve,804295.0
Mathieu Amalric,468160.0
,
Christophe Lambert,621632.0
,
Juliette Binoche,451561.0
Nick Nolte,368545.0
,
Mathieu Kassovitz,1128188.0
Vincent Lindon,602467.0
Reese Witherspoon,232971.0
Luke Wilson,318892.0
Christian Bale,690751.0
Emily Watson,322618.0
,
,
Daniel Radcliffe,3679078.0
,
Audrey Tautou,1284086.0
Sergi Lopez,262656.0
Christoph Waltz,1411275.0
,
,
,
James Franco,813821.0
Salma Hayek,414951.0
Jonah Hill,519499.0
Edward Norton,668174.0
Seth Rogen,231913.0
Paul Rudd,912182.0
Kristen Wiig,433762.0
Louise Bourgoin,501330.0
Ice Cube,269849.0
Bill Paxton,1284784.0
,
,
Adèle Exarchopoulos,638867.0
Karim Leklou,261790.0
Sergi Lopez,262656.0
,
Aaron Eckhart,612496.0
Nicole Kidman,659808.0
,
Greg Kinnear,257394.0
,
Bradley Cooper,849694.0
Orlando Bloom,2423195.0
Andy Garcia,632133.0
Ethan Hawke,600844.0
Shia LaBeouf,860922.0
Natalie Portman,1348049.0
Christina Ricci,431949.0
Robin Wright,666646.0
,
José Garcia,1089952.0
Denis Podalydès,489932.0
Isabelle Carré,448247.0
François Berléand,718144.0
Valérie Bonneton,839651.0
Zach Galifianakis,792471.0
Hugh Jackman,1204170.0
Eric Judor,1024553.0
Thierry Lhermitte,983587.0
Emma Thompson,990910.0
Nicolas Cage,608203.0
,
,
Sylvie Testud,453379.0
Charlotte Gainsbourg,601736.0
Philippe Torreton,360439.0
Jean-Pierre Darroussin,561478.0
Denis Podalydès,489932.0
Mathieu Amalric,468160.0
,
Christophe Lambert,621632.0
Marion Cotillard,1384256.0
Oliver Gourmet,462258.0
Jean Rochefort,915380.0
Timothée Chalamet,1192156.0
Pio Marmaï,488178.0
José Garcia,1089952.0
Pio Marmaï,488178.0
Alain Delon,1646498.0
Emilie Dequenne,399313.0
Philippe Torreton,360439.0
Pascal Elbé,391253.0
Christina Ricci,431949.0
Mickey Rourke,486286.0
Brendan Fraser,586366.0
Albert Dupontel,692283.0
Léa Drucker,370308.0
Reda Kateb,402472.0
Daniel Craig,1176613.0
Julia Roberts,1115041.0
Brad Pitt,1326866.0
,
,
,
,
Isabelle Huppert,444111.0
Lambert Wilson,844391.0
,
,
,
,
Vincent Macaigne,200313.0
,
,
Diane Kruger,700049.0
Ludivine Sagnier,722404.0
Reda Kateb,402472.0
,
,
Chris Evans,1737423.0
Dakota Fanning,1011257.0
Agnès Jaoui,665349.0
Géraldine Nakache,773623.0
,
,
,
Edouard Baer,765735.0
Halle Berry,970738.0
Gerard Butler,497458.0
Anna Faris,853912.0
Richard Gere,541835.0
Hugh Jackman,1204170.0
Greg Kinnear,257394.0
Dennis Quaid,349308.0
Sean William Scott,678771.0
Uma Thurman,529455.0
Naomi Watts,473915.0
Kate Winslet,1529444.0
Johnny Knoxville,542255.0
Chloë Grace Moretz,434023.0
Chris Pratt,1973562.0
Liev Schreiber,599554.0
Emma Stone,765010.0
,
,
,
,
Elle Fanning,617697.0
Jesse Eisenberg,792849.0
Didier Bourdon,1125223.0
Alexandra Lamy,740247.0
,
,
,
Emily Blunt,648342.0
Ewan McGregor,841258.0
Kristin Scott Thomas,744904.0
,
Robert De Niro,704796.0
James Franco,813821.0
Frances McDormand,427092.0
,
Javier Bardem,854792.0
Adèle Exarchopoulos,638867.0
Charlize Theron,654280.0
Jean Reno,1397999.0
Benicio Del Toro,786290.0
Tim Robbins,476231.0
Mélanie Thierry,433945.0
,
Fanny Ardant,536818.0
Mathieu Kassovitz,1128188.0
,
Jean-Pierre Darroussin,561478.0
Meg Ryan,518416.0
Diane Keaton,583909.0
,
,
Maggie Gyllenhaal,446486.0
Billy Bob Thornton,402003.0
,
Rachel Weisz,500260.0
,
Vincent Lindon,602467.0
Richard Berry,667689.0
Isabelle Adjani,848811.0
Denis Podalydès,489932.0
Oliver Gourmet,462258.0
Isabelle Huppert,444111.0
Michel Serrault,1105357.0
Jacques Villeret,1030615.0
Léa Drucker,370308.0
Vanessa Paradis,590762.0
Mathilde Seigner,761914.0
Jeremy Irons,727417.0
,
Adam Sandler,160501.0
Harvey Keitel,415409.0
Reese Witherspoon,232971.0
Jacques Gamblin,531381.0
,
,
,
,
Andrew Garfield,1197757.0
Keira Knightley,1170296.0
Charlotte Rampling,592872.0
,
Tahar Rahim,520372.0
Emmanuelle Seigner,729917.0
Karim Leklou,261790.0
,
Reda Kateb,402472.0
Eric Bana,519486.0
Yolande Moreau,869413.0
Bernard Campan,965339.0
Sergi Lopez,262656.0
Elodie Bouchez,480544.0
,
,
,
,
,
Charlize Theron,654280.0
Woody Harrelson,856816.0
Ray Liotta,296794.0
Channing Tatum,602867.0
,
,
,
Kate Hudson,181372.0
Matthew McConaughey,559265.0
Kevin Hart,706823.0
,
,
,
Kristen Stewart,1013591.0
,
Sabine Azéma,829894.0
Michèle Laroque,892896.0
,
,
Sean Penn,327128.0
,
Chris Rock,492374.0
Virginie Ledoyen,537066.0
,
,
,
,
Mark Wahlberg,662645.0
Kevin Bacon,609898.0
John Goodman,555852.0
Forest Whitaker,681539.0
Renee Zellweger,575359.0
Nick Nolte,368545.0
Ethan Hawke,600844.0
Gwyneth Paltrow,1178753.0
Robert De Niro,704796.0
,
,
Alison Lohman,264389.0
Michelle Pfeiffer,877204.0
Renee Zellweger,575359.0
Robin Wright,666646.0
Melissa McCarthy,636423.0
Jérémy Renier,391891.0
Emilie Dequenne,399313.0
Emmanuelle Seigner,729917.0
,
,
Jean-Hugues Anglade,647571.0
,
Agnès Jaoui,665349.0
Benoît Poelvoorde,839930.0
Alec Baldwin,683072.0
Anthony Hopkins,871117.0
,
John C. Reilly,471670.0
Rosamund Pike,578277.0
Roschdy Zem,464103.0
Gérard Depardieu,1310040.0
,
Josh Brolin,980209.0
Sean Penn,327128.0
Marina Foïs,775638.0
Isabelle Huppert,444111.0
,
,
Gabriel Byrne,472596.0
Jesse Eisenberg,792849.0
Isabelle Huppert,444111.0
Ben Stiller,639733.0
James Franco,813821.0
Seth Rogen,231913.0
Bryan Cranston,715346.0
Zac Efron,500826.0
Sharon Stone,705446.0
,
,
Elsa Zylberstein,352459.0
,
Jean-Marc Barr,538378.0
Elodie Bouchez,480544.0
François Berléand,718144.0
Gérard Jugnot,1106164.0
Kad Merad,1302807.0
François Cluzet,936250.0
José Garcia,1089952.0
Diane Keaton,583909.0
- Queen Latifah,315273.0
Mélanie Laurent,737378.0
Matt Damon,1033919.0
Pedro Pascal,830352.0
Lambert Wilson,844391.0
Ralph Fiennes,1840748.0
Julianne Moore,577795.0
,
,
,
Kirsten Dunst,1043456.0
Javier Bardem,854792.0
Liev Schreiber,599554.0
,
,
,
Hilary Swank,414409.0
Heath Ledger,695948.0
Johnny Knoxville,542255.0
Jeremy Renner,1512114.0
,
Valérie Bonneton,839651.0
Colin Firth,729197.0
Nicole Kidman,659808.0
,
Sara Giraudeau,482049.0
Laure Calamy,374240.0
Béatrice Dalle,177059.0
Tahar Rahim,520372.0
,
,
,
Isabelle Huppert,444111.0
Russell Crowe,745619.0
Nicole Kidman,659808.0
,
,
,
,
Willem Dafoe,812428.0
Helen Mirren,579047.0
Robert Redford,866004.0
Hilary Swank,414409.0
Johnny Depp,1284078.0
Jean Rochefort,915380.0
Vanessa Paradis,590762.0
,
,
Cécile De France,644071.0
,
Sara Giraudeau,482049.0
Pio Marmaï,488178.0
,
Jessica Biel,514598.0
Kevin James,392248.0
Adam Sandler,160501.0
Dan Aykroyd,714770.0
Steve Buscemi,379073.0
,
Oliver Gourmet,462258.0
Jean-Paul Rouve,1449556.0
Claude Brasseur,1158423.0
,
Romain Duris,659140.0
,
Jennifer Lawrence,1148487.0
,
,
Don Cheadle,1447575.0
Guy Pearce,762495.0
Jeff Daniels,664310.0
Javier Bardem,854792.0
Johnny Depp,1284078.0
Sean Penn,327128.0
Judi Dench,1242217.0
,
,
,
,
Annette Bening,548003.0
Elle Fanning,617697.0
Colin Firth,729197.0
Lorant Deutsch,583503.0
Virginie Efira,546961.0
James Franco,813821.0
Jonah Hill,519499.0
Seth Rogen,231913.0
Emma Watson,3449268.0
Kevin Hart,706823.0
Paul Rudd,912182.0
Jason Segel,224009.0
Channing Tatum,602867.0
,
,
André Dussollier,799227.0
Sylvester Stallone,1184352.0
Jamie Foxx,956348.0
Naomi Watts,473915.0
Ron Perlman,911315.0
Jude Law,746466.0
Sean Penn,327128.0
Michelle Pfeiffer,877204.0
Dakota Fanning,1011257.0
,
Catherine Frot,769713.0
,
,
Benoît Poelvoorde,839930.0
Pierre Arditi,528709.0
Edouard Baer,765735.0
François Damiens,909456.0
Gérard Depardieu,1310040.0
Ludivine Sagnier,722404.0
Léa Drucker,370308.0
Samy Nacéri,1460289.0
Denis Podalydès,489932.0
,
Alban Ivanov,748878.0
,
,
,
Cillian Murphy,1146354.0
,
,
Pascal Elbé,391253.0
Franck Dubosc,1206610.0
François Berléand,718144.0
,
Uma Thurman,529455.0
,
Greg Kinnear,257394.0
Paul Dano,597291.0
Ethan Hawke,600844.0
Bruce Willis,1133115.0
Patricia Arquette,189545.0
,
,
Andrew Garfield,1197757.0
,
Robert De Niro,704796.0
Emilie Dequenne,399313.0
Samuel Le Bihan,645480.0
Maggie Gyllenhaal,446486.0
,
Mathieu Kassovitz,1128188.0
Joaquin Phoenix,776836.0
Oliver Gourmet,462258.0
Samuel Le Bihan,645480.0
Isabelle Huppert,444111.0
Charles Berling,324520.0
Jonathan Cohen,694715.0
Vincent Macaigne,200313.0
Benoît Poelvoorde,839930.0
,
,
,
,
,
,
Melvil Poupaud,388416.0
Léa Seydoux,875598.0
Nicole Garcia,625202.0
Lorant Deutsch,583503.0
Omar Sy,1790053.0
Sam Worthington,1822292.0
Oliver Gourmet,462258.0
,
Isabelle Huppert,444111.0
,
,
,
,
James McAvoy,1168856.0
,
Michel Piccoli,954409.0
Pierre Richard,1233933.0
Yolande Moreau,869413.0
,
José Garcia,1089952.0
Nick Nolte,368545.0
,
,
,
,
Rowan Atkinson,1647573.0
Emma Thompson,990910.0
Jean Rochefort,915380.0
,
,
,
,
Christina Ricci,431949.0
,
,
,
Kirsten Dunst,1043456.0
Denise Richards,1071110.0
Amy Adams,756591.0
,
,
Tim Robbins,476231.0
,
Ethan Hawke,600844.0
Pedro Pascal,830352.0
Holly Hunter,504425.0
,
,
Adam Sandler,160501.0
Seth Rogen,231913.0
Eric Bana,519486.0
Jonah Hill,519499.0
,
,
,
Laure Calamy,374240.0
,
,
Guy Pearce,762495.0
,
,
Thierry Lhermitte,983587.0
,
,
Burt Reynolds,368335.0
,
José Garcia,1089952.0
Willem Dafoe,812428.0
Steve Buscemi,379073.0
Mickey Rourke,486286.0
,
Chris Rock,492374.0
Samuel L. Jackson,1248160.0
Robert Pattinson,1913382.0
Guy Pearce,762495.0
Oliver Gourmet,462258.0
