Titre,Démarrage,Entrées totales,Réalisateur,Pays,Genre,Date de sortie,Classification,Distributeur,Rang toutes exploitations,Rang général,Nb 1ère places hebdo,Nb semaines Top20,Meilleure place hebdo,Acteur principal,Acteur secondaire,film_id,realisateur_id,rang,titre,titre_vo,realisateur,genre,annee,pays,entrees,salles,moy_salle,part_marche,affiche,moyenne_fr_realisateur,sortie,distributeur,classification,acteurs,moyennes_individuelles_acteurs
nature,77588.0,144944,,Grande-Bretagne,Documentaire,2014-12-24,Tous publics,Metropolitan,,,0,1,15.0,,,14925,,4851,nature,,,Documentaire,2014,f26,77588,297,261,54  %,cinema/images/posters/14925-20141221111938-0.jpg,,24/12/2014,Metropolitan,Tous publics,,
greta,77019.0,137278,Neil Jordan,Etats-Unis,Thriller,2019-06-12,Moins de 12 ans,Metropolitan,,,0,2,7.0,"Isabelle Huppert, Chloë Grace Moretz",,18964,272.0,4869,greta,Greta,Neil Jordan,Thriller,2019,f23,77019,233,331,56  %,cinema/images/posters/18964-20190608061428-0.jpg,235714.0,12/06/2019,Metropolitan,,"[{'id': '165', 'name': 'Isabelle Huppert', 'role': 'Rôle principal', 'character': 'Greta'}, {'id': '863', 'name': 'Chloë Grace Moretz', 'role': 'Rôle principal', 'character': 'Frances'}]","[{'name': 'Isabelle Huppert', 'moyenne': 444111}, {'name': 'Chloë Grace Moretz', 'moyenne': 434023}]"
la vie est un miracle,77022.0,573614,Emir Kusturica,Serbie,Drame,2004-05-14,Tous publics,Mars Distribution,,,0,6,8.0,,,1124,507.0,4868,la vie est un miracle,Zivot je cudo,Emir Kusturica,Drame,2004,f49,77022,124,621,13  %,cinema/images/posters/zivotjecudo.jpg,403276.0,14/05/2004,Mars Distribution,Tous publics,,
les boules de noël,77034.0,135738,,France,Comédie,2024-11-27,Tous publics,Sony Pictures,,,0,2,9.0,"Valérie Bonneton, Kad Merad",,24112,,4867,les boules de noël,,,Comédie,2024,f25,77034,350,220,57  %,cinema/images/posters/A-2024-24112-20241123110154.jpg,,27/11/2024,Sony Pictures,Tous publics,"[{'id': '948', 'name': 'Valérie Bonneton', 'role': 'Rôle principal', 'character': 'Nathalie'}, {'id': '462', 'name': 'Kad Merad', 'role': 'Rôle principal', 'character': 'Antonin'}]","[{'name': 'Valérie Bonneton', 'moyenne': 839651}, {'name': 'Kad Merad', 'moyenne': 1302807}]"
5 enfants et moi,77079.0,289512,,Grande-Bretagne,Film familial,2004-10-20,Tous publics,Metropolitan,,,0,2,11.0,,,1172,,4866,5 enfants et moi,,,Film familial,2004,f26,77079,354,218,27  %,cinema/images/posters/5childrenandit.jpg,,20/10/2004,Metropolitan,Tous publics,,
pourquoi tu pleures ?,77089.0,167708,,France,Romance,2011-06-15,Tous publics,Le Pacte,,,0,2,10.0,Nicole Garcia,Emmanuelle Devos,12212,,4865,pourquoi tu pleures ?,,,Romance,2011,f25,77089,136,567,46  %,cinema/images/posters/12212-20110530090527.jpg,,15/06/2011,Le Pacte,Tous publics,"[{'id': '798', 'name': 'Nicole Garcia', 'role': 'Rôle principal', 'character': 'La Mère'}, {'id': '467', 'name': 'Emmanuelle Devos', 'role': 'Second rôle', 'character': 'La Soeur'}]","[{'name': 'Nicole Garcia', 'moyenne': 625202}, {'name': 'Emmanuelle Devos', 'moyenne': 250375}]"
"les choses qu’on dit, les choses qu’on fait",77092.0,280228,,France,Comédie dramatique,2020-09-16,Tous publics,Pyramide,,,0,5,4.0,Vincent Macaigne,Emilie Dequenne,20776,,4864,"les choses qu’on dit, les choses qu’on fait",,,Comédie dramatique,2020,f25,77092,294,262,28  %,cinema/images/posters/20776-20200920054703-0.jpg,,16/09/2020,Pyramide,Tous publics,"[{'id': '1047', 'name': 'Vincent Macaigne', 'role': 'Rôle principal', 'character': 'François'}, {'id': '459', 'name': 'Emilie Dequenne', 'role': 'Second rôle', 'character': 'Louise'}]","[{'name': 'Vincent Macaigne', 'moyenne': 200313}, {'name': 'Emilie Dequenne', 'moyenne': 399313}]"
love (et ses petits désastres),77338.0,160399,,France,Comédie,2007-04-25,Tous publics,EuropaCorp,,,0,1,10.0,,,91,,4857,love (et ses petits désastres),,,Comédie,2007,f25,77338,150,516,48  %,cinema/images/posters/p_5258.jpg,,25/04/2007,EuropaCorp,Tous publics,"[{'id': '276', 'name': 'Orlando Bloom', 'role': 'Apparition', 'character': 'Paolo Hollywood'}, {'id': '151', 'name': 'Gwyneth Paltrow', 'role': 'Apparition', 'character': 'Jack Hollywood'}]","[{'name': 'Orlando Bloom', 'moyenne': 2423195}, {'name': 'Gwyneth Paltrow', 'moyenne': 1178753}]"
gamer (2001),77778.0,87387,,France,Comédie,2001-03-21,Tous publics,Cinevia,,,0,1,12.0,,,12405,,4846,gamer (2001),,,Comédie,2001,f25,77778,270,288,89  %,cinema/images/posters/12405-20111008041028.jpg,,21/03/2001,Cinevia,Tous publics,,
qui c'est les plus forts ?,77422.0,165486,Charlotte De Turckheim,France,Comédie,2015-06-03,Tous publics,Wild Bunch,,,0,3,6.0,Alice Pol,,15270,853.0,4852,qui c'est les plus forts ?,Qui c'est les plus forts ?,Charlotte De Turckheim,Comédie,2015,f25,77422,339,228,47  %,cinema/images/posters/15270-20150523033013-0.jpg,663004.0,03/06/2015,Wild Bunch,Tous publics,"[{'id': '1017', 'name': 'Alice Pol', 'role': 'Rôle principal', 'character': 'Samantha'}]","[{'name': 'Alice Pol', 'moyenne': 719517}]"
cold blood legacy - la mémoire du sang,77596.0,111044,,France,Aventure - Action,2019-05-15,Tous publics,Paramount,,,0,2,8.0,Jean Reno,,19316,,4850,cold blood legacy - la mémoire du sang,,,Aventure - Action,2019,f25,77596,216,359,70  %,cinema/images/posters/19316-20190506044758-0.jpg,,15/05/2019,Paramount,Tous publics,"[{'id': '210', 'name': 'Jean Reno', 'role': 'Rôle principal', 'character': 'Henry'}]","[{'name': 'Jean Reno', 'moyenne': 1397999}]"
much loved,77921.0,275778,,Maroc,Comédie dramatique,2015-09-16,Moins de 12 ans,Pyramide,,,0,5,8.0,,,15435,,4842,much loved,,,Comédie dramatique,2015,,77921,113,690,28  %,cinema/images/posters/15435-20150914084648-0.jpg,,16/09/2015,Pyramide,,,
le fils de l'épicier,78001.0,382924,,France,Comédie,2007-08-15,Tous publics,Films du Losange,,,0,0,,,,9826,,4840,le fils de l'épicier,,,Comédie,2007,f25,78001,66,1182,20  %,cinema/images/posters/p_5438.jpg,,15/08/2007,Films du Losange,Tous publics,,
the crow (2024),78059.0,131740,,Etats-Unis,Fantasy,2024-08-21,Moins de 12 ans,Metropolitan,,,0,2,15.0,,,23804,,4839,the crow (2024),,,Fantasy,2024,f23,78059,394,198,59  %,cinema/images/posters/A-2024-23804-20240816060347.jpg,,21/08/2024,Metropolitan,,,
tout nous sourit,77699.0,149141,,France,Comédie,2021-10-20,Tous publics,UGC Distribution,,,0,2,12.0,Elsa Zylberstein,,20553,,4848,tout nous sourit,,,Comédie,2021,f25,77699,300,259,52  %,cinema/images/posters/20553-20210815081711-0.jpg,,20/10/2021,UGC Distribution,Tous publics,"[{'id': '923', 'name': 'Elsa Zylberstein', 'role': 'Rôle principal', 'character': 'Audrey'}]","[{'name': 'Elsa Zylberstein', 'moyenne': 352459}]"
selon matthieu,77770.0,208885,Xavier Beauvois,France,Drame,2001-01-10,Tous publics,Mars Distribution,,,0,4,10.0,"Nathalie Baye, Benoît Magimel",,2205,680.0,4847,selon matthieu,Selon Matthieu,Xavier Beauvois,Drame,2001,f25,77770,89,874,37  %,cinema/images/posters/selonmatthieu.jpg,620543.0,10/01/2001,Mars Distribution,Tous publics,"[{'id': '270', 'name': 'Nathalie Baye', 'role': 'Rôle principal', 'character': ''}, {'id': '53', 'name': 'Benoît Magimel', 'role': 'Rôle principal', 'character': ''}]","[{'name': 'Nathalie Baye', 'moyenne': 738247}, {'name': 'Benoît Magimel', 'moyenne': 593227}]"
le stratège,77846.0,109979,,Etats-Unis,Drame,2011-11-16,Tous publics,Sony Pictures,,,0,1,11.0,"Brad Pitt, Jonah Hill","Philip Seymour Hoffman, Chris Pratt, Robin Wright",12281,,4845,le stratège,,,Drame,2011,f23,77846,174,447,71  %,cinema/images/posters/12281-20110929100931.jpg,,16/11/2011,Sony Pictures,Tous publics,"[{'id': '56', 'name': 'Brad Pitt', 'role': 'Rôle principal', 'character': 'Billy Beane'}, {'id': '733', 'name': 'Jonah Hill', 'role': 'Rôle principal', 'character': 'Peter Brand'}, {'id': '285', 'name': 'Philip Seymour Hoffman', 'role': 'Second rôle', 'character': 'Art Howe'}, {'id': '840', 'name': 'Chris Pratt', 'role': 'Second rôle', 'character': 'Scott Hatteberg'}, {'id': '453', 'name': 'Robin Wright', 'role': 'Second rôle', 'character': 'Sharon'}]","[{'name': 'Brad Pitt', 'moyenne': 1326866}, {'name': 'Jonah Hill', 'moyenne': 519499}, {'name': 'Philip Seymour Hoffman', 'moyenne': 633872}, {'name': 'Chris Pratt', 'moyenne': 1973562}, {'name': 'Robin Wright', 'moyenne': 666646}]"
cette femme-là,77901.0,132207,Guillaume Nicloux,France,Thriller,2003-10-15,Moins de 12 ans,TFM Distribution,,,0,1,9.0,Josiane Balasko,,1579,522.0,4843,cette femme-là,Cette femme-là,Guillaume Nicloux,Thriller,2003,f25,77901,208,375,59  %,cinema/images/posters/femmela.jpg,216431.0,15/10/2003,TFM Distribution,,"[{'id': '171', 'name': 'Josiane Balasko', 'role': 'Rôle principal', 'character': ''}]","[{'name': 'Josiane Balasko', 'moyenne': 955503}]"
yo mama,78717.0,170438,,France,Comédie,2023-07-05,Tous publics,Gaumont,,,0,3,10.0,,,23014,,4820,yo mama,,,Comédie,2023,f25,78717,285,276,46  %,cinema/images/posters/A-2023-23014-20230706071830.jpg,,05/07/2023,Gaumont,Tous publics,,
et la fête continue !,78090.0,203878,Robert Guédiguian,France,Comédie dramatique,2023-11-15,Tous publics,Diaphana,,,0,4,8.0,Jean-Pierre Darroussin,,23239,446.0,4838,et la fête continue !,Et la fête continue !,Robert Guédiguian,Comédie dramatique,2023,f25,78090,193,405,38  %,cinema/images/posters/A-2023-23239-20231111014046.jpg,410710.0,15/11/2023,Diaphana,Tous publics,"[{'id': '204', 'name': 'Jean-Pierre Darroussin', 'role': 'Rôle principal', 'character': 'Henri'}]","[{'name': 'Jean-Pierre Darroussin', 'moyenne': 561478}]"
kursk,78122.0,118781,,Danemark,Drame,2018-11-07,Tous publics,EuropaCorp,,,0,2,12.0,"Colin Firth, Matthias Schoenaerts, Léa Seydoux",,18560,,4837,kursk,,,Drame,2018,f20.gif,78122,273,286,66  %,cinema/images/posters/18560-20181020120657-0.jpg,,07/11/2018,EuropaCorp,Tous publics,"[{'id': '491', 'name': 'Colin Firth', 'role': 'Rôle principal', 'character': 'Commodore David Russell'}, {'id': '839', 'name': 'Matthias Schoenaerts', 'role': 'Rôle principal', 'character': 'Mikhail Averin'}, {'id': '834', 'name': 'Léa Seydoux', 'role': 'Rôle principal', 'character': 'Tanya Averina'}]","[{'name': 'Colin Firth', 'moyenne': 729197}, {'name': 'Matthias Schoenaerts', 'moyenne': 257126}, {'name': 'Léa Seydoux', 'moyenne': 875598}]"
vendredi 13 (2009),78164.0,129477,,Etats-Unis,Horreur,2009-02-11,Moins de 12 ans,Paramount,,,0,2,14.0,,,10389,,4836,vendredi 13 (2009),,,Horreur,2009,f23,78164,173,452,60  %,cinema/images/posters/np_10389.jpg,,11/02/2009,Paramount,,,
jacky au royaume des filles,78636.0,109956,,France,Comédie,2014-01-29,Tous publics,Pathé,,,0,1,12.0,"Charlotte Gainsbourg, Vincent Lacoste","Valérie Bonneton, Didier Bourdon",13842,,4822,jacky au royaume des filles,,,Comédie,2014,f25,78636,201,391,72  %,cinema/images/posters/13842-20131227051255.jpg,,29/01/2014,Pathé,Tous publics,"[{'id': '374', 'name': 'Charlotte Gainsbourg', 'role': 'Rôle principal', 'character': 'la Colonelle'}, {'id': '866', 'name': 'Vincent Lacoste', 'role': 'Rôle principal', 'character': 'Jacky'}, {'id': '948', 'name': 'Valérie Bonneton', 'role': 'Second rôle', 'character': 'La chérife'}, {'id': '380', 'name': 'Didier Bourdon', 'role': 'Second rôle', 'character': 'Brunu'}]","[{'name': 'Charlotte Gainsbourg', 'moyenne': 601736}, {'name': 'Vincent Lacoste', 'moyenne': 603666}, {'name': 'Valérie Bonneton', 'moyenne': 839651}, {'name': 'Didier Bourdon', 'moyenne': 1125223}]"
les zintrus,78821.0,106712,,Etats-Unis,Fantasy,2009-10-28,Tous publics,20th Century Fox,,,0,2,13.0,,,10844,,4813,les zintrus,,,Fantasy,2009,f23,78821,210,375,74  %,cinema/images/posters/10844-20090909090928.jpg,,28/10/2009,20th Century Fox,Tous publics,,
wolf man,78697.0,137742,,Etats-Unis,Horreur,2025-01-15,Moins de 12 ans,Universal,,,0,2,10.0,,,24363,,4821,wolf man,,,Horreur,2025,f23,78697,345,228,57  %,cinema/images/posters/A-2025-24363-20250103103445.jpg,,15/01/2025,Universal,,,
jusqu'au bout du monde (2024),78777.0,185326,,Mexique,Western,2024-05-01,Tous publics,Metropolitan,,,0,4,14.0,Viggo Mortensen,,23670,,4819,jusqu'au bout du monde (2024),,,Western,2024,f37,78777,257,307,43  %,cinema/images/posters/A-2024-23670-20240410113355.jpg,,01/05/2024,Metropolitan,Tous publics,"[{'id': '355', 'name': 'Viggo Mortensen', 'role': 'Rôle principal', 'character': 'Holger Olsen'}]","[{'name': 'Viggo Mortensen', 'moyenne': 860544}]"
under the silver lake,78781.0,206714,,Etats-Unis,Thriller,2018-08-08,Tous publics,Le Pacte,,,0,3,11.0,Andrew Garfield,,18034,,4818,under the silver lake,,,Thriller,2018,f23,78781,160,492,38  %,cinema/images/posters/18034-20180802033543-0.jpg,,08/08/2018,Le Pacte,Tous publics,"[{'id': '898', 'name': 'Andrew Garfield', 'role': 'Rôle principal', 'character': 'Sam'}]","[{'name': 'Andrew Garfield', 'moyenne': 1197757}]"
tombés du camion,78789.0,136078,,France,Comédie dramatique,2024-02-28,Tous publics,Zinc,,,0,2,9.0,"Valérie Bonneton, Patrick Timsit",,23533,,4817,tombés du camion,,,Comédie dramatique,2024,f25,78789,317,249,58  %,cinema/images/posters/A-2024-23533-20240120035306.jpg,,28/02/2024,Zinc,Tous publics,"[{'id': '948', 'name': 'Valérie Bonneton', 'role': 'Rôle principal', 'character': 'Françoise'}, {'id': '928', 'name': 'Patrick Timsit', 'role': 'Rôle principal', 'character': 'Stan'}]","[{'name': 'Valérie Bonneton', 'moyenne': 839651}, {'name': 'Patrick Timsit', 'moyenne': 1003005}]"
magnolia,78808.0,319914,Paul Thomas Anderson,Etats-Unis,Drame,2000-03-01,Tous publics,Metropolitan,,,0,2,9.0,"Tom Cruise, John C. Reilly, Julianne Moore","William H. Macy, Philip Seymour Hoffman",2798,508.0,4815,magnolia,Magnolia,Paul Thomas Anderson,Drame,2000,f23,78808,0,0,25  %,cinema/images/posters/magnolia.jpg,284435.0,01/03/2000,Metropolitan,Tous publics,"[{'id': '97', 'name': 'Tom Cruise', 'role': 'Rôle principal', 'character': 'Frank T.J. Mackey'}, {'id': '811', 'name': 'John C. Reilly', 'role': 'Rôle principal', 'character': 'Jim Kurring'}, {'id': '200', 'name': 'Julianne Moore', 'role': 'Rôle principal', 'character': ''}, {'id': '427', 'name': 'William H. Macy', 'role': 'Second rôle', 'character': 'Donnie Smith'}, {'id': '285', 'name': 'Philip Seymour Hoffman', 'role': 'Second rôle', 'character': 'Phil Pharma'}]","[{'name': 'Tom Cruise', 'moyenne': 1742496}, {'name': 'John C. Reilly', 'moyenne': 471670}, {'name': 'Julianne Moore', 'moyenne': 577795}, {'name': 'William H. Macy', 'moyenne': 348926}, {'name': 'Philip Seymour Hoffman', 'moyenne': 633872}]"
a single man,78831.0,165061,,Etats-Unis,Drame,2010-02-24,Tous publics,Mars Distribution,,,0,2,18.0,"Colin Firth, Julianne Moore",,10972,,4812,a single man,,,Drame,2010,f23,78831,65,1213,48  %,cinema/images/posters/10972-20091207081213.jpg,,24/02/2010,Mars Distribution,Tous publics,"[{'id': '491', 'name': 'Colin Firth', 'role': 'Rôle principal', 'character': 'George'}, {'id': '200', 'name': 'Julianne Moore', 'role': 'Rôle principal', 'character': 'Charley'}]","[{'name': 'Colin Firth', 'moyenne': 729197}, {'name': 'Julianne Moore', 'moyenne': 577795}]"
la femme de tchaïkovski,79463.0,172712,,Russie,Drame,2023-02-15,Tous publics,Bac Films,,,0,3,11.0,,,22705,,4795,la femme de tchaïkovski,,,Drame,2023,f47,79463,145,548,46  %,cinema/images/posters/22705-20230216061230-0.jpg,,15/02/2023,Bac Films,Tous publics,,
cher john,78863.0,109441,Lasse Hallstrom,Etats-Unis,Romance,2010-03-31,Tous publics,Metropolitan,,,0,2,11.0,Channing Tatum,,11142,526.0,4811,cher john,Dear John,Lasse Hallstrom,Romance,2010,f23,78863,243,325,72  %,cinema/images/posters/11142-20100301110304.jpg,184034.0,31/03/2010,Metropolitan,Tous publics,"[{'id': '780', 'name': 'Channing Tatum', 'role': 'Rôle principal', 'character': 'John Tyree'}]","[{'name': 'Channing Tatum', 'moyenne': 602867}]"
les passagers de la nuit (2022),78880.0,200776,,France,Drame,2022-05-04,Tous publics,Pyramide,,,0,4,9.0,Charlotte Gainsbourg,Emmanuelle Béart,21951,,4810,les passagers de la nuit (2022),,,Drame,2022,f25,78880,236,334,39  %,cinema/images/posters/21951-20220501120452-0.jpg,,04/05/2022,Pyramide,Tous publics,"[{'id': '374', 'name': 'Charlotte Gainsbourg', 'role': 'Rôle principal', 'character': 'Elisabeth'}, {'id': '118', 'name': 'Emmanuelle Béart', 'role': 'Second rôle', 'character': 'Vanda Dorval'}]","[{'name': 'Charlotte Gainsbourg', 'moyenne': 601736}, {'name': 'Emmanuelle Béart', 'moyenne': 665732}]"
l'incroyable histoire de winter le dauphin,78953.0,167251,,Etats-Unis,Film familial,2011-11-02,Tous publics,Warner Bros.,,,0,2,14.0,"Morgan Freeman, Ashley Judd",,12267,,4809,l'incroyable histoire de winter le dauphin,,,Film familial,2011,f23,78953,245,322,47  %,cinema/images/posters/12267-20110715070720.jpg,,02/11/2011,Warner Bros.,Tous publics,"[{'id': '253', 'name': 'Morgan Freeman', 'role': 'Rôle principal', 'character': 'Dr. McCarthy'}, {'id': '15', 'name': 'Ashley Judd', 'role': 'Rôle principal', 'character': 'Lorraine Nelson'}]","[{'name': 'Morgan Freeman', 'moyenne': 1025955}, {'name': 'Ashley Judd', 'moyenne': 424981}]"
possession (2002),79029.0,111852,Neil LaBute,Etats-Unis,Romance,2002-09-04,Tous publics,Warner Bros.,,,0,1,10.0,"Gwyneth Paltrow, Aaron Eckhart",,1915,556.0,4808,possession (2002),Possession (2002),Neil LaBute,Romance,2002,f23,79029,253,312,71  %,cinema/images/posters/possession02.jpg,125537.0,04/09/2002,Warner Bros.,Tous publics,"[{'id': '151', 'name': 'Gwyneth Paltrow', 'role': 'Rôle principal', 'character': 'Maud Bailey'}, {'id': '557', 'name': 'Aaron Eckhart', 'role': 'Rôle principal', 'character': 'Roland Michell'}]","[{'name': 'Gwyneth Paltrow', 'moyenne': 1178753}, {'name': 'Aaron Eckhart', 'moyenne': 612496}]"
coast guards,79041.0,177087,Andrew Davis,Etats-Unis,Aventure - Action,2006-12-20,Tous publics,SND,,,0,0,,"Kevin Costner, Ashton Kutcher",,484,389.0,4807,coast guards,The Guardian (2006),Andrew Davis,Aventure - Action,2006,f23,79041,235,336,45  %,cinema/images/posters/guardian06.jpg,674597.0,20/12/2006,SND,Tous publics,"[{'id': '219', 'name': 'Kevin Costner', 'role': 'Rôle principal', 'character': 'Ben Randall'}, {'id': '16', 'name': 'Ashton Kutcher', 'role': 'Rôle principal', 'character': 'Jake Fischer'}]","[{'name': 'Kevin Costner', 'moyenne': 1006499}, {'name': 'Ashton Kutcher', 'moyenne': 381500}]"
saint-ex,79063.0,189937,,France,Drame,2024-12-11,Tous publics,Studiocanal,,,0,3,9.0,"Vincent Cassel, Diane Kruger",,24138,,4806,saint-ex,,,Drame,2024,f25,79063,312,253,42  %,cinema/images/posters/A-2024-24138-20241110072625.jpg,,11/12/2024,Studiocanal,Tous publics,"[{'id': '349', 'name': 'Vincent Cassel', 'role': 'Rôle principal', 'character': 'Henri Guillaumet'}, {'id': '455', 'name': 'Diane Kruger', 'role': 'Rôle principal', 'character': 'Noëlle Guillaumet'}]","[{'name': 'Vincent Cassel', 'moyenne': 940708}, {'name': 'Diane Kruger', 'moyenne': 700049}]"
le royaume des abysses,79728.0,174865,,Chine,Animation,2024-02-21,Tous publics,KMBO,,,0,2,14.0,,,22647,,4789,le royaume des abysses,,,Animation,2024,f16,79728,324,246,46  %,cinema/images/posters/A-2023-22647-20240106063246.jpg,,21/02/2024,KMBO,Tous publics,,
une blonde en cavale,79075.0,137371,,Etats-Unis,Comédie,2000-10-04,Tous publics,Capitol Films,,,0,2,8.0,Sharon Stone,,2549,,4805,une blonde en cavale,,,Comédie,2000,f23,79075,156,507,58  %,cinema/images/posters/beautifuljoe.jpg,,04/10/2000,Capitol Films,Tous publics,"[{'id': '335', 'name': 'Sharon Stone', 'role': 'Rôle principal', 'character': 'Hush (Alice) Mason'}]","[{'name': 'Sharon Stone', 'moyenne': 705446}]"
j'ai toujours rêvé d'être un gangster,79238.0,241015,,France,Thriller,2008-03-26,Tous publics,Mars Distribution,,,0,1,10.0,Edouard Baer,Jean Rochefort,9897,,4804,j'ai toujours rêvé d'être un gangster,,,Thriller,2008,f25,79238,76,1043,33  %,cinema/images/posters/p_5592.jpg,,26/03/2008,Mars Distribution,Tous publics,"[{'id': '415', 'name': 'Edouard Baer', 'role': 'Rôle principal', 'character': 'Le braqueur'}, {'id': '475', 'name': 'Jean Rochefort', 'role': 'Second rôle', 'character': 'Jean'}]","[{'name': 'Edouard Baer', 'moyenne': 765735}, {'name': 'Jean Rochefort', 'moyenne': 915380}]"
valley of love,79429.0,196727,Guillaume Nicloux,France,Drame,2015-06-17,Tous publics,Le Pacte,,,0,3,8.0,"Gérard Depardieu, Isabelle Huppert",,15271,522.0,4796,valley of love,Valley of Love,Guillaume Nicloux,Drame,2015,f25,79429,191,416,40  %,cinema/images/posters/15271-20150523033547-0.jpg,216431.0,17/06/2015,Le Pacte,Tous publics,"[{'id': '142', 'name': 'Gérard Depardieu', 'role': 'Rôle principal', 'character': 'Gérard'}, {'id': '165', 'name': 'Isabelle Huppert', 'role': 'Rôle principal', 'character': 'Isabelle'}]","[{'name': 'Gérard Depardieu', 'moyenne': 1310040}, {'name': 'Isabelle Huppert', 'moyenne': 444111}]"
wadjda,79741.0,460926,,Arabie Saoudite,Comédie dramatique,2013-02-06,Tous publics,Pretty Pictures,,,0,7,10.0,,,13400,,4787,wadjda,,,Comédie dramatique,2013,f67.png,79741,82,972,17  %,cinema/images/posters/13400-20130207060206.jpg,,06/02/2013,Pretty Pictures,Tous publics,,
la tortue rouge,79745.0,379306,,Belgique,Animation,2016-06-29,Tous publics,Wild Bunch,,,0,6,9.0,,,15906,,4786,la tortue rouge,,,Animation,2016,f8,79745,149,535,21  %,cinema/images/posters/15906-20160627082201-0.jpg,,29/06/2016,Wild Bunch,Tous publics,,
"american party - van wilder, relations publiques",79533.0,190412,,Etats-Unis,Comédie,2003-07-09,Tous publics,Metropolitan,,,0,3,5.0,Ryan Reynolds,,1882,,4794,"american party - van wilder, relations publiques",,,Comédie,2003,f23,79533,209,381,42  %,cinema/images/posters/vanwilder.jpg,,09/07/2003,Metropolitan,Tous publics,"[{'id': '679', 'name': 'Ryan Reynolds', 'role': 'Rôle principal', 'character': 'Van Wilder'}]","[{'name': 'Ryan Reynolds', 'moyenne': 855619}]"
l'année du requin,79534.0,140320,,France,Comédie,2022-08-03,Tous publics,The Jokers / Les Bookmakers,,,0,2,8.0,"Marina Foïs, Kad Merad",,22123,,4793,l'année du requin,,,Comédie,2022,f25,79534,495,161,57  %,cinema/images/posters/22123-20220703104437-0.jpg,,03/08/2022,The Jokers / Les Bookmakers,Tous publics,"[{'id': '900', 'name': 'Marina Foïs', 'role': 'Rôle principal', 'character': 'Maya'}, {'id': '462', 'name': 'Kad Merad', 'role': 'Rôle principal', 'character': 'Thierry'}]","[{'name': 'Marina Foïs', 'moyenne': 775638}, {'name': 'Kad Merad', 'moyenne': 1302807}]"
le seigneur des anneaux : la guerre des rohirrim,79839.0,127542,,Etats-Unis,Animation,2024-12-11,Tous publics,Warner Bros.,,,0,1,8.0,,,23126,,4783,le seigneur des anneaux : la guerre des rohirrim,,,Animation,2024,f23,79839,416,192,63  %,cinema/images/posters/A-2024-23126-20241110070836.jpg,,11/12/2024,Warner Bros.,Tous publics,,
the foreigner,79546.0,140213,Martin Campbell,Chine,Aventure - Action,2017-11-08,Tous publics,Metropolitan,,,0,2,14.0,"Pierce Brosnan, Jackie Chan",,17358,243.0,4791,the foreigner,The Foreigner,Martin Campbell,Aventure - Action,2017,f16,79546,121,657,57  %,cinema/images/posters/17358-20171007051055-0.jpg,1519957.0,08/11/2017,Metropolitan,Tous publics,"[{'id': '279', 'name': 'Pierce Brosnan', 'role': 'Rôle principal', 'character': 'Liam Hennessy'}, {'id': '177', 'name': 'Jackie Chan', 'role': 'Rôle principal', 'character': 'Quan'}]","[{'name': 'Pierce Brosnan', 'moyenne': 942816}, {'name': 'Jackie Chan', 'moyenne': 726018}]"
