Titre,Démarrage,Entrées totales,Réalisateur,Pays,Genre,Date de sortie,Classification,Distributeur,Rang toutes exploitations,Rang général,Nb 1ère places hebdo,Nb semaines Top20,Meilleure place hebdo,Acteur principal,Acteur secondaire
tigre et dragon,501 743,1 806 197,Ang Lee,Chine,Aventure - Action,04/10/2000,Tous publics,Warner Bros.,2 041,2 059,0,6,2,Yun-Fat Chow,
les femmes du 6e étage,502 481,2 213 187,,France,Comédie,16/02/2011,Tous publics,SND,1 508,1 520,0,9,3,"Sandrine Kiberlain, Fabrice Luchini",
speed 2,503 700,1 134 913,Jan De Bont,Etats-Unis,Aventure - Action,23/07/1997,Tous publics,UFD,3 549,3 579,2,5,1,"Sandra Bullock, Willem Dafoe",
sully,505 048,1 178 535,Clint Eastwood,Etats-Unis,Drame,30/11/2016,Tous publics,Warner Bros.,3 397,3 425,0,5,3,Tom Hanks,Aaron Eckhart
"tanguy, le retour",486 634,1 027 447,Etienne Chatiliez,France,Comédie,10/04/2019,Tous publics,SND,3 902,3 932,1,6,1,"Sabine Azéma, André Dussollier",
alvin et les chipmunks - a fond la caisse,488 106,1 799 931,,Etats-Unis,Film familial,03/02/2016,Tous publics,20th Century Fox,2 051,2 069,0,5,3,,
mauvais esprit,489 107,1 106 439,,France,Comédie,05/11/2003,Tous publics,Pathé,3 638,3 667,0,5,3,Thierry Lhermitte,
jack reacher 2,489 442,926 882,Edward Zwick,Etats-Unis,Thriller,19/10/2016,Tous publics,Paramount,4 274,4 311,0,3,4,Tom Cruise,
pulp fiction,474 930,2 864 640,Quentin Tarantino,Etats-Unis,Drame,26/10/1994,Moins de 12 ans,Bac Films,951,954,1,11,1,"Bruce Willis, John Travolta, Samuel L. Jackson, Uma Thurman",Harvey Keitel
panic room,475 014,1 324 402,David Fincher,Etats-Unis,Aventure - Action,24/04/2002,Moins de 12 ans,Columbia,2 967,2 991,1,6,1,"Jodie Foster, Jared Leto, Kristen Stewart, Forest Whitaker",
tron l'héritage,475 032,1 215 956,Joseph Kosinski,Etats-Unis,Science Fiction,09/02/2011,Tous publics,Walt Disney Pictures,3 280,3 306,0,4,4,Jeff Bridges,
divergente,475 291,1 492 110,,Etats-Unis,Science Fiction,09/04/2014,Tous publics,SND,2 587,2 611,0,7,3,,Kate Winslet
l'immortel,475 510,1 129 959,Richard Berry,France,Thriller,24/03/2010,Moins de 12 ans,EuropaCorp,3 565,3 595,0,5,3,"Marina Foïs, Kad Merad, Jean Reno","Richard Berry, Jean-Pierre Darroussin"
john carter,475 960,1 021 013,Andrew Stanton,Etats-Unis,Science Fiction,07/03/2012,Tous publics,Walt Disney Pictures,3 930,3 960,0,4,2,,"Bryan Cranston, Willem Dafoe"
pentagon papers,476 134,1 338 048,Steven Spielberg,Etats-Unis,Drame,24/01/2018,Tous publics,Universal,2 932,2 956,1,5,1,"Tom Hanks, Meryl Streep",
joyeuse retraite !,477 116,1 259 687,,France,Comédie,20/11/2019,Tous publics,SND,3 140,3 165,0,6,3,"Michèle Laroque, Thierry Lhermitte",
traffic,477 351,1 938 732,Steven Soderbergh,Etats-Unis,Drame,07/03/2001,Tous publics,Bac Films,1 835,1 852,0,9,2,"Michael Douglas, Benicio Del Toro, Catherine Zeta Jones","Don Cheadle, Dennis Quaid"
sleepers,464 884,1 762 652,Barry Levinson,Etats-Unis,Drame,30/10/1996,Moins de 12 ans,Polygram,2 105,2 125,0,6,2,"Robert De Niro, Kevin Bacon, Dustin Hoffman, Minnie Driver",Brad Pitt
get out,465 265,1 145 664,,Etats-Unis,Horreur,03/05/2017,Moins de 12 ans,Universal,3 511,3 540,0,8,2,,
scooby-doo 2: les monstres se déchaînent,465 406,1 393 180,Raja Gosnell,Etats-Unis,Film familial,07/04/2004,Tous publics,Warner Bros.,2 805,2 830,0,7,3,Sarah Michelle Gellar,
prédictions,465 607,1 401 915,Alex Proyas,Etats-Unis,Science Fiction,01/04/2009,Tous publics,SND,2 786,2 812,0,6,2,Nicolas Cage,Rose Byrne
la pat’ patrouille - le film,459 566,1 458 977,,Etats-Unis,Animation,11/08/2021,Tous publics,Paramount,2 667,2 692,1,9,1,,
le renard et l'enfant,466 488,2 499 137,Luc Jacquet,France,Film familial,12/12/2007,Tous publics,Walt Disney Pictures,1 214,1 218,0,7,2,,
drive,467 609,1 580 623,,Etats-Unis,Aventure - Action,05/10/2011,Moins de 12 ans,Le Pacte,2 423,2 444,0,7,2,Ryan Gosling,"Bryan Cranston, Ron Perlman"
la première étoile,456 914,1 647 603,Jean-Baptiste Lucien,France,Comédie,25/03/2009,Tous publics,Mars Distribution,2 303,2 324,0,9,2,Jean-Baptiste Lucien,
le prince oublié,457 031,921 200,Michel Hazanavicius,France,Film familial,12/02/2020,Tous publics,Pathé,4 298,4 335,0,4,2,"Bérénice Bejo, François Damiens, Omar Sy",
un secret,458 730,1 691 907,Claude Miller,France,Drame,03/10/2007,Tous publics,UGC Distribution,2 227,2 248,2,5,1,"Patrick Bruel, Cécile De France, Ludivine Sagnier","Mathieu Amalric, Julie Depardieu"
chronicle,458 842,1 020 366,,Etats-Unis,Fantasy,22/02/2012,Tous publics,20th Century Fox,3 933,3 963,1,5,1,Michael B. Jordan,
poly,458 929,604 853,Nicolas Vanier,France,Film familial,21/10/2020,Tous publics,SND,5 886,5 928,0,3,4,François Cluzet,Patrick Timsit
resident evil: apocalypse,459 152,990 268,,Etats-Unis,Aventure - Action,06/10/2004,Moins de 12 ans,Metropolitan,4 056,4 092,0,4,2,Milla Jovovich,
starship troopers,459 531,964 630,Paul Verhoeven,Etats-Unis,Science Fiction,21/01/1998,Moins de 12 ans,GBVI,4 133,4 170,0,4,2,Denise Richards,
hotel transylvanie 2,459 772,2 301 547,,Etats-Unis,Animation,07/10/2015,Tous publics,Sony Pictures,1 415,1 423,0,8,2,,
un monde parfait,459 900,3 148 826,Clint Eastwood,Etats-Unis,Thriller,15/12/1993,Tous publics,Warner Bros.,775,775,0,7,2,"Kevin Costner, Clint Eastwood",
la marche de l'empereur,447 512,1 913 682,Luc Jacquet,France,Documentaire,26/01/2005,Tous publics,Walt Disney Pictures,1 865,1 882,0,7,2,,
ong bak,440 495,967 824,,Thaïlande,Aventure - Action,07/04/2004,Moins de 12 ans,EuropaCorp,4 120,4 156,0,4,5,,
mr-73,448 334,909 949,Olivier Marchal,France,Thriller,12/03/2008,Moins de 12 ans,Gaumont,4 335,4 372,0,3,3,Daniel Auteuil,
le chant du loup,448 755,1 548 510,,France,Drame,20/02/2019,Tous publics,Pathé,2 479,2 500,0,8,4,"François Civil, Mathieu Kassovitz, Reda Kateb, Omar Sy",
godzilla x kong : le nouvel empire,442 704,1 182 733,,Etats-Unis,Fantasy,03/04/2024,Tous publics,Warner Bros.,3 384,3 412,1,6,1,,
incognito,450 026,1 250 138,,France,Comédie,29/04/2009,Tous publics,Pathé,3 161,3 186,0,6,2,Franck Dubosc,"François Damiens, Yolande Moreau"
shazam!,442 839,1 075 884,,Etats-Unis,Comicbook,03/04/2019,Tous publics,Warner Bros.,3 738,3 766,0,5,2,,
xxx : reactivated,450 091,927 991,D.J. Caruso,Etats-Unis,Aventure - Action,18/01/2017,Tous publics,Paramount,4 268,4 305,0,4,2,Vin Diesel,"Toni Collette, Ice Cube, Samuel L. Jackson"
volcano,450 126,1 021 343,,Etats-Unis,Catastrophe,27/08/1997,Tous publics,UFD,3 926,3 956,0,3,2,"Anne Heche, Tommy Lee Jones",Don Cheadle
le transporteur 2,440 512,1 230 444,Louis Leterrier,France,Aventure - Action,03/08/2005,Tous publics,EuropaCorp,3 228,3 254,0,6,2,Jason Statham,François Berléand
time out,441 450,1 099 016,Andrew Niccol,Etats-Unis,Science Fiction,23/11/2011,Tous publics,20th Century Fox,3 666,3 695,0,6,3,Justin Timberlake,Cillian Murphy
o'brother,442 253,1 499 393,Joel Coen,Etats-Unis,Comédie,30/08/2000,Tous publics,Bac Films,2 573,2 597,0,8,2,George Clooney,Holly Hunter
les incognitos,442 565,1 130 584,,Etats-Unis,Animation,25/12/2019,Tous publics,20th Century Fox,3 561,3 591,0,7,4,,
the patriot - le chemin de la liberté,442 823,1 160 975,Roland Emmerich,Etats-Unis,Aventure - Action,12/07/2000,Tous publics,Columbia,3 462,3 491,0,7,2,"Mel Gibson, Heath Ledger",
lolo,443 169,906 840,,France,Comédie,28/10/2015,Tous publics,Mars Distribution,4 345,4 382,0,5,3,"Dany Boon, Vincent Lacoste, Karin Viard",
1 chance sur 2,430 015,1 056 810,Patrice Leconte,France,Aventure - Action,25/03/1998,Tous publics,UFD,3 799,3 828,0,3,2,"Jean-Paul Belmondo, Vanessa Paradis, Alain Delon",
sin city,430 479,1 261 533,Robert Rodriguez,Etats-Unis,Comicbook,01/06/2005,Moins de 12 ans,Pan-Européenne,3 137,3 162,0,6,2,"Bruce Willis, Benicio Del Toro, Jessica Alba, Clive Owen","Mickey Rourke, Josh Hartnett"
hantise,430 531,1 062 781,Jan De Bont,Etats-Unis,Horreur,27/10/1999,Tous publics,UIP,3 783,3 812,0,4,4,"Liam Neeson, Owen Wilson, Catherine Zeta Jones",
azur et asmar,430 753,1 773 341,Michel Ocelot,France,Animation,25/10/2006,Tous publics,Diaphana,2 089,2 109,0,8,2,,
"batman, le défi",431 247,1 243 471,Tim Burton,Etats-Unis,Comicbook,15/07/1992,Tous publics,Warner Bros.,3 181,3 206,0,0,-,"Michelle Pfeiffer, Danny DeVito, Michael Keaton",Christopher Walken
tu veux ou tu veux pas,431 620,1 059 794,Tonie Marshall,France,Comédie,01/10/2014,Tous publics,Warner Bros.,3 791,3 820,1,5,1,"Patrick Bruel, Sophie Marceau",
les schtroumpfs et le village perdu,431 955,1 798 262,,Etats-Unis,Animation,05/04/2017,Tous publics,Sony Pictures,2 053,2 071,0,10,3,,
neuilly sa mère !,432 722,2 517 140,,France,Comédie,12/08/2009,Tous publics,TFM Distribution,1 194,1 198,0,12,2,Denis Podalydès,"Josiane Balasko, Ramzy Bedia, François-Xavier Demaison, Valérie Lemercier"
star trek into darkness,433 073,879 931,J.J. Abrams,Etats-Unis,Science Fiction,12/06/2013,Tous publics,Paramount,4 436,4 473,1,5,1,"Chris Pine, Benedict Cumberbatch",Simon Pegg
planes,433 188,1 674 843,,Etats-Unis,Animation,09/10/2013,Tous publics,Walt Disney Pictures,2 260,2 281,1,6,1,,
paddington 2,420 344,1 873 918,,Grande-Bretagne,Film familial,06/12/2017,Tous publics,Studiocanal,1 935,1 951,0,7,3,,"Brendan Gleeson, Hugh Grant"
le chacal,420 487,1 148 915,Michaël Caton-Jones,Etats-Unis,Aventure - Action,28/01/1998,Tous publics,UFD,3 501,3 530,0,5,2,"Richard Gere, Bruce Willis",Jack Black
fourmiz,421 717,1 529 819,,Etats-Unis,Animation,11/11/1998,Tous publics,UIP,2 517,2 538,0,10,3,,
rebelles,422 241,925 503,,France,Comédie,13/03/2019,Tous publics,Le Pacte,4 279,4 316,0,5,2,"Cécile De France, Yolande Moreau",
the dictator,411 656,877 450,,Etats-Unis,Comédie,20/06/2012,Tous publics,20th Century Fox,4 447,4 484,0,5,3,"Sacha Baron Cohen, Anna Faris",
birds of prey et la fabuleuse histoire de harley quinn,412 178,1 047 460,,Etats-Unis,Comicbook,05/02/2020,Moins de 12 ans,Warner Bros.,3 837,3 867,0,5,2,Margot Robbie,Ewan McGregor
le brio,412 414,1 114 497,Yvan Attal,France,Comédie,22/11/2017,Tous publics,Pathé,3 608,3 638,0,5,2,Daniel Auteuil,
"street fighter, l'ultime combat",412 978,1 150 377,,Etats-Unis,Aventure - Action,12/04/1995,Tous publics,Columbia,3 495,3 524,0,3,2,Jean-Claude Van Damme,
epic : la bataille du royaume secret,413 571,1 211 919,Chris Wedge,Etats-Unis,Animation,22/05/2013,Tous publics,20th Century Fox,3 294,3 320,0,7,2,,
sliver,413 786,1 288 517,Philip Noyce,Etats-Unis,Thriller,25/08/1993,Moins de 12 ans,UIP,3 070,3 095,0,5,3,Sharon Stone,
halloween (2018),413 854,843 769,,Etats-Unis,Horreur,24/10/2018,Moins de 12 ans,Universal,4 587,4 626,0,4,5,Jamie Lee Curtis,
"blueberry, l'expérience interdite",413 940,765 897,Jan Kounen,France,Western,11/02/2004,Tous publics,UFD,4 972,5 012,0,3,4,Vincent Cassel,
marie-antoinette,403 555,1 223 207,Sofia Coppola,Etats-Unis,Drame,24/05/2006,Tous publics,Pathé,3 253,3 279,0,7,4,Kirsten Dunst,
halal police d'etat,403 883,793 296,,France,Comédie,16/02/2011,Tous publics,EuropaCorp,4 834,4 873,0,4,6,"Ramzy Bedia, Eric Judor",
amis publics,404 366,758 693,,France,Comédie,17/02/2016,Tous publics,La Belle Company,5 009,5 049,0,3,4,"Kev Adams, Vincent Elbaz",
le robot sauvage,395 356,1 812 999,,Etats-Unis,Animation,09/10/2024,Tous publics,Universal,2 025,2 043,1,8,1,,
resident evil : afterlife 3d,404 807,911 560,Paul W.S. Anderson,Etats-Unis,Aventure - Action,22/09/2010,Tous publics,Metropolitan,4 328,4 365,0,6,2,Milla Jovovich,
juste la fin du monde,405 031,1 058 503,Xavier Dolan,France,Drame,21/09/2016,Tous publics,Diaphana,3 795,3 824,1,5,1,"Nathalie Baye, Vincent Cassel, Marion Cotillard, Léa Seydoux, Gaspard Ulliel",
l'associé du diable,393 335,1 304 042,,Etats-Unis,Thriller,14/01/1998,Tous publics,Warner Bros.,3 024,3 048,0,6,2,"Keanu Reeves, Al Pacino",Charlize Theron
contagion,394 179,686 151,Steven Soderbergh,Etats-Unis,Aventure - Action,09/11/2011,Tous publics,Warner Bros.,5 382,5 423,0,3,3,"Marion Cotillard, Matt Damon, Laurence Fishburne, Jude Law","Bryan Cranston, Gwyneth Paltrow, Kate Winslet"
air force one,394 197,941 216,Wolfgang Petersen,Etats-Unis,Aventure - Action,01/10/1997,Tous publics,GBVI,4 220,4 257,0,4,2,"Harrison Ford, Glenn Close",William H. Macy
sex friends,395 113,943 569,Ivan Reitman,Etats-Unis,Romance,16/02/2011,Tous publics,Paramount,4 213,4 250,0,5,7,"Ashton Kutcher, Natalie Portman",Kevin Kline
casper,395 424,2 224 232,Brad Silberling,Etats-Unis,Film familial,04/10/1995,Tous publics,UIP,1 496,1 507,0,6,2,"Bill Pullman, Christina Ricci",
"microcosmos, le peuple de l'herbe",396 786,3 379 369,,France,Documentaire,20/11/1996,Tous publics,Bac Films,680,677,1,11,1,,
bad teacher,397 304,986 216,,Etats-Unis,Comédie,27/07/2011,Tous publics,Sony Pictures,4 065,4 101,0,5,3,"Cameron Diaz, Jason Segel, Justin Timberlake",
un amour de sorcière,386 351,952 194,,France,Comédie,19/03/1997,Tous publics,UFD,4 181,4 218,0,2,2,"Vanessa Paradis, Jean Reno",
tout ce qui brille,386 771,1 420 183,,France,Comédie,24/03/2010,Tous publics,Pathé,2 748,2 773,0,9,5,"Leïla Bekhti, Géraldine Nakache","Virginie Ledoyen, Manu Payet"
in & out,387 470,1 221 231,Frank Oz,Etats-Unis,Comédie,25/02/1998,Tous publics,UIP,3 261,3 287,0,5,3,,Matt Dillon
paranormal activity 3,387 586,807 464,,Etats-Unis,Horreur,19/10/2011,Tous publics,Paramount,4 756,4 795,0,4,5,,
notre-dame brûle,388 293,814 706,Jean-Jacques Annaud,France,Drame,16/03/2022,Tous publics,Pathé,4 717,4 756,0,6,2,,
jerry maguire,388 654,973 575,Cameron Crowe,Etats-Unis,Romance,05/03/1997,Tous publics,Columbia,4 106,4 142,0,4,2,"Tom Cruise, Renee Zellweger, Cuba Gooding Jr.",
snoopy et les peanuts - le film,379 429,829 536,,Etats-Unis,Animation,23/12/2015,Tous publics,20th Century Fox,4 655,4 694,0,5,6,,
the flash,388 700,855 680,,Etats-Unis,Comicbook,14/06/2023,Tous publics,Warner Bros.,4 538,4 575,1,5,1,"Ben Affleck, Michael Keaton",Jeremy Irons
sexy dance 4,379 617,1 121 544,,Etats-Unis,Musical,08/08/2012,Tous publics,Universal,3 594,3 624,0,6,3,,
jacquou le croquant,378 651,936 512,,France,Drame,17/01/2007,Tous publics,Pathé,4 232,4 269,1,4,1,"Gaspard Ulliel, Albert Dupontel",Oliver Gourmet
equalizer 3,378 764,907 220,Antoine Fuqua,Etats-Unis,Aventure - Action,30/08/2023,Moins de 12 ans,Sony Pictures,4 344,4 381,1,6,1,"Dakota Fanning, Denzel Washington",
highlander 3,378 823,900 137,,Canada,Fantasy,18/01/1995,Tous publics,AFMD,4 369,4 406,0,3,2,Christophe Lambert,
cruella,379 133,1 454 789,,Etats-Unis,Film familial,23/06/2021,Tous publics,Walt Disney Pictures,2 681,2 706,2,6,1,Emma Stone,Emma Thompson
la coccinelle revient,379 298,1 341 823,,Etats-Unis,Film familial,03/08/2005,Tous publics,Walt Disney Pictures,2 925,2 949,0,6,3,,"Matt Dillon, Michael Keaton"
le pianiste,379 604,1 594 548,Roman Polanski,France,Drame,25/09/2002,Tous publics,Bac Films,2 404,2 425,0,7,2,Adrien Brody,
piège en eaux troubles,372 114,1 029 748,,Etats-Unis,Thriller,12/01/1994,Moins de 12 ans,Columbia,3 897,3 927,2,4,1,"Sarah Jessica Parker, Bruce Willis",
austin powers dans goldmember,372 429,695 742,Jay Roach,Etats-Unis,Comédie,23/10/2002,Tous publics,Metropolitan,5 323,5 364,0,3,4,Mike Myers,Michael Caine
le rite,372 683,824 505,,Etats-Unis,Drame,09/03/2011,Moins de 12 ans,Warner Bros.,4 676,4 715,1,4,1,Anthony Hopkins,
le retour du héros,372 856,816 197,Laurent Tirard,France,Comédie,14/02/2018,Tous publics,Studiocanal,4 710,4 749,0,4,6,"Jean Dujardin, Mélanie Laurent",
quai d'orsay,372 944,887 846,Bertrand Tavernier,France,Comédie,06/11/2013,Tous publics,Pathé,4 411,4 448,0,5,3,"Niels Arestrup, Thierry Lhermitte",
nous york,373 432,614 302,,France,Comédie,07/11/2012,Tous publics,Pathé,5 834,5 876,0,3,3,"Leïla Bekhti, Géraldine Nakache, Manu Payet",
souris city,374 153,1 302 832,,Etats-Unis,Animation,29/11/2006,Tous publics,UIP,3 027,3 051,0,7,3,,
le mexicain,374 470,720 928,Gore Verbinski,Etats-Unis,Aventure - Action,25/04/2001,Tous publics,UIP,5 201,5 241,0,6,2,"Julia Roberts, Brad Pitt",Gene Hackman
les sœurs fâchées,365 125,1 450 584,,France,Comédie,22/12/2004,Tous publics,Pan-Européenne,2 692,2 717,0,7,3,"François Berléand, Catherine Frot, Isabelle Huppert",
la haine,365 426,2 042 070,Mathieu Kassovitz,France,Drame,31/05/1995,Moins de 12 ans,MKL,1 671,1 720,3,10,1,Vincent Cassel,Benoît Magimel
argo,365 701,1 375 884,Ben Affleck,Etats-Unis,Thriller,07/11/2012,Tous publics,Warner Bros.,2 844,2 868,0,10,3,"Ben Affleck, Bryan Cranston",John Goodman
mince alors!,365 886,1 446 440,Charlotte De Turckheim,France,Comédie,28/03/2012,Tous publics,UGC Distribution,2 696,2 721,1,8,1,Victoria Abril,Pascal Legitimus
sexy dance 3d,355 666,930 843,Jon M. Chu,Etats-Unis,Musical,18/08/2010,Tous publics,Universal,4 255,4 292,0,6,4,,
jamais le premier soir,356 555,804 796,,France,Comédie,01/01/2014,Tous publics,EuropaCorp,4 768,4 807,0,5,6,Alexandra Lamy,Jean-Paul Rouve
7 ans de mariage,357 255,1 646 043,,France,Comédie,25/06/2003,Tous publics,UFD,2 309,2 330,0,11,2,"Didier Bourdon, Catherine Frot",
hansel et gretel,357 266,850 027,,Etats-Unis,Fantasy,06/03/2013,Moins de 12 ans,Paramount,4 566,4 603,0,4,4,Jeremy Renner,Famke Janssen
marley & moi,357 977,774 570,,Etats-Unis,Comédie,04/03/2009,Tous publics,20th Century Fox,4 923,4 962,0,4,3,"Jennifer Aniston, Owen Wilson",
chicago,358 350,1 136 750,Rob Marshall,Etats-Unis,Musical,26/02/2003,Tous publics,TFM Distribution,3 543,3 573,0,8,5,"Richard Gere, Renee Zellweger, Catherine Zeta Jones",- Queen Latifah
piège en haute mer,358 389,1 305 889,Andrew Davis,Etats-Unis,Aventure - Action,10/02/1993,Tous publics,Warner Bros.,3 019,3 043,0,5,2,"Tommy Lee Jones, Steven Seagal",
invisible man,349 741,776 426,,Etats-Unis,Thriller,26/02/2020,Moins de 12 ans,Universal,4 910,4 949,0,8,3,,
l'italien,358 409,1 111 246,Olivier Baroux,France,Comédie,14/07/2010,Tous publics,Pathé,3 618,3 648,0,7,4,Kad Merad,
danse avec les loups,358 733,7 280 124,,Etats-Unis,Western,20/02/1991,Tous publics,AMLF,84,76,0,0,-,Kevin Costner,
trésor,347 912,655 437,Claude Berri,France,Comédie,11/11/2009,Tous publics,Pathé,5 552,5 593,0,4,2,"Alain Chabat, Mathilde Seigner",Fanny Ardant
monsieur le député,348 205,1 129 246,,Etats-Unis,Comédie,21/04/1993,Tous publics,GBVI,3 567,3 597,0,3,2,Eddie Murphy,
robocop (2014),348 763,681 869,,Etats-Unis,Science Fiction,05/02/2014,Tous publics,Studiocanal,5 407,5 448,1,3,1,,"Samuel L. Jackson, Michael Keaton, Gary Oldman"
american beauty,349 269,3 001 844,Sam Mendes,Etats-Unis,Drame,02/02/2000,Tous publics,UIP,865,865,0,16,3,Kevin Spacey,
godzilla ii roi des monstres,342 574,667 899,,Etats-Unis,Science Fiction,29/05/2019,Tous publics,Warner Bros.,5 479,5 520,0,5,2,,
"albator, corsaire de l'espace",343 181,724 788,,Japon,Animation,25/12/2013,Tous publics,Océan Films,5 179,5 219,0,4,6,,
jackpot,349 393,1 050 114,,Etats-Unis,Romance,07/05/2008,Tous publics,20th Century Fox,3 825,3 855,0,7,2,"Cameron Diaz, Ashton Kutcher, - Queen Latifah",Zach Galifianakis
hitman: agent 47,343 418,658 173,,Etats-Unis,Aventure - Action,26/08/2015,Moins de 12 ans,20th Century Fox,5 536,5 577,0,4,2,,
jeux d'enfants,341 667,1 098 398,,France,Comédie,17/09/2003,Tous publics,Mars Distribution,3 668,3 697,1,5,1,"Guillaume Canet, Marion Cotillard",Gilles Lellouche
incontrôlable,341 685,747 611,,France,Comédie,08/02/2006,Tous publics,Pathé,5 075,5 115,0,2,3,Michael Youn,"Thierry Lhermitte, Patrick Timsit"
molière,341 820,1 242 083,Laurent Tirard,France,Comédie,31/01/2007,Tous publics,Wild Bunch,3 189,3 214,0,4,2,"Romain Duris, Fabrice Luchini, Ludivine Sagnier",Edouard Baer
go fast,342 150,730 680,,France,Aventure - Action,01/10/2008,Tous publics,EuropaCorp,5 160,5 199,0,3,2,"Oliver Gourmet, Roschdy Zem",
saw 3d,337 425,568 607,,Etats-Unis,Horreur,10/11/2010,Moins de 16 ans,Metropolitan,6 104,6 146,0,4,5,,
elvis (2022),343 596,1 204 686,Baz Luhrmann,Etats-Unis,Musical,22/06/2022,Tous publics,Warner Bros.,3 318,3 344,0,9,4,Tom Hanks,Maggie Gyllenhaal
couvre-feu,336 394,911 303,Edward Zwick,Etats-Unis,Aventure - Action,16/12/1998,Tous publics,UFD,4 330,4 367,0,5,3,"Denzel Washington, Bruce Willis",
red 2,336 533,633 385,,Etats-Unis,Aventure - Action,28/08/2013,Tous publics,SND,5 686,5 727,1,4,1,"John Malkovich, Bruce Willis","Anthony Hopkins, Helen Mirren, Catherine Zeta Jones"
john wick parabellum,336 599,842 313,,Etats-Unis,Aventure - Action,22/05/2019,Moins de 12 ans,Metropolitan,4 595,4 634,0,6,2,Keanu Reeves,"Halle Berry, Laurence Fishburne"
the king's man : première mission,336 793,923 786,Matthew Vaughn,Grande-Bretagne,Aventure - Action,29/12/2021,Tous publics,Walt Disney Pictures,4 285,4 322,0,6,3,Ralph Fiennes,
men in black: international,336 892,967 040,F. Gary Gray,Etats-Unis,Fantasy,12/06/2019,Tous publics,Sony Pictures,4 123,4 159,2,6,1,"Chris Hemsworth, Liam Neeson",Emma Thompson
les vieux fourneaux,337 139,939 040,,France,Comédie,22/08/2018,Tous publics,Gaumont,4 223,4 260,0,6,3,Pierre Richard,Alice Pol
pacific rim uprising,331 767,629 557,,Etats-Unis,Science Fiction,21/03/2018,Tous publics,Universal,5 716,5 757,0,4,3,,
chasse gardée,329 408,1 924 712,,France,Comédie,20/12/2023,Tous publics,UGC Distribution,1 854,1 871,0,8,2,Didier Bourdon,Thierry Lhermitte
mission g,329 768,1 410 903,,Etats-Unis,Film familial,14/10/2009,Tous publics,Walt Disney Pictures,2 764,2 789,0,6,2,,Zach Galifianakis
prémonitions,329 959,975 965,,Etats-Unis,Thriller,09/09/2015,Tous publics,SND,4 098,4 134,1,6,1,"Colin Farrell, Anthony Hopkins",
un monstre à paris,330 502,1 724 560,,France,Animation,12/10/2011,Tous publics,EuropaCorp,2 172,2 193,0,7,2,,
sage femme,331 215,700 106,,France,Comédie dramatique,22/03/2017,Tous publics,Memento Films,5 309,5 350,0,5,2,"Catherine Deneuve, Catherine Frot, Oliver Gourmet",
scoop,331 714,810 748,Woody Allen,Etats-Unis,Comédie dramatique,01/11/2006,Tous publics,TFM Distribution,4 743,4 782,0,3,4,"Hugh Jackman, Scarlett Johansson",
red sparrow,331 963,827 602,Francis Lawrence,Etats-Unis,Thriller,04/04/2018,Moins de 12 ans,20th Century Fox,4 664,4 703,0,5,3,Jennifer Lawrence,"Jeremy Irons, Charlotte Rampling, Matthias Schoenaerts"
contre-enquête,323 499,960 119,,France,Thriller,07/03/2007,Tous publics,Pathé,4 151,4 188,0,3,3,Jean Dujardin,
the ghost writer,323 969,1 081 016,Roman Polanski,France,Thriller,03/03/2010,Tous publics,Pathé,3 717,3 746,0,7,2,"Pierce Brosnan, Ewan McGregor",
walkyrie,324 090,702 175,Bryan Singer,Etats-Unis,Thriller,28/01/2009,Tous publics,TFM Distribution,5 295,5 336,1,4,1,Tom Cruise,Kenneth Branagh
"les municipaux, ces héros",319 011,588 783,,France,Comédie,25/04/2018,Tous publics,Apollo Films,5 987,6 028,0,5,4,,
thomas crown,324 195,748 604,John McTiernan,Etats-Unis,Aventure - Action,22/09/1999,Tous publics,UIP,5 069,5 109,0,5,2,"Pierce Brosnan, Rene Russo",
l'hermine,324 441,1 002 591,,France,Comédie dramatique,18/11/2015,Tous publics,Gaumont,4 008,4 038,0,5,3,Fabrice Luchini,
le royaume de ga'hoole - la légende des gardiens,324 593,551 610,Zack Snyder,Etats-Unis,Fantasy,27/10/2010,Tous publics,Warner Bros.,6 242,6 283,0,3,5,,
réussir ou mourir,317 867,690 512,Jim Sheridan,Etats-Unis,Drame,22/02/2006,Moins de 12 ans,UIP,5 357,5 398,0,2,5,,Viola Davis
les mondes de ralph,318 656,1 652 667,,Etats-Unis,Animation,05/12/2012,Tous publics,Walt Disney Pictures,2 293,2 314,0,10,2,,
rush hour 3,318 681,839 123,Brett Ratner,Etats-Unis,Comédie,17/10/2007,Tous publics,Metropolitan,4 614,4 653,1,3,1,"Chris Tucker, Jackie Chan",Yvan Attal
ocean's 8,318 773,901 037,,Etats-Unis,Aventure - Action,13/06/2018,Tous publics,Warner Bros.,4 363,4 400,0,6,2,"Cate Blanchett, Sandra Bullock, Anne Hathaway","Helena Bonham Carter, Dakota Fanning"
#le livre de la jungle (1968) (rep. 1993),,2 285 936,,Etats-Unis,Animation,31/03/1993,Tous publics,GBVI,HC,1 443,3,4,1,,
la loi et l'ordre,319 385,675 323,Jon Avnet,Etats-Unis,Thriller,08/10/2008,Tous publics,Metropolitan,5 443,5 484,0,3,2,"Robert De Niro, Al Pacino",
pinocchio,314 020,1 559 547,,Etats-Unis,Film familial,23/10/1996,Tous publics,Metropolitan,2 457,2 478,0,4,4,,
