Titre,Démarrage,Entrées totales,Réalisateur,Pays,Genre,Date de sortie,Classification,Distributeur,Rang toutes exploitations,Rang général,Nb 1ère places hebdo,Nb semaines Top20,Meilleure place hebdo,Acteur principal,Acteur secondaire
angles d'attaque,265553.0,471716,,Etats-Unis,Thriller,2008-03-19,Tous publics,Sony Pictures,,,0,2,3.0,Dennis Quaid,"Sigourney Weaver, Forest Whitaker"
adieu berthe ou l'enterrement de mémé,265725.0,665030,,France,Comédie,2012-06-20,Tous publics,UGC Distribution,,,0,7,4.0,"Valérie Lemercier, Denis Podalydès",Pierre Arditi
le cœur des hommes 3,265764.0,463346,Marc Esposito,France,Comédie,2013-10-23,Tous publics,Diaphana,,,0,2,7.0,"Bernard Campan, Jean-Pierre Darroussin",
la conquête,265896.0,718641,,France,Comédie dramatique,2011-05-18,Tous publics,Gaumont,,,0,5,3.0,Denis Podalydès,
resident evil: retribution,265993.0,517211,Paul W.S. Anderson,Etats-Unis,Aventure - Action,2012-09-26,Moins de 12 ans,Metropolitan,,,0,4,2.0,Milla Jovovich,
pas si simple,266194.0,689595,Nancy Meyers,Etats-Unis,Romance,2009-12-23,Tous publics,Universal,,,0,5,4.0,"Alec Baldwin, Steve Martin, Meryl Streep",
la colline a des yeux (2006),269271.0,502031,Alexandre Aja,Etats-Unis,Horreur,2006-06-21,Moins de 16 ans,20th Century Fox,,,0,3,4.0,,
underworld : nouvelle ère,270145.0,494252,,Etats-Unis,Fantasy,2012-02-08,Moins de 12 ans,SND,,,0,3,5.0,Kate Beckinsale,
"dreamcatcher, l'attrape-rêves",270171.0,555112,Lawrence Kasdan,Etats-Unis,Horreur,2003-04-16,Moins de 12 ans,Warner Bros.,,,0,4,3.0,Morgan Freeman,
le marquis,270222.0,514339,Dominique Farrugia,France,Comédie,2011-03-09,Tous publics,Pathé,,,0,3,5.0,"Richard Berry, Franck Dubosc",Jean-Hugues Anglade
le grimoire d'arkandias,270416.0,589680,,France,Fantasy,2014-10-22,Tous publics,UGC Distribution,,,0,3,8.0,Christian Clavier,
mirrors,270459.0,601574,Alexandre Aja,Etats-Unis,Horreur,2008-09-10,Moins de 12 ans,20th Century Fox,,,0,3,2.0,Kiefer Sutherland,
le nouveau jouet,271139.0,903309,James Huth,France,Comédie,2022-10-19,Tous publics,Sony Pictures,,,0,6,4.0,"Daniel Auteuil, Jamel Debbouze",
plancha,271193.0,544396,,France,Comédie,2022-10-26,Tous publics,Studiocanal,,,0,4,4.0,"Franck Dubosc, Lambert Wilson",Jérôme Commandeur
un mariage trop parfait,271382.0,627013,,Etats-Unis,Romance,2001-07-11,Tous publics,SND,,,0,5,3.0,"Jennifer Lopez, Matthew McConaughey",
l'ïle au(x) trésor(s),271757.0,512626,Alain Berberian,France,Comédie,2007-01-31,Tous publics,Bac Films,,,0,2,4.0,"Jean-Paul Rouve, Gérard Jugnot",
syriana,272047.0,619403,,Etats-Unis,Thriller,2006-02-22,Tous publics,Warner Bros.,,,0,2,7.0,"George Clooney, Matt Damon",
vipère au poing,272078.0,1204134,Philippe De Broca,France,Drame,2004-10-06,Tous publics,Rezo Films,,,0,7,4.0,"Catherine Frot, Jacques Villeret",
mémoires de nos pères,272149.0,491563,Clint Eastwood,Etats-Unis,Guerre,2006-10-25,Tous publics,Warner Bros.,,,0,3,5.0,Ryan Phillippe,Paul Walker
"snowpiercer, le transperceneige",272262.0,678049,,Corée du Sud,Science Fiction,2013-10-30,Moins de 12 ans,Wild Side,,,0,4,5.0,Chris Evans,
moi césar 10 ans 1/2 1m39,272361.0,1054848,Richard Berry,France,Comédie,2003-04-09,Tous publics,EuropaCorp,,,0,7,3.0,,Jean-Paul Rouve
la dame en noir,272453.0,481362,,Grande-Bretagne,Thriller,2012-03-14,Moins de 12 ans,Metropolitan,,,0,4,5.0,Daniel Radcliffe,
white house down,272508.0,539512,Roland Emmerich,Etats-Unis,Aventure - Action,2013-09-04,Tous publics,Sony Pictures,,,1,4,1.0,"Channing Tatum, Jamie Foxx",Maggie Gyllenhaal
downton abbey,273446.0,742509,,Grande-Bretagne,Drame,2019-09-25,Tous publics,Universal,,,0,5,4.0,,
la somme de toutes les peurs,272609.0,765256,,Etats-Unis,Aventure - Action,2002-07-24,Tous publics,UIP,,,0,6,2.0,"Ben Affleck, Morgan Freeman",Liev Schreiber
quelqu'un de bien,272794.0,745244,,France,Comédie,2002-10-16,Tous publics,Bac Films,,,0,3,5.0,"José Garcia, Patrick Timsit",
le livre d'eli,272763.0,520359,Albert Hughes,Etats-Unis,Aventure - Action,2010-01-20,Tous publics,Metropolitan,,,0,3,4.0,"Denzel Washington, Mila Kunis",Gary Oldman
"moi, daniel blake",273309.0,953349,Ken Loach,Grande-Bretagne,Drame,2016-10-26,Tous publics,Le Pacte,,,0,7,4.0,,
downsizing,273979.0,563847,Alexander Payne,Etats-Unis,Comédie dramatique,2018-01-10,Tous publics,Paramount,,,0,4,2.0,"Matt Damon, Kristen Wiig",Christoph Waltz
flight,274127.0,574835,Robert Zemeckis,Etats-Unis,Drame,2013-02-13,Tous publics,Paramount,,,0,4,3.0,Denzel Washington,"Don Cheadle, John Goodman"
22 jump street,274341.0,546656,,Etats-Unis,Aventure - Action,2014-08-27,Tous publics,Sony Pictures,,,0,4,5.0,"Channing Tatum, Jonah Hill",Ice Cube
une nouvelle amie,274414.0,568161,François Ozon,France,Drame,2014-11-05,Tous publics,Mars Distribution,,,0,5,4.0,Romain Duris,
envoyés très spéciaux,274472.0,560204,,France,Comédie,2009-01-21,Tous publics,EuropaCorp,,,0,3,5.0,"Gérard Jugnot, Gérard Lanvin",Omar Sy
alice et le maire,274523.0,723587,,France,Comédie dramatique,2019-10-02,Tous publics,Bac Films,,,0,5,3.0,Fabrice Luchini,
rocketman,277017.0,756965,,Etats-Unis,Musical,2019-05-29,Tous publics,Paramount,,,0,5,3.0,,Bryce Dallas Howard
"mes amis, mes amours",277136.0,674146,,France,Romance,2008-07-02,Tous publics,Pathé,,,0,6,2.0,"Pascal Elbé, Vincent Lindon",Virginie Ledoyen
mon voisin le tueur,277149.0,1751610,,Etats-Unis,Comédie,2000-05-10,Tous publics,UFD,,,3,11,1.0,Bruce Willis,
la taupe,277172.0,632780,,Grande-Bretagne,Thriller,2012-02-08,Tous publics,Steward,,,0,4,4.0,"Colin Firth, Gary Oldman","Benedict Cumberbatch, Tom Hardy"
le grinch,277456.0,920544,Ron Howard,Etats-Unis,Comédie,2000-12-06,Tous publics,UIP,,,0,5,3.0,Jim Carrey,Anthony Hopkins
le secret de brokeback mountain,277516.0,1342036,Ang Lee,Etats-Unis,Drame,2006-01-18,Tous publics,Pathé,,,0,4,3.0,"Jake Gyllenhaal, Heath Ledger","Anne Hathaway, Anna Faris"
the passenger,277629.0,628795,Jaume Collet-Serra,Etats-Unis,Thriller,2018-01-24,Tous publics,Studiocanal,,,0,4,2.0,Liam Neeson,Sam Neill
il était une fois dans l'oued,277643.0,892699,,France,Comédie,2005-10-19,Tous publics,Gaumont Sony,,,0,3,5.0,,
love & autres drogues,277687.0,687272,Edward Zwick,Etats-Unis,Comédie dramatique,2010-12-29,Tous publics,20th Century Fox,,,0,5,7.0,"Jake Gyllenhaal, Anne Hathaway",
fenêtre secrète,277963.0,473685,,Etats-Unis,Thriller,2004-04-14,Tous publics,Columbia,,,0,3,5.0,Johnny Depp,
spring breakers,277968.0,597032,,Etats-Unis,Comédie dramatique,2013-03-06,Moins de 12 ans,Mars Distribution,,,0,4,5.0,James Franco,
la veuve de saint-pierre,278150.0,649325,Patrice Leconte,France,Drame,2000-04-19,Tous publics,Pathé,,,0,5,5.0,"Daniel Auteuil, Juliette Binoche",
les beaux gosses,278279.0,906284,,France,Comédie,2009-06-10,Tous publics,Pathé,,,0,7,2.0,Vincent Lacoste,
le pôle express,278455.0,1555626,Robert Zemeckis,Etats-Unis,Animation,2004-12-01,Tous publics,Warner Bros.,,,0,6,4.0,,
sage-homme,279606.0,614176,,France,Drame,2023-03-15,Tous publics,Warner Bros.,,,0,5,6.0,Karin Viard,
knock (2017),279670.0,544655,,France,Comédie,2017-10-18,Tous publics,Mars Distribution,,,0,3,5.0,Omar Sy,"Sabine Azéma, Pascal Elbé"
la couleur des sentiments,279906.0,619458,,Etats-Unis,Drame,2011-10-26,Tous publics,Walt Disney Pictures,,,0,4,8.0,"Jessica Chastain, Viola Davis, Bryce Dallas Howard",Emma Stone
s.o.s. fantômes : l'héritage,280226.0,615358,Jason Reitman,Etats-Unis,Fantasy,2021-12-01,Tous publics,Sony Pictures,,,0,4,2.0,Paul Rudd,
ripoux 3,280234.0,804737,Claude Zidi,France,Comédie,2003-12-10,Tous publics,GBVI,,,0,4,2.0,"Thierry Lhermitte, Philippe Noiret, Lorant Deutsch",
les amants passagers,280394.0,535760,Pedro Almodovar,Espagne,Comédie dramatique,2013-03-27,Tous publics,Pathé,,,0,5,4.0,,
saw 2,282270.0,701177,,Etats-Unis,Horreur,2005-12-28,Moins de 16 ans,Metropolitan,,,0,4,5.0,,
anthony zimmer,280435.0,802988,,France,Thriller,2005-04-27,Tous publics,Mars Distribution,,,0,6,2.0,"Yvan Attal, Sophie Marceau",Gilles Lellouche
"spirit, l'étalon des plaines",280522.0,1176213,,Etats-Unis,Animation,2002-10-09,Tous publics,UIP,,,0,7,4.0,,
anna (2019),280773.0,732228,Luc Besson,France,Thriller,2019-07-10,Tous publics,Pathé,,,0,6,4.0,"Luke Evans, Helen Mirren, Cillian Murphy",
jusqu'ici tout va bien,280808.0,574039,,France,Comédie dramatique,2019-02-27,Tous publics,Mars Distribution,,,0,4,7.0,Gilles Lellouche,
la guerre selon charlie wilson,280835.0,562267,Mike Nichols,Etats-Unis,Comédie dramatique,2008-01-16,Tous publics,Paramount,,,0,3,2.0,"Tom Hanks, Philip Seymour Hoffman, Julia Roberts",Amy Adams
from hell,281170.0,824189,Albert Hughes,Etats-Unis,Thriller,2002-01-30,Moins de 12 ans,UFD,,,0,7,2.0,"Johnny Depp, Heather Graham",
ninja turtles teenage years,281644.0,616642,,Etats-Unis,Animation,2023-08-09,Tous publics,Paramount,,,0,4,5.0,,
les marches du pouvoir,282054.0,502866,George Clooney,Etats-Unis,Drame,2011-10-26,Tous publics,Metropolitan,,,0,4,7.0,"George Clooney, Ryan Gosling","Paul Giamatti, Philip Seymour Hoffman"
royal corgi,284411.0,859633,,Belgique,Animation,2019-04-10,Tous publics,Apollo Films,,,0,7,6.0,,
fame (2009),284464.0,743873,,Etats-Unis,Musical,2009-10-07,Tous publics,Metropolitan,,,0,5,2.0,,
je verrai toujours vos visages,282292.0,1165205,,France,Drame,2023-03-29,Tous publics,Studiocanal,,,1,10,1.0,"Leïla Bekhti, Elodie Bouchez, Adèle Exarchopoulos","Jean-Pierre Darroussin, Gilles Lellouche, Miou-Miou, Denis Podalydès"
vaillant pigeon de combat!,282510.0,1163655,,Etats-Unis,Animation,2005-03-30,Tous publics,SND,,,0,6,4.0,,
sa mère ou moi!,283086.0,514782,,Etats-Unis,Romance,2005-06-22,Tous publics,Metropolitan,,,0,4,4.0,"Jennifer Lopez, Jane Fonda",
happiness therapy,283208.0,1069359,David O. Russell,Etats-Unis,Comédie,2013-01-30,Tous publics,Studiocanal,,,0,7,4.0,"Bradley Cooper, Jennifer Lawrence","Robert De Niro, Chris Tucker"
jungle cruise,284681.0,803499,Jaume Collet-Serra,Etats-Unis,Aventure - Action,2021-07-28,Tous publics,Walt Disney Pictures,,,0,6,2.0,"Dwayne Johnson, Emily Blunt",Paul Giamatti
mr. peabody et sherman: les voyages dans le temps,285232.0,1415690,Rob Minkoff,Etats-Unis,Animation,2014-02-12,Tous publics,20th Century Fox,,,0,7,3.0,,
lockout,285441.0,496611,,Etats-Unis,Science Fiction,2012-04-18,Tous publics,EuropaCorp,,,0,4,3.0,Guy Pearce,
les femmes de l'ombre,285711.0,865650,Jean-Paul Salomé,France,Drame,2008-03-05,Tous publics,TFM Distribution,,,0,3,2.0,"Julie Depardieu, Sophie Marceau",
us,285741.0,702985,,Etats-Unis,Thriller,2019-03-20,Moins de 12 ans,Universal,,,0,5,2.0,,
le bruit des glaçons,285810.0,743201,Bertrand Blier,France,Comédie dramatique,2010-08-25,Tous publics,Wild Bunch,,,0,6,5.0,"Jean Dujardin, Albert Dupontel",
the descendants,286081.0,753915,Alexander Payne,Etats-Unis,Comédie dramatique,2012-01-25,Tous publics,20th Century Fox,,,0,4,2.0,George Clooney,
un jour sur terre,288127.0,1416261,,Grande-Bretagne,Documentaire,2007-10-10,Tous publics,Gaumont,,,0,6,2.0,,
essaye-moi,286519.0,505980,Pierre-François Martin-Laval,France,Comédie,2006-03-15,Tous publics,ARP Selection,,,0,3,2.0,Julie Depardieu,"Marina Foïs, Kad Merad, Pierre Richard"
il y a longtemps que je t'aime,286616.0,986783,,France,Drame,2008-03-19,Tous publics,UGC Distribution,,,0,4,2.0,"Kristin Scott Thomas, Elsa Zylberstein",
peter et elliot le dragon (le film),287349.0,740536,,Etats-Unis,Film familial,2016-08-17,Tous publics,Walt Disney Pictures,,,0,5,5.0,,"Bryce Dallas Howard, Robert Redford"
un balcon sur la mer,287247.0,1047647,Nicole Garcia,France,Drame,2010-12-15,Tous publics,EuropaCorp,,,0,7,6.0,Jean Dujardin,Sandrine Kiberlain
dans le noir,289021.0,692234,,Etats-Unis,Horreur,2016-08-24,Moins de 12 ans,Warner Bros.,,,0,5,3.0,,
whatever works,287452.0,904614,Woody Allen,Etats-Unis,Comédie,2009-07-01,Tous publics,Mars Distribution,,,0,9,4.0,,Henry Cavill
les 7 mercenaires (2016),287584.0,631947,Antoine Fuqua,Etats-Unis,Western,2016-09-28,Tous publics,Sony Pictures,,,0,4,2.0,"Ethan Hawke, Chris Pratt, Denzel Washington",
le manoir hanté,288762.0,750659,,Etats-Unis,Fantasy,2023-07-26,Tous publics,Walt Disney Pictures,,,0,5,6.0,Owen Wilson,"Jamie Lee Curtis, Danny DeVito, Jared Leto, Winona Ryder"
green book : sur les routes du sud,288777.0,2090550,Peter Farrelly,Etats-Unis,Comédie dramatique,2019-01-23,Tous publics,Metropolitan,,,0,11,3.0,Viggo Mortensen,
le pont des espions,289000.0,971125,Steven Spielberg,Etats-Unis,Thriller,2015-12-02,Tous publics,20th Century Fox,,,0,7,5.0,Tom Hanks,
de battre mon cœur s'est arrêté,288919.0,1231156,Jacques Audiard,France,Drame,2005-03-16,Tous publics,UGC Distribution,,,0,6,4.0,"Niels Arestrup, Romain Duris","Emmanuelle Devos, Mélanie Laurent"
roméo doit mourir,289094.0,417583,,Etats-Unis,Aventure - Action,2000-11-01,Tous publics,Warner Bros.,,,0,2,4.0,Jet Li,
de l'eau pour les éléphants,289166.0,661891,Francis Lawrence,Etats-Unis,Drame,2011-05-04,Tous publics,20th Century Fox,,,0,5,3.0,"Robert Pattinson, Christoph Waltz, Reese Witherspoon",
nerve,290562.0,750201,,Etats-Unis,Thriller,2016-08-24,Tous publics,Metropolitan,,,0,6,2.0,,
kiss & kill,289852.0,701626,,Etats-Unis,Comédie,2010-06-23,Tous publics,Metropolitan,,,1,5,1.0,"Katherine Heigl, Ashton Kutcher",
la princesse de montpensier,290136.0,747990,Bertrand Tavernier,France,Comédie dramatique,2010-11-03,Tous publics,Studiocanal,,,0,5,3.0,"Mélanie Thierry, Gaspard Ulliel, Lambert Wilson",
wicked,290190.0,853352,Jon M. Chu,Etats-Unis,Musical,2024-12-04,Tous publics,Universal,,,0,6,3.0,,Jeff Goldblum
mon chien stupide,290256.0,501205,Yvan Attal,France,Comédie,2019-10-30,Tous publics,Studiocanal,,,0,3,6.0,"Yvan Attal, Charlotte Gainsbourg",
love actually,290429.0,996488,Richard Curtis,Grande-Bretagne,Romance,2003-12-03,Tous publics,Mars Distribution,,,0,6,3.0,"Hugh Grant, Liam Neeson","Colin Firth, Keira Knightley, Alan Rickman, Emma Thompson"
twisters,290884.0,624893,,Etats-Unis,Aventure - Action,2024-07-17,Tous publics,Warner Bros.,,,0,5,4.0,,
l'embarras du choix,291171.0,444534,,France,Comédie,2017-03-15,Tous publics,Pathé,,,0,3,4.0,Alexandra Lamy,"Jérôme Commandeur, Franck Dubosc, Franck Gastambide"
taken,291414.0,1018518,Pierre Morel,France,Aventure - Action,2008-02-27,Moins de 12 ans,EuropaCorp,,,0,4,4.0,"Liam Neeson, Famke Janssen",
saw iv,294553.0,647758,,Etats-Unis,Horreur,2007-11-21,Moins de 16 ans,Metropolitan,,,1,3,1.0,,
un homme pressé,293291.0,696051,,France,Comédie dramatique,2018-11-07,Tous publics,Gaumont,,,0,5,3.0,"Leïla Bekhti, Fabrice Luchini",
insidious : la dernière clé,293466.0,556586,,Etats-Unis,Horreur,2018-01-03,Moins de 12 ans,Sony Pictures,,,0,3,6.0,,
house of gucci,293474.0,791674,Ridley Scott,Etats-Unis,Drame,2021-11-24,Tous publics,Universal,,,0,6,3.0,Adam Driver,"Camille Cottin, Salma Hayek, Jeremy Irons, Jared Leto, Al Pacino"
le séminaire,295258.0,478855,,France,Comédie,2009-02-11,Tous publics,TFM Distribution,,,0,3,5.0,,
basic instinct 2,293727.0,535830,Michaël Caton-Jones,Etats-Unis,Thriller,2006-03-29,Moins de 12 ans,Océan Films,,,0,3,2.0,"Sharon Stone, Charlotte Rampling",
"coluche, l'histoire d'un mec",294041.0,576620,Antoine De Caunes,France,Comédie dramatique,2008-10-15,Tous publics,Mars Distribution,,,0,2,3.0,"François-Xavier Demaison, Léa Drucker, Oliver Gourmet",Denis Podalydès
robots,294261.0,1121929,Chris Wedge,Etats-Unis,Animation,2005-04-06,Tous publics,20th Century Fox,,,0,6,3.0,,
l'agence,294496.0,677078,,Etats-Unis,Science Fiction,2011-03-23,Tous publics,Universal,,,0,4,2.0,"Emily Blunt, Matt Damon",Pedro Pascal
garfield 2,294524.0,1232076,,Etats-Unis,Film familial,2006-07-19,Tous publics,20th Century Fox,,,1,7,1.0,Jennifer Love Hewitt,
ducobu président !,295230.0,1134083,,France,Film familial,2022-07-13,Tous publics,UGC Distribution,,,0,7,3.0,Elie Semoun,Gérard Jugnot
identité secrète,295438.0,675637,John Singleton,Etats-Unis,Aventure - Action,2011-09-28,Tous publics,Metropolitan,,,0,4,2.0,,Sigourney Weaver
etreintes brisées,295775.0,918919,Pedro Almodovar,Espagne,Drame,2009-05-20,Tous publics,Pathé,,,0,7,3.0,Penelope Cruz,
#la menace fantôme (3d),,621726,George Lucas,Etats-Unis,Fantasy,2012-02-08,Tous publics,UFD,,,0,4,3.0,"Ewan McGregor, Liam Neeson, Natalie Portman",Samuel L. Jackson
swimming pool,297591.0,711723,François Ozon,France,Thriller,2003-05-21,Tous publics,Mars Distribution,,,0,6,2.0,"Charlotte Rampling, Ludivine Sagnier",
vaillante,298029.0,1353365,,France,Animation,2022-02-02,Tous publics,SND,,,0,8,2.0,,
la chambre des merveilles,298308.0,547639,Lisa Azuelos,France,Drame,2023-03-15,Tous publics,SND,,,0,4,5.0,Alexandra Lamy,
les frères sisters,298782.0,864897,Jacques Audiard,Etats-Unis,Western,2018-09-19,Tous publics,UGC Distribution,,,0,6,2.0,"Jake Gyllenhaal, Joaquin Phoenix, John C. Reilly",
la chute du faucon noir,299043.0,590901,Ridley Scott,Etats-Unis,Guerre,2002-02-20,Moins de 12 ans,Columbia,,,0,4,4.0,Josh Hartnett,"Eric Bana, Ewan McGregor"
poltergay,299500.0,546809,,France,Comédie,2006-10-25,Tous publics,TFM Distribution,,,0,3,3.0,"Clovis Cornillac, Julie Depardieu",
jack le tueur de géants,300004.0,564120,Bryan Singer,Etats-Unis,Fantasy,2013-03-27,Tous publics,Warner Bros.,,,0,3,3.0,,Ewan McGregor
belle et sébastien : l'aventure continue,301180.0,1818384,,France,Film familial,2015-12-09,Tous publics,Gaumont,,,0,7,4.0,,
chair de poule 2 : les fantômes d'halloween,300034.0,543064,,Etats-Unis,Fantasy,2018-10-24,Tous publics,Sony Pictures,,,0,3,7.0,,Jack Black
premier contact,300058.0,866769,Denis Villeneuve,Etats-Unis,Science Fiction,2016-12-07,Tous publics,Sony Pictures,,,0,6,5.0,"Amy Adams, Jeremy Renner",Forest Whitaker
le prince du pacifique,300186.0,1028640,Alain Corneau,France,Comédie,2000-12-20,Tous publics,UFD,,,0,6,4.0,"Thierry Lhermitte, Patrick Timsit",François Berléand
jigsaw,302467.0,537081,,Etats-Unis,Horreur,2017-11-01,Moins de 16 ans,Metropolitan,,,0,3,7.0,,
sucker punch,300243.0,572491,Zack Snyder,Etats-Unis,Fantasy,2011-03-30,Tous publics,Warner Bros.,,,0,4,2.0,,
escape game,300315.0,858915,,Etats-Unis,Thriller,2019-02-27,Tous publics,Sony Pictures,,,0,5,6.0,,
source code,300899.0,710729,,Etats-Unis,Science Fiction,2011-04-20,Tous publics,SND,,,0,6,3.0,Jake Gyllenhaal,
ibiza,300924.0,629425,,France,Comédie,2019-07-03,Tous publics,Gaumont,,,0,5,3.0,"Christian Clavier, Mathilde Seigner",
alceste à bicyclette,301129.0,1169338,,France,Comédie,2013-01-16,Tous publics,Pathé,,,0,6,2.0,"Fabrice Luchini, Lambert Wilson",
le tout nouveau testament,301140.0,816423,,France,Comédie,2015-09-02,Tous publics,Le Pacte,,,1,5,1.0,"François Damiens, Yolande Moreau, Benoît Poelvoorde",Catherine Deneuve
je reste!,301211.0,741399,Diane Kurys,France,Comédie,2003-10-01,Tous publics,Pathé,,,0,4,2.0,"Charles Berling, Sophie Marceau, Vincent Perez",
entre amis,301214.0,703053,Olivier Baroux,France,Comédie,2015-04-22,Tous publics,Pathé,,,0,6,4.0,"Daniel Auteuil, François Berléand, Gérard Jugnot",Zabou Breitman
darkest minds : rébellion,303255.0,753498,,Etats-Unis,Science Fiction,2018-08-08,Tous publics,20th Century Fox,,,0,5,5.0,,
le vélo de ghislain lambert,302661.0,617105,,France,Comédie,2001-10-31,Tous publics,Bac Films,,,0,3,6.0,"José Garcia, Benoît Poelvoorde",
a bout portant (2010),302664.0,973257,,France,Thriller,2010-12-01,Tous publics,Gaumont,,,0,7,3.0,"Gilles Lellouche, Roschdy Zem",Gérard Lanvin
jeux de pouvoir,303056.0,688156,,Etats-Unis,Thriller,2009-06-24,Tous publics,Studiocanal,,,0,5,3.0,"Ben Affleck, Russell Crowe","Jason Bateman, Jeff Daniels, Viola Davis, Helen Mirren, Robin Wright"
les voyages de gulliver,303203.0,641188,,Etats-Unis,Film familial,2011-02-23,Tous publics,20th Century Fox,,,0,4,7.0,"Jack Black, Emily Blunt, Jason Segel",
un moment d'égarement (2015),303270.0,854153,Jean-Francois Richet,France,Comédie dramatique,2015-06-24,Tous publics,Mars Distribution,,,0,7,3.0,"Vincent Cassel, François Cluzet",
la confiance règne,303325.0,496248,Etienne Chatiliez,France,Comédie,2004-11-10,Tous publics,UFD,,,0,3,3.0,"Cécile De France, Vincent Lindon",
rambo: last blood,303489.0,602578,,Etats-Unis,Aventure - Action,2019-09-25,Moins de 12 ans,Metropolitan,,,0,3,2.0,Sylvester Stallone,
la proposition (2009),303534.0,835341,,Etats-Unis,Romance,2009-09-23,Tous publics,Walt Disney Pictures,,,1,6,1.0,"Sandra Bullock, Ryan Reynolds",
une famille à louer,303670.0,744604,,France,Comédie,2015-08-19,Tous publics,Studiocanal,,,0,5,2.0,"Virginie Efira, Benoît Poelvoorde",
les invités de mon père,303708.0,841772,,France,Comédie,2010-03-31,Tous publics,UGC Distribution,,,0,7,7.0,"Fabrice Luchini, Karin Viard",
retour à cold mountain,303816.0,703574,Anthony Minghella,Etats-Unis,Drame,2004-02-18,Tous publics,TFM Distribution,,,0,3,7.0,"Nicole Kidman, Renee Zellweger, Jude Law","Brendan Gleeson, Cillian Murphy, Natalie Portman, Philip Seymour Hoffman"
lilo et stitch,304060.0,1317985,,Etats-Unis,Animation,2002-06-19,Tous publics,GBVI,,,0,8,4.0,,
le serpent (2007),304325.0,817079,,France,Thriller,2007-01-10,Moins de 12 ans,Wild Bunch,,,1,4,1.0,"Yvan Attal, Clovis Cornillac, Pierre Richard",
erreur de la banque en votre faveur,304692.0,626405,,France,Comédie,2009-04-08,Tous publics,Wild Bunch,,,0,3,5.0,"Jean-Pierre Darroussin, Gérard Lanvin",
les déguns 2,307587.0,506470,,France,Comédie,2023-07-26,Tous publics,Apollo Films,,,0,3,4.0,,
insidious: the red door,306107.0,647280,,Etats-Unis,Horreur,2023-07-05,Moins de 12 ans,Sony Pictures,,,0,5,4.0,,Rose Byrne
le secret de la cité perdue,306738.0,653993,,Etats-Unis,Aventure - Action,2022-04-20,Tous publics,Paramount,,,0,5,4.0,"Sandra Bullock, Channing Tatum","Brad Pitt, Daniel Radcliffe"
pixels,307415.0,714198,Chris Columbus,Etats-Unis,Science Fiction,2015-07-22,Tous publics,Sony Pictures,,,0,5,4.0,"Adam Sandler, Kevin James",
ma famille t'adore déjà,307513.0,562105,,France,Comédie,2016-11-09,Tous publics,Pathé,,,0,4,3.0,,"Sabine Azéma, Jérôme Commandeur, Thierry Lhermitte"
the big short : le casse du siècle,307638.0,828929,,Etats-Unis,Film familial,2015-12-23,Tous publics,Paramount,,,0,5,6.0,"Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt",
le libertin,307656.0,630198,,France,Comédie,2000-03-15,Tous publics,Pathé,,,0,4,3.0,"Fanny Ardant, Josiane Balasko, Vincent Perez",Michel Serrault
voyage au centre de la terre - 3d,307782.0,1219196,,Etats-Unis,Aventure - Action,2008-07-16,Tous publics,Metropolitan,,,0,7,4.0,Brendan Fraser,
s.o.s. fantômes : la menace de glace,308185.0,956734,,Etats-Unis,Fantasy,2024-04-10,Tous publics,Sony Pictures,,,1,5,1.0,Paul Rudd,
the american,308290.0,456943,,Etats-Unis,Thriller,2010-10-27,Tous publics,Mars Distribution,,,0,2,7.0,George Clooney,
ma femme s'appelle maurice,308317.0,710531,Jean-Marie Poiré,France,Comédie,2002-09-25,Tous publics,Warner Bros.,,,0,5,3.0,,
du jour au lendemain,308489.0,472736,,France,Comédie,2006-03-15,Tous publics,Mars Distribution,,,1,3,1.0,Benoît Poelvoorde,
kaizen - 1 an pour gravir l'everest,311710.0,311710,,France,Documentaire,2024-09-13,Tous publics,MK2 Diffusion,,,0,1,2.0,,
