Titre,Démarrage,Entrées totales,Réalisateur,Pays,Genre,Date de sortie,Classification,Distributeur,Rang toutes exploitations,Rang général,Nb 1ère places hebdo,Nb semaines Top20,Meilleure place hebdo,Acteur principal,Acteur secondaire
nés en 68,25640,60408,,France,Comédie dramatique,2008-05-21,Tous publics,Pyramide,,,0,0,,,
le mariage de tuya,25841,98210,,Chine,Drame,2007-09-19,Tous publics,Pretty Pictures,,,0,0,,,
tabarly,25484,93478,,France,Documentaire,2008-06-11,Tous publics,Pathé,,,0,2,17,,
dahomey,25854,68878,,France,Documentaire,2024-09-11,Tous publics,Films du Losange,,,0,1,19,,
le direktor,25492,61368,Lars Von Trier,Danemark,Comédie,2007-02-28,Tous publics,Films du Losange,,,0,0,,Jean-Marc Barr,
hijacking,25871,66713,,Danemark,Thriller,2013-07-10,Tous publics,Ad vitam,,,0,2,15,,
le secret de l'étoile du nord,25886,80487,,Norvège,Fantasy,2013-12-11,Tous publics,Condor Distribution,,,0,0,,,
blindness,25808,50251,,Japon,Drame,2008-10-08,Tous publics,Pathé,,,0,0,,"Gael Garcia Bernal, Danny Glover, Julianne Moore, Mark Ruffalo",
béliers,25903,131183,,Islande,Comédie dramatique,2015-12-09,Tous publics,ARP Selection,,,0,0,,,
lupin iii: the first,25924,50149,,Japon,Animation,2020-10-07,Tous publics,Eurozoom,,,0,2,13,,
les colons,25953,80589,,Chili,Drame,2023-12-20,Tous publics,Sophie Dulac,,,0,1,18,,
les barons,25864,34460,,Belgique,Comédie,2010-01-20,Tous publics,Haut et Court,,,0,0,,,
seul dans berlin,25870,44505,,Grande-Bretagne,Drame,2016-11-23,Tous publics,Pathé,,,0,0,,"Brendan Gleeson, Emma Thompson",
foxtrot,25961,57570,,Israël,Drame,2018-04-25,Tous publics,Sophie Dulac,,,0,0,,,
eros,25877,81058,Steven Soderbergh,France,Drame,2005-07-06,Tous publics,Rezo Films,,,0,0,,Robert Downey Jr,
sans rancune !,25885,26476,,France,Comédie dramatique,2009-07-15,Tous publics,Pyramide,,,0,1,16,Thierry Lhermitte,
captifs,26265,41628,,France,Thriller,2010-10-06,Moins de 12 ans,Bac Films,,,0,1,17,,
marley,26270,101708,,Etats-Unis,Documentaire,2012-06-13,Tous publics,Wild Side,,,0,1,17,,
keane,26330,80071,,Etats-Unis,Drame,2005-09-21,Tous publics,ARP Selection,,,0,0,,,
beijing bicycle,26331,85450,,Chine,Comédie dramatique,2001-04-25,Tous publics,Pyramide,,,0,1,19,,
je suis heureux que ma mère soit vivante,25967,51332,Claude Miller,France,Comédie dramatique,2009-09-30,Tous publics,Metropolitan,,,0,1,19,,
renfield,25984,37645,,Etats-Unis,Comédie,2023-05-31,Moins de 12 ans,-,,,0,2,11,Nicolas Cage,
une nuit au louvre: léonard de vinci,26367,34558,,France,Documentaire,2020-09-16,Tous publics,Pathé,,,0,1,13,,
au-delà des collines,26368,65178,,Roumanie,Drame,2012-11-21,Tous publics,Le Pacte,,,0,0,,,
le chardonneret,26000,36088,,Etats-Unis,Drame,2019-09-18,Tous publics,Warner Bros.,,,0,1,18,Nicole Kidman,Luke Wilson
"quills, la plume et le sang",26167,36561,,Etats-Unis,Drame,2001-03-21,Moins de 12 ans,UFD,,,0,0,,"Geoffrey Rush, Joaquin Phoenix, Kate Winslet",Michael Caine
une histoire d'amour,26209,42592,,France,Comédie dramatique,2013-01-09,Tous publics,Wild Bunch,,,0,0,,Benoît Poelvoorde,Reda Kateb
a corps perdus,26221,37788,,Italie,Drame,2005-01-05,Tous publics,EuropaCorp,,,0,0,,Penelope Cruz,
tokyo sonata,26419,95007,,Japon,Drame,2009-03-25,Tous publics,ARP Selection,,,0,1,20,,
marinette,26273,54551,,France,Comédie dramatique,2023-06-07,Tous publics,The Jokers / Les Bookmakers,,,0,1,16,,"Emilie Dequenne, Sylvie Testud"
la pièce rapportée,26288,60691,,France,Comédie,2021-12-01,Tous publics,Diaphana,,,0,0,,Josiane Balasko,Sergi Lopez
l'homme aux mille visages (2017),26464,58827,,Espagne,Thriller,2017-04-12,Tous publics,Ad vitam,,,0,0,,,
jimmy grimble,26347,40449,,Grande-Bretagne,Drame,2001-06-06,Tous publics,-,,,0,1,12,,
que faisaient les femmes pendant que l'homme marchait .,,51598,,France,Comédie dramatique,2001-07-04,Tous publics,-,,,0,1,15,,
le diable n'existe pas,26645,94095,,Iran,Drame,2021-12-01,Tous publics,Pyramide,,,0,1,20,,
first cow,26646,105803,,Etats-Unis,Western,2021-10-20,Tous publics,Condor Distribution,,,0,1,18,,
grand tour,26707,52922,,France,Aventure - Action,2024-11-27,Tous publics,Shellac,,,0,1,16,,
l'astragale (2015),26412,55786,,France,Drame,2015-04-08,Tous publics,Alfama Films,,,0,1,18,"Leïla Bekhti, Reda Kateb",
climax,26729,60498,,France,Drame,2018-09-19,Moins de 16 ans,Wild Bunch,,,0,1,18,,
r.m.n.,26797,76934,,Belgique,Drame,2022-10-19,Tous publics,Le Pacte,,,0,1,20,,
redacted - revu et corrigé,26473,40587,Brian De Palma,Etats-Unis,Guerre,2008-02-20,Moins de 12 ans,TFM Distribution,,,0,0,,,
tu mérites un amour,26804,58924,,France,Comédie dramatique,2019-09-11,Tous publics,Rezo Films,,,0,1,15,,
le coeur régulier,26599,63079,,Belgique,Drame,2016-03-30,Tous publics,Version Originale,,,0,0,,Isabelle Carré,
les lundis au soleil,26609,152343,,Espagne,Comédie,2003-03-12,Tous publics,Colifilms,,,0,0,,Javier Bardem,
blue ruin,26829,66399,,Etats-Unis,Thriller,2014-07-09,Moins de 12 ans,Le Pacte,,,0,2,19,,
deux (2020),26695,52405,,France,Drame,2020-02-12,Tous publics,Sophie Dulac,,,0,0,,Léa Drucker,
moonage daydream,26837,67094,,Etats-Unis,Documentaire,2022-09-21,Tous publics,Universal,,,0,1,20,,
tokyo !,26708,68531,Michel Gondry,France,Drame,2008-10-15,Tous publics,Haut et Court,,,0,0,,,
la chouette entre veille et sommeil,27074,94274,,France,Animation,2016-10-19,Tous publics,Cinema Public,,,0,0,,,
on the milky road,26763,87378,Emir Kusturica,Serbie,Drame,2017-07-12,Tous publics,Wild Bunch,,,0,0,,Monica Bellucci,
le calendrier,27119,49842,,France,Horreur,2021-12-01,Moins de 12 ans,Alba Longa,,,0,1,18,,
bloody mallory,27175,31915,,France,Fantasy,2002-07-17,Moins de 12 ans,Studiocanal,,,0,1,14,,
souvenir,26809,53869,,France,Comédie dramatique,2016-12-21,Tous publics,ARP Selection,,,0,1,20,Isabelle Huppert,
une année polaire,27186,85819,,France,Drame,2018-05-30,Tous publics,Ad vitam,,,0,2,17,,
le fantôme de sarah williams,26822,37870,,Etats-Unis,Drame,2001-06-06,Tous publics,SND,,,0,1,11,Jennifer Connelly,
linda veut du poulet !,27224,115399,,France,Animation,2023-10-18,Tous publics,Gébéka,,,0,2,17,,
gabrielle (2013),27238,65659,,Canada,Comédie dramatique,2013-10-16,Tous publics,Haut et Court,,,0,1,19,,
the housemaid,27251,59968,,Corée du Sud,Thriller,2010-09-15,Moins de 12 ans,Pretty Pictures,,,0,1,20,,
le vénérable w.,27084,86620,Barbet Schroeder,France,Documentaire,2017-06-07,Moins de 12 ans,Films du Losange,,,0,2,15,,
a voix haute - la force de la parole,27288,191773,,France,Documentaire,2017-04-12,Tous publics,Mars Distribution,,,0,4,16,,
d'où l'on vient,27128,43552,Jon M. Chu,Etats-Unis,Musical,2021-06-23,Tous publics,Warner Bros.,,,0,1,16,,
oh boy,27312,61161,,Allemagne,Comédie dramatique,2013-06-05,Tous publics,Diaphana,,,0,1,17,,
rendez-vous à tokyo,27335,64162,,Japon,Romance,2023-07-26,Tous publics,Art House,,,0,1,18,,
city of darkness,27344,56600,,Chine,Aventure - Action,2024-08-14,Moins de 12 ans,Metropolitan,,,0,1,16,,
attraction animale,27219,31942,,Etats-Unis,Romance,2001-09-05,Tous publics,UFD,,,0,0,,"Hugh Jackman, Greg Kinnear, Ashley Judd",
un couteau dans le coeur,27235,48425,,France,Thriller,2018-06-27,Moins de 12 ans,Memento Films,,,0,1,17,Vanessa Paradis,
le père de mes enfants,27632,74880,,France,Drame,2009-12-16,Tous publics,Films du Losange,,,0,0,,,
2 soeurs,27652,68689,,Corée du Sud,Thriller,2004-06-16,Moins de 12 ans,Bac Films,,,0,1,15,,
creation of the gods i: kingdom of storms,27676,34629,,Chine,Fantasy,2024-07-10,Tous publics,Eurozoom,,,0,1,13,,
je ne rêve que de vous,27262,51386,,France,Drame,2020-01-15,Tous publics,Rezo Films,,,0,0,,"Emilie Dequenne, Elsa Zylberstein",Philippe Torreton
le cinquième pouvoir,27280,30003,Bill Condon,Etats-Unis,Drame,2013-12-04,Tous publics,Metropolitan,,,0,1,20,Benedict Cumberbatch,
l'infirmière,27767,75769,,Japon,Drame,2020-08-05,Tous publics,-,,,0,3,10,,
la marginale,27833,51405,,France,Comédie,2023-05-03,Tous publics,Sony Pictures,,,0,1,19,,
suspect zero,27579,35540,,Etats-Unis,Thriller,2005-03-23,Moins de 12 ans,Gaumont Sony,,,0,1,14,"Aaron Eckhart, Carrie-Anne Moss",
une nuit à new york,27883,32827,,Etats-Unis,Drame,2009-03-18,Tous publics,Sony Pictures,,,0,0,,,
goutte d'or,27639,65571,,France,Drame,2023-03-01,Tous publics,Diaphana,,,0,1,18,Karim Leklou,
toute la beauté et le sang versé,27889,79940,,Etats-Unis,Documentaire,2023-03-15,Tous publics,Pyramide,,,0,0,,,
360,27743,54285,,Grande-Bretagne,Drame,2012-07-25,Tous publics,Wild Bunch,,,0,2,17,"Anthony Hopkins, Jude Law, Rachel Weisz",Jamel Debbouze
les amants sacrifiés,27949,66613,,Japon,Drame,2021-12-08,Tous publics,Art House,,,0,1,17,,
#playtime (rep. 2002),,196322,Jacques Tati,France,Comédie,2002-07-03,Tous publics,-,,,0,0,,,
demain dès l'aube...,27816,42214,,France,Drame,2009-08-12,Tous publics,Diaphana,,,0,1,17,"Vincent Perez, Jérémy Renier",
"stefan zweig, adieu l'europe",28155,112313,,Allemagne,Drame,2016-08-10,Tous publics,ARP Selection,,,0,1,18,,
comme un lundi,28162,81502,,Japon,Comédie,2024-05-08,Tous publics,Art House,,,0,3,17,,
la grotte des rêves perdus,28177,110891,,France,Documentaire,2011-08-31,Tous publics,Metropolitan,,,0,1,19,,
dans la vie,28185,76330,,France,Comédie,2008-03-12,Tous publics,Pyramide,,,0,0,,,
permis de mariage,27883,41452,,Etats-Unis,Comédie,2007-08-22,Tous publics,Warner Bros.,,,0,0,,Robin Williams,
l'enfant qui mesurait le monde,27911,50738,,France,Drame,2024-06-26,Tous publics,Sophie Dulac,,,0,1,16,Bernard Campan,
l'établi,27911,105103,,France,Drame,2023-04-05,Tous publics,Le Pacte,,,0,1,20,"Denis Podalydès, Mélanie Thierry",Oliver Gourmet
aucun ours,28234,81526,,Iran,Drame,2022-11-23,Tous publics,ARP Selection,,,0,1,18,,
the best offer,27928,63920,,Italie,Drame,2014-04-16,Tous publics,Distrib Films,,,0,0,,Geoffrey Rush,
kedi - des chats et des hommes,28245,78681,,Turquie,Documentaire,2017-12-27,Tous publics,Epicentre films,,,0,0,,,
maria by callas,28247,81392,,France,Documentaire,2017-12-13,Tous publics,Haut et Court,,,0,0,,,
de si jolis chevaux,28139,43292,,Etats-Unis,Western,2001-06-06,Tous publics,-,,,0,1,10,"Matt Damon, Penelope Cruz",
nina et le secret du hérisson,28149,155260,,France,Animation,2023-10-11,Tous publics,KMBO,,,0,2,18,,
aristocrats,28303,72187,,Japon,Drame,2022-03-30,Tous publics,Art House,,,0,1,18,,
le monde de nathan,28333,42289,,Grande-Bretagne,Drame,2015-06-10,Tous publics,Synergy Cinéma,,,0,2,13,,
attila marcel,28341,43406,,France,Comédie,2013-10-30,Tous publics,Pathé,,,0,0,,,
quelques jours pas plus,28201,50787,,France,Comédie dramatique,2024-04-03,Tous publics,Bac Films,,,0,1,16,Camille Cottin,
sleepwalker,28561,55291,,Suède,Thriller,2001-07-18,Moins de 12 ans,Deal,,,0,2,13,,
tiens-toi droite,28243,37622,,France,Comédie,2014-11-26,Tous publics,Wild Bunch,,,0,1,20,Marina Foïs,
elvis & nixon,28311,41357,,Etats-Unis,Drame,2016-07-20,Tous publics,Warner Bros.,,,0,1,16,Kevin Spacey,"Johnny Knoxville, Luke Wilson"
we feed the world: le marché de la faim,28730,138578,,Canada,Documentaire,2007-04-25,Tous publics,Zootrope Films,,,0,0,,,
du goudron et des plumes,28358,48234,,France,Comédie dramatique,2014-07-09,Tous publics,Ad vitam,,,0,1,18,Isabelle Carré,
quand on sera grand,28758,70500,,France,Comédie,2001-04-25,Tous publics,Océan Films,,,0,1,18,,
un ange,28545,173920,,France,Thriller,2001-06-20,Moins de 12 ans,UIP,,,0,1,11,"Richard Berry, Elsa Zylberstein",
nue propriété,28565,61338,,France,Drame,2007-02-21,Tous publics,Haut et Court,,,0,0,,"Jérémy Renier, Isabelle Huppert",
jar city,28782,60829,,Islande,Thriller,2008-09-10,Tous publics,Memento Films,,,0,0,,,
harry brown,28608,55609,,Grande-Bretagne,Thriller,2011-01-12,Moins de 12 ans,Surreal Films,,,0,0,,Michael Caine,
brendan et le secret de kells,28646,162924,,Belgique,Animation,2009-02-11,Tous publics,Gébéka,,,0,0,,,
the bubble,28792,104032,,Israël,Drame,2007-07-04,Tous publics,Ad vitam,,,0,0,,,
vengo,28807,123067,,France,Comédie dramatique,2000-10-04,Tous publics,UFD,,,0,1,16,,
la voie de l'ennemi,28655,37789,,France,Drame,2014-05-07,Tous publics,Pathé,,,0,0,,"Harvey Keitel, Forest Whitaker",
chico & rita,28868,95886,,France,Animation,2011-07-06,Tous publics,Rezo Films,,,0,2,18,,
omar,28879,76527,,Palestine,Drame,2013-10-16,Tous publics,Pretty Pictures,,,0,1,18,,
old $chool,28752,35346,,France,Comédie,2000-07-05,Tous publics,Opening Dist.,,,0,1,15,,Ramzy Bedia
jaffa,29053,70910,,Israël,Drame,2009-06-10,Tous publics,Rezo Films,,,0,1,19,,
mes chers voisins,29062,101409,,Espagne,Comédie,2002-07-03,Moins de 12 ans,Lolistar,,,0,1,14,,
5ème set,28769,52808,,France,Comédie dramatique,2021-06-16,Tous publics,Apollo Films,,,0,1,15,Kristin Scott Thomas,
sibel,29085,102333,,Allemagne,Drame,2019-03-06,Tous publics,Pyramide,,,0,0,,,
la colère d’un homme patient,29115,55716,,Espagne,Thriller,2017-04-26,Moins de 12 ans,ARP Selection,,,0,1,20,,
"la zona, propriété privée",29148,124885,,Mexique,Drame,2008-03-26,Tous publics,Memento Films,,,0,0,,,
nowhere boy,28879,71234,,Grande-Bretagne,Drame,2010-12-08,Tous publics,Mars Distribution,,,0,2,15,,Kristin Scott Thomas
le ravissement,29163,76590,,France,Drame,2023-10-11,Tous publics,Diaphana,,,0,1,16,,
"lumière, l'aventure continue",29193,29193,,France,Documentaire,2025-03-19,Tous publics,Ad vitam,,,0,1,19,,
spartatouille,29260,35896,,Etats-Unis,Comédie,2008-07-16,Tous publics,20th Century Fox,,,0,1,12,,
le combat ordinaire,29270,35679,,France,Drame,2015-07-15,Tous publics,Haut et Court,,,0,1,14,,
lisa,29105,43970,,France,Drame,2001-01-10,Tous publics,Capitol Films,,,0,1,19,"Marion Cotillard, Benoît Magimel",
paradise beach,29342,36366,,France,Thriller,2019-02-20,Tous publics,Océan Films,,,0,1,19,,
loulou et autres loups,29128,412907,,France,Animation,2003-03-26,Tous publics,Gébéka,,,0,5,17,,
krach,29131,38417,,France,Thriller,2010-09-01,Tous publics,UGC Distribution,,,0,1,18,Gilles Lellouche,Charles Berling
mémoires de jeunesse,29139,54376,,Grande-Bretagne,Drame,2015-09-23,Tous publics,Mars Distribution,,,0,1,17,,Emily Watson
the devil's rejects,29141,41183,Rob Zombie,Etats-Unis,Horreur,2006-07-19,Moins de 16 ans,Metropolitan,,,0,0,,,
les huit montagnes,29347,120533,,Italie,Drame,2022-12-21,Tous publics,Pyramide,,,0,1,17,,
la forêt de mogari,29385,68251,,Japon,Drame,2007-10-31,Tous publics,Haut et Court,,,0,0,,,
les cavaliers de l'apocalypse,29171,53299,,Etats-Unis,Thriller,2009-04-01,Moins de 16 ans,Metropolitan,,,0,1,17,Dennis Quaid,
un mariage de princesse,29219,51257,Gary Marshall,Etats-Unis,Film familial,2004-10-20,Tous publics,Walt Disney Pictures,,,0,0,,Anne Hathaway,Chris Pine
la saveur des ramen,29450,97208,,Japon,Drame,2018-10-03,Tous publics,KMBO,,,0,1,20,,
dancer upstairs,29263,65931,,Espagne,Thriller,2003-01-01,Tous publics,UFD,,,0,1,18,Javier Bardem,
disparue en hiver,29265,44310,,France,Thriller,2015-01-21,Tous publics,Rezo Films,,,0,0,,Kad Merad,
churchill,29457,61727,,Grande-Bretagne,Comédie dramatique,2017-05-31,Tous publics,UGC Distribution,,,0,2,14,,
les amitiés maléfiques,29589,68535,,France,Drame,2006-09-27,Tous publics,Films du Losange,,,0,2,14,,
"thirst, ceci est mon sang",29697,56050,,Corée du Sud,Thriller,2009-09-30,Moins de 12 ans,Le Pacte,,,0,1,18,,
le plaisir de chanter,29402,57149,,France,Comédie,2008-11-26,Tous publics,Pyramide,,,0,0,,"Lorant Deutsch, Marina Foïs",
about kim sohee,29840,99028,,Corée du Sud,Drame,2023-04-05,Tous publics,-,,,0,1,18,,
bug,29486,42907,William Friedkin,Etats-Unis,Thriller,2007-02-21,Moins de 12 ans,Metropolitan,,,0,0,,Ashley Judd,
antonio vivaldi: un prince à venise,29523,51296,,France,Comédie dramatique,2007-08-29,Tous publics,CQFD,,,0,0,,"Michel Galabru, Michel Serrault",
voyage au pôle sud,29539,86001,Luc Jacquet,France,Documentaire,2023-12-20,Tous publics,Memento Films,,,0,1,16,,
tueurs,29566,43181,,France,Thriller,2017-12-06,Moins de 12 ans,Rezo Films,,,0,1,18,Oliver Gourmet,
7 jours pas plus,29604,48341,,France,Comédie dramatique,2017-08-30,Tous publics,Océan Films,,,0,0,,"Alexandra Lamy, Benoît Poelvoorde",
la loi du marché,29619,1001498,Stéphane Brizé,France,Drame,2015-05-19,Tous publics,Diaphana,,,0,7,3,Vincent Lindon,
all or nothing,29624,82527,Mike Leigh,Grande-Bretagne,Comédie dramatique,2002-11-13,Tous publics,Bac Films,,,0,0,,,
tous au larzac,30078,176213,,France,Documentaire,2011-11-23,Tous publics,Ad vitam,,,0,2,18,,
amin,29714,69942,,France,Drame,2018-10-03,Tous publics,Pyramide,,,0,1,18,Emmanuelle Devos,
bonhomme,29768,49360,,France,Comédie dramatique,2018-08-29,Tous publics,-,,,0,1,19,,Béatrice Dalle
tori et lokita,29811,70712,- Dardenne (frères),Belgique,Drame,2022-10-05,Tous publics,Diaphana,,,0,1,17,,
anomalisa,30097,65985,,Etats-Unis,Animation,2016-02-03,Tous publics,Paramount,,,0,0,,,
vers l'autre rive,30117,81766,,Japon,Drame,2015-09-30,Tous publics,Version Originale,,,0,1,19,,
mon fils,30125,84030,,Israël,Drame,2015-02-11,Tous publics,Pyramide,,,0,1,19,,
truman,30126,65175,,Espagne,Comédie dramatique,2016-07-06,Tous publics,La Belle Company,,,0,1,15,,
paradise now,30175,95796,,Palestine,Drame,2005-09-07,Tous publics,Haut et Court,,,0,0,,,
djam,30200,80133,,France,Drame,2017-08-09,Tous publics,Films du Losange,,,0,1,19,,
thunder road,30216,76597,,Etats-Unis,Comédie dramatique,2018-09-12,Tous publics,Paname Distribution,,,0,1,18,,
la communauté,30357,98053,,Danemark,Drame,2017-01-18,Tous publics,Le Pacte,,,0,1,17,,
et l'amour dans tout ça ?,30113,50426,,Grande-Bretagne,Romance,2023-03-08,Tous publics,Studiocanal,,,0,1,18,,Emma Thompson
shadow dancer,30150,59427,,Grande-Bretagne,Drame,2013-02-06,Tous publics,Wild Bunch,,,0,2,16,Clive Owen,
si seulement,30159,33825,,Grande-Bretagne,Comédie,2004-11-24,Tous publics,SND,,,0,1,15,Jennifer Love Hewitt,
madre,30484,86758,,Espagne,Drame,2020-07-22,Tous publics,Le Pacte,,,0,3,9,,
l'ombre des femmes,30491,76733,,France,Drame,2015-05-27,Tous publics,SBS Distribution,,,0,2,13,,
l'avocat de la terreur,30348,139655,Barbet Schroeder,France,Documentaire,2007-06-06,Tous publics,Films du Losange,,,0,0,,,
l'autre monde,30364,36350,,France,Thriller,2010-07-14,Tous publics,Haut et Court,,,0,1,15,Louise Bourgoin,"Pierre Niney, Melvil Poupaud"
mise à l'épreuve 2,30388,51009,,Etats-Unis,Comédie,2016-03-30,Tous publics,Universal,,,0,1,19,"Kevin Hart, Ice Cube",
la clé des champs,30417,58102,,France,Film familial,2011-12-21,Tous publics,Walt Disney Pictures,,,0,0,,,
l'assistant du vampire,30437,36640,Paul Weitz,Etats-Unis,Horreur,2009-12-02,Tous publics,Universal,,,0,1,18,"Salma Hayek, John C. Reilly",Willem Dafoe
jane,30477,60324,,Grande-Bretagne,Romance,2007-10-17,Tous publics,Fabrique de Films,,,0,0,,"Anne Hathaway, James McAvoy",
les aventures de shark boy et lava girl,30498,38263,Robert Rodriguez,Etats-Unis,Film familial,2005-08-17,Tous publics,Gaumont Sony,,,0,0,,,
amnesia,30518,72159,Barbet Schroeder,Suisse,Drame,2015-08-19,Tous publics,Films du Losange,,,0,1,18,,
les goûts et les couleurs (2022),30520,64477,,France,Comédie,2022-06-22,Tous publics,Pyramide,,,0,2,11,,- Artus
l'echappée belle (2018),30522,59770,,Italie,Comédie dramatique,2018-01-03,Tous publics,Bac Films,,,0,0,,Helen Mirren,
la cité des hommes,30807,72022,,Brésil,Drame,2008-07-23,Tous publics,MK2 Diffusion,,,0,2,12,,
night moves (2014),30536,55726,,Etats-Unis,Thriller,2014-04-23,Tous publics,Ad vitam,,,0,1,20,"Jesse Eisenberg, Dakota Fanning",
le bon numéro,30543,35117,Nora Ephron,Etats-Unis,Comédie,2001-08-01,Tous publics,-,,,0,1,12,John Travolta,
nos patriotes,30576,63742,,France,Comédie dramatique,2017-06-14,Tous publics,Paname Distribution,,,0,1,8,Alexandra Lamy,
vivre avec les loups,30845,149105,,France,Documentaire,2024-01-24,Tous publics,Gébéka,,,0,1,20,,
baby blues,30577,36710,,France,Comédie,2008-11-26,Tous publics,Mars Distribution,,,0,0,,Karin Viard,
tu n'aimeras point,30846,80994,,Israël,Comédie dramatique,2009-09-02,Tous publics,Haut et Court,,,0,2,14,,
la belle personne,30604,80257,,France,Comédie dramatique,2008-09-17,Tous publics,Le Pacte,,,0,0,,Léa Seydoux,
parkland,30776,37925,,Etats-Unis,Drame,2013-10-02,Tous publics,Metropolitan,,,0,1,18,"Zac Efron, Billy Bob Thornton",Paul Giamatti
l'homme de la cave,30792,57442,,France,Comédie dramatique,2021-10-13,Tous publics,Ad vitam,,,0,1,13,"Bérénice Bejo, François Cluzet, Jérémy Renier",
la fée,30940,88915,,France,Comédie,2011-09-14,Tous publics,MK2 Diffusion,,,0,1,18,,
17 filles,30948,68658,,France,Comédie dramatique,2011-12-14,Tous publics,Diaphana,,,0,1,20,,
blancanieves,30961,141365,,Espagne,Comédie dramatique,2013-01-23,Tous publics,Rezo Films,,,0,1,18,,
animal,30982,155090,,France,Documentaire,2021-12-01,Tous publics,UGC Distribution,,,0,2,15,,
strangers: prey at night,31169,50499,,Etats-Unis,Horreur,2018-04-18,Moins de 12 ans,Paramount,,,0,1,15,,
pour la france,30866,70422,,France,Drame,2023-02-08,Tous publics,Memento Films,,,0,0,,Karim Leklou,Laurent Lafitte
j'invente rien,30903,47267,,France,Comédie,2006-08-16,Tous publics,Pyramide,,,0,0,,"Claude Brasseur, Kad Merad, Elsa Zylberstein",
le jour de mon retour,30909,42210,,Grande-Bretagne,Drame,2018-03-07,Tous publics,Studiocanal,,,0,0,,"Colin Firth, Rachel Weisz",
hors du temps (2009),30935,34577,,Etats-Unis,Romance,2009-11-25,Tous publics,Metropolitan,,,0,1,18,Eric Bana,
x,31224,48743,,Etats-Unis,Horreur,2022-11-02,Moins de 16 ans,-,,,0,0,,,
sport de filles,30957,86944,,France,Drame,2012-01-25,Tous publics,Le Pacte,,,0,1,19,Josiane Balasko,
magnificat,30964,81651,,France,Drame,2023-06-21,Tous publics,-,,,0,2,17,"François Berléand, Karin Viard",
the quiet girl,31300,117390,,Irlande,Drame,2023-04-12,Tous publics,ASC Distribution,,,0,1,17,,
triple agent,31171,73971,Eric Rohmer,France,Drame,2004-03-17,Tous publics,Rezo Films,,,0,0,,,
delirious,31177,66834,,Etats-Unis,Comédie,2007-07-04,Tous publics,Memento Films,,,0,0,,Steve Buscemi,
faussaire,31206,51980,Lasse Hallstrom,Etats-Unis,Drame,2007-06-13,Tous publics,Metropolitan,,,0,0,,Richard Gere,
ilo ilo,31339,125583,,Singapour,Drame,2013-09-04,Tous publics,Epicentre films,,,0,0,,,
le colibri,31238,60776,,Italie,Drame,2023-08-02,Tous publics,Paname Distribution,,,0,2,15,Bérénice Bejo,
les anarchistes,31263,48880,,France,Drame,2015-11-11,Tous publics,Mars Distribution,,,0,1,20,"Adèle Exarchopoulos, Tahar Rahim",Karim Leklou
le molière imaginaire,31266,67887,,France,Comédie dramatique,2024-02-14,Tous publics,Memento Films,,,0,0,,Laurent Lafitte,
une femme fantastique,31393,81048,,Chili,Comédie dramatique,2017-07-12,Tous publics,Ad vitam,,,0,1,19,,
stella (2008),31470,88169,,France,Comédie dramatique,2008-11-12,Tous publics,Diaphana,,,0,0,,,
une carte du monde,31301,62800,,Etats-Unis,Drame,2000-03-01,Tous publics,-,,,0,1,15,"Sigourney Weaver, Julianne Moore",
faster,31302,46676,,Etats-Unis,Aventure - Action,2011-03-02,Moins de 12 ans,Sony Pictures,,,0,0,,"Dwayne Johnson, Billy Bob Thornton",
nos amis les terriens,31303,59405,,France,Fantasy,2007-04-18,Tous publics,Les Films 13,,,0,0,,,
les trois fantastiques,31601,57476,,France,Drame,2024-05-15,Tous publics,Zinc,,,0,2,14,,
geronimo (2014),31312,72065,,France,Comédie dramatique,2014-10-15,Tous publics,Films du Losange,,,0,1,15,,
sans queue ni tête,31346,50113,,France,Comédie,2010-09-29,Tous publics,Rezo Films,,,0,1,18,Isabelle Huppert,
les grands frères,31351,44855,,Etats-Unis,Comédie,2009-02-04,Tous publics,Universal,,,0,1,20,"Paul Rudd, Sean William Scott",
les seigneurs de la mer,31716,60615,,Canada,Documentaire,2008-04-09,Tous publics,MK2 Diffusion,,,0,0,,,
bergman island,31781,65881,,France,Drame,2021-07-14,Tous publics,Films du Losange,,,0,2,16,,
life (2015),31580,58324,,Etats-Unis,Drame,2015-09-09,Tous publics,ARP Selection,,,0,1,17,Robert Pattinson,
septembre sans attendre,31788,73216,,Espagne,Comédie dramatique,2024-08-28,Tous publics,Arizona Films,,,0,1,20,,
eden,31663,56137,,France,Comédie dramatique,2014-11-19,Tous publics,Ad vitam,,,0,1,19,,"Vincent Lacoste, Vincent Macaigne"
entre la vie et la mort,31723,44145,,France,Thriller,2022-06-29,Tous publics,Le Pacte,,,0,2,15,Oliver Gourmet,
heureux comme lazzaro,31729,91128,,Italie,Drame,2018-11-07,Tous publics,Ad vitam,,,0,1,20,,Sergi Lopez
le monde merveilleux d'impy,,100038,,Allemagne,Animation,2009-04-08,Tous publics,Océan Films,,,0,2,18,,
'71,,58697,,Grande-Bretagne,Drame,2014-11-05,Moins de 12 ans,Ad vitam,,,0,0,,,
emmett till,31818,77728,,Etats-Unis,Drame,2023-02-08,Tous publics,Universal,,,0,1,20,,Whoopi Goldberg
chromophobia,31821,44652,,Etats-Unis,Drame,2006-05-10,Tous publics,Quinta Distribution,,,0,0,,"Ralph Fiennes, Penelope Cruz",Kristin Scott Thomas
